JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
London Road/Station Way,19/08/2024,01:25:54,E,S,Heavy Rain,50,49,Scooter,False
Victoria Street/Albert Road,19/08/2024,01:26:13,S,W,Heavy Rain,40,43,Van,False
Victoria Street/Albert Road,19/08/2024,01:26:39,N,W,Heavy Rain,40,14,Motorbike,False
London Road/Station Way,19/08/2024,01:27:25,W,S,Heavy Rain,50,31,Scooter,False
Victoria Street/Albert Road,19/08/2024,01:32:23,N,E,Heavy Rain,40,23,Buss,False
Victoria Street/Albert Road,19/08/2024,01:42:28,S,S,Heavy Rain,40,7,Bus,False
Victoria Street/Albert Road,19/08/2024,01:44:47,E,S,Heavy Rain,40,38,Van,False
Victoria Street/Albert Road,19/08/2024,01:45:28,S,W,Heavy Rain,40,53,Motorbike,False
Victoria Street/Albert Road,19/08/2024,01:46:11,S,S,Heavy Rain,40,17,Buss,False
London Road/Station Way,19/08/2024,01:51:33,N,W,Heavy Rain,50,53,Scooter,False
Victoria Street/Albert Road,19/08/2024,01:54:01,S,W,Heavy Rain,40,53,Truck,True
Victoria Street/Albert Road,19/08/2024,01:59:07,W,E,Heavy Rain,40,38,Bus,False
London Road/Station Way,19/08/2024,02:04:49,N,E,Heavy Rain,50,57,Buss,False
London Road/Station Way,19/08/2024,02:06:05,N,N,Heavy Rain,50,14,Van,False
Victoria Street/Albert Road,19/08/2024,02:09:11,E,N,Heavy Rain,40,25,Motorbike,False
London Road/Station Way,19/08/2024,02:09:55,N,N,Heavy Rain,50,20,Bus,False
Victoria Street/Albert Road,19/08/2024,02:14:03,E,E,Heavy Rain,40,53,Van,False
London Road/Station Way,19/08/2024,02:14:55,N,N,Heavy Rain,50,41,Buss,False
London Road/Station Way,19/08/2024,02:16:40,E,E,Heavy Rain,50,60,Bicycle,False
Victoria Street/Albert Road,19/08/2024,02:21:59,S,N,Heavy Rain,40,10,Bicycle,False
Victoria Street/Albert Road,19/08/2024,02:25:17,S,S,Heavy Rain,40,48,Bus,True
London Road/Station Way,19/08/2024,02:28:45,N,W,Heavy Rain,50,41,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,02:33:09,W,N,Heavy Rain,40,32,Van,True
London Road/Station Way,19/08/2024,02:33:59,E,W,Heavy Rain,50,14,Bicycle,True
Victoria Street/Albert Road,19/08/2024,02:34:52,S,W,Heavy Rain,40,23,Scooter,False
Victoria Street/Albert Road,19/08/2024,02:51:45,E,E,Heavy Rain,40,11,Motorbike,False
London Road/Station Way,19/08/2024,02:51:51,E,W,Heavy Rain,50,6,Van,False
London Road/Station Way,19/08/2024,02:59:50,S,N,Heavy Rain,50,5,Scooter,True
Victoria Street/Albert Road,19/08/2024,03:03:06,E,W,Heavy Rain,40,49,Car,False
Victoria Street/Albert Road,19/08/2024,03:05:06,W,W,Heavy Rain,40,51,Bus,False
Victoria Street/Albert Road,19/08/2024,03:05:32,S,E,Heavy Rain,40,5,Motorbike,False
Victoria Street/Albert Road,19/08/2024,03:15:57,E,E,Heavy Rain,40,20,Van,False
Victoria Street/Albert Road,19/08/2024,03:19:49,E,N,Heavy Rain,40,34,Car,False
Victoria Street/Albert Road,19/08/2024,03:27:17,E,N,Heavy Rain,40,20,Scooter,True
Victoria Street/Albert Road,19/08/2024,03:28:50,E,N,Heavy Rain,40,55,Car,False
London Road/Station Way,19/08/2024,03:38:57,W,W,Heavy Rain,50,29,Bicycle,False
Victoria Street/Albert Road,19/08/2024,03:46:19,W,E,Heavy Rain,40,49,Bicycle,False
Victoria Street/Albert Road,19/08/2024,03:53:48,W,S,Heavy Rain,40,9,Bus,False
Victoria Street/Albert Road,19/08/2024,04:07:17,E,E,Heavy Rain,40,49,Bus,True
Victoria Street/Albert Road,19/08/2024,04:09:46,N,E,Heavy Rain,40,25,Motorbike,False
London Road/Station Way,19/08/2024,04:11:07,E,N,Heavy Rain,50,7,Bus,True
London Road/Station Way,19/08/2024,04:12:26,S,W,Heavy Rain,50,56,Buss,False
Victoria Street/Albert Road,19/08/2024,04:14:47,S,S,Heavy Rain,40,28,Bus,True
London Road/Station Way,19/08/2024,04:18:53,E,E,Heavy Rain,50,47,Bus,True
Victoria Street/Albert Road,19/08/2024,04:25:37,E,S,Heavy Rain,40,32,Bicycle,True
Victoria Street/Albert Road,19/08/2024,04:26:06,W,S,Heavy Rain,40,49,Buss,True
Victoria Street/Albert Road,19/08/2024,04:51:17,S,E,Heavy Rain,40,28,Car,False
London Road/Station Way,19/08/2024,04:54:08,S,E,Heavy Rain,50,41,Bicycle,False
Victoria Street/Albert Road,19/08/2024,04:55:50,N,E,Heavy Rain,40,53,Car,False
London Road/Station Way,19/08/2024,04:57:40,N,E,Heavy Rain,50,28,Car,False
Victoria Street/Albert Road,19/08/2024,04:59:33,N,E,Heavy Rain,40,12,Bus,False
Victoria Street/Albert Road,19/08/2024,05:01:15,W,S,Heavy Rain,40,28,Van,False
Victoria Street/Albert Road,19/08/2024,05:02:27,W,S,Heavy Rain,40,13,Truck,False
London Road/Station Way,19/08/2024,05:23:06,E,E,Heavy Rain,50,39,Van,False
Victoria Street/Albert Road,19/08/2024,05:27:49,N,W,Heavy Rain,40,55,Van,True
Victoria Street/Albert Road,19/08/2024,05:30:24,N,S,Heavy Rain,40,28,Car,False
Victoria Street/Albert Road,19/08/2024,05:34:56,S,S,Heavy Rain,40,20,Car,False
Victoria Street/Albert Road,19/08/2024,05:40:05,W,S,Heavy Rain,40,11,Truck,True
Victoria Street/Albert Road,19/08/2024,05:43:06,N,S,Heavy Rain,40,5,Motorbike,True
Victoria Street/Albert Road,19/08/2024,05:50:36,W,N,Heavy Rain,40,40,Car,False
Victoria Street/Albert Road,19/08/2024,06:00:35,W,W,Heavy Rain,40,11,Buss,False
Victoria Street/Albert Road,19/08/2024,06:21:19,S,W,Heavy Rain,40,47,Van,False
Victoria Street/Albert Road,19/08/2024,06:28:27,S,W,Heavy Rain,40,22,Motorcycle,True
London Road/Station Way,19/08/2024,06:38:50,E,S,Heavy Rain,50,61,Scooter,False
London Road/Station Way,19/08/2024,06:50:10,W,W,Heavy Rain,50,11,Bicycle,False
London Road/Station Way,19/08/2024,06:57:02,N,W,Heavy Rain,50,17,Car,False
Victoria Street/Albert Road,19/08/2024,06:59:46,N,S,Heavy Rain,40,30,Bicycle,False
London Road/Station Way,19/08/2024,07:02:14,W,S,Heavy Rain,50,30,Car,False
Victoria Street/Albert Road,19/08/2024,07:05:21,S,S,Heavy Rain,40,46,Bus,False
London Road/Station Way,19/08/2024,07:05:45,S,N,Heavy Rain,50,44,Van,True
Victoria Street/Albert Road,19/08/2024,07:05:59,S,E,Heavy Rain,40,27,Buss,True
Victoria Street/Albert Road,19/08/2024,07:08:45,N,S,Heavy Rain,40,20,Car,False
London Road/Station Way,19/08/2024,07:10:39,W,N,Heavy Rain,50,54,Motorcycle,False
London Road/Station Way,19/08/2024,07:14:14,E,E,Heavy Rain,50,58,Truck,True
London Road/Station Way,19/08/2024,07:17:06,N,S,Heavy Rain,50,47,Bicycle,False
London Road/Station Way,19/08/2024,07:17:23,E,W,Heavy Rain,50,15,Buss,True
Victoria Street/Albert Road,19/08/2024,07:18:49,S,W,Heavy Rain,40,30,Van,False
Victoria Street/Albert Road,19/08/2024,07:20:02,E,E,Heavy Rain,40,35,Truck,False
London Road/Station Way,19/08/2024,07:20:59,E,S,Heavy Rain,50,41,Truck,False
Victoria Street/Albert Road,19/08/2024,07:28:17,E,E,Heavy Rain,40,31,Bus,True
Victoria Street/Albert Road,19/08/2024,07:41:31,W,S,Heavy Rain,40,40,Van,False
Victoria Street/Albert Road,19/08/2024,07:47:44,N,W,Heavy Rain,40,30,Buss,True
London Road/Station Way,19/08/2024,07:50:00,E,S,Heavy Rain,50,54,Bicycle,False
London Road/Station Way,19/08/2024,07:54:26,S,S,Heavy Rain,50,34,Buss,False
London Road/Station Way,19/08/2024,07:56:15,W,S,Heavy Rain,50,64,Bus,False
London Road/Station Way,19/08/2024,07:57:28,E,W,Heavy Rain,50,30,Scooter,False
Victoria Street/Albert Road,19/08/2024,08:00:27,W,S,Heavy Rain,40,8,Car,False
Victoria Street/Albert Road,19/08/2024,08:01:25,E,N,Heavy Rain,40,17,Truck,True
London Road/Station Way,19/08/2024,08:10:41,N,W,Heavy Rain,50,43,Truck,False
London Road/Station Way,19/08/2024,08:11:07,W,E,Heavy Rain,50,12,Van,False
Victoria Street/Albert Road,19/08/2024,08:17:01,W,W,Heavy Rain,40,33,Bicycle,False
London Road/Station Way,19/08/2024,08:21:32,E,W,Heavy Rain,50,51,Motorbike,True
London Road/Station Way,19/08/2024,08:24:11,W,W,Heavy Rain,50,47,Motorbike,False
London Road/Station Way,19/08/2024,08:32:36,W,S,Heavy Rain,50,22,Car,False
London Road/Station Way,19/08/2024,08:36:35,E,E,Heavy Rain,50,38,Buss,False
Victoria Street/Albert Road,19/08/2024,08:41:38,W,N,Heavy Rain,40,12,Motorbike,False
London Road/Station Way,19/08/2024,08:46:01,N,N,Heavy Rain,50,15,Buss,False
London Road/Station Way,19/08/2024,08:46:30,N,S,Heavy Rain,50,34,Buss,False
Victoria Street/Albert Road,19/08/2024,08:53:06,W,W,Heavy Rain,40,39,Bus,False
Victoria Street/Albert Road,19/08/2024,08:55:18,N,S,Heavy Rain,40,51,Bus,False
Victoria Street/Albert Road,19/08/2024,08:56:15,W,E,Heavy Rain,40,45,Motorcycle,True
Victoria Street/Albert Road,19/08/2024,09:01:49,E,S,Heavy Rain,40,16,Truck,True
London Road/Station Way,19/08/2024,09:12:52,E,W,Heavy Rain,50,22,Bicycle,False
Victoria Street/Albert Road,19/08/2024,09:12:55,N,N,Heavy Rain,40,35,Motorbike,False
Victoria Street/Albert Road,19/08/2024,09:14:14,W,W,Heavy Rain,40,26,Car,False
Victoria Street/Albert Road,19/08/2024,09:15:13,S,S,Heavy Rain,40,53,Motorcycle,True
London Road/Station Way,19/08/2024,09:21:06,N,N,Heavy Rain,50,7,Car,False
Victoria Street/Albert Road,19/08/2024,09:26:01,N,E,Heavy Rain,40,25,Buss,False
Victoria Street/Albert Road,19/08/2024,09:40:24,S,E,Heavy Rain,40,53,Motorcycle,False
London Road/Station Way,19/08/2024,09:42:16,W,S,Heavy Rain,50,62,Motorbike,True
London Road/Station Way,19/08/2024,09:42:20,S,S,Heavy Rain,50,34,Buss,False
London Road/Station Way,19/08/2024,09:57:14,W,W,Heavy Rain,50,6,Truck,False
London Road/Station Way,19/08/2024,09:59:32,S,N,Heavy Rain,50,11,Buss,False
Victoria Street/Albert Road,19/08/2024,10:03:09,W,E,Heavy Rain,40,37,Car,False
Victoria Street/Albert Road,19/08/2024,10:03:29,W,S,Heavy Rain,40,45,Van,True
London Road/Station Way,19/08/2024,10:11:34,S,N,Heavy Rain,50,48,Motorbike,True
Victoria Street/Albert Road,19/08/2024,10:20:56,N,S,Heavy Rain,40,41,Truck,False
London Road/Station Way,19/08/2024,10:23:07,E,S,Heavy Rain,50,36,Scooter,False
London Road/Station Way,19/08/2024,10:28:08,E,W,Heavy Rain,50,47,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,10:29:10,E,E,Heavy Rain,40,6,Car,False
London Road/Station Way,19/08/2024,10:31:12,N,S,Heavy Rain,50,32,Buss,False
Victoria Street/Albert Road,19/08/2024,10:54:26,N,E,Heavy Rain,40,9,Scooter,False
London Road/Station Way,19/08/2024,11:10:25,S,E,Heavy Rain,50,9,Car,True
Victoria Street/Albert Road,19/08/2024,11:12:55,S,W,Heavy Rain,40,36,Bicycle,False
Victoria Street/Albert Road,19/08/2024,11:20:24,N,E,Heavy Rain,40,53,Bicycle,True
Victoria Street/Albert Road,19/08/2024,11:24:07,S,S,Heavy Rain,40,33,Bus,False
Victoria Street/Albert Road,19/08/2024,11:25:34,N,E,Heavy Rain,40,15,Van,False
London Road/Station Way,19/08/2024,11:32:19,E,W,Heavy Rain,50,31,Truck,False
Victoria Street/Albert Road,19/08/2024,11:48:28,S,N,Heavy Rain,40,52,Bus,False
Victoria Street/Albert Road,19/08/2024,11:50:01,S,S,Heavy Rain,40,9,Car,True
London Road/Station Way,19/08/2024,11:50:05,E,S,Heavy Rain,50,29,Truck,False
London Road/Station Way,19/08/2024,11:56:13,W,S,Heavy Rain,50,31,Car,True
London Road/Station Way,19/08/2024,12:01:34,E,S,Heavy Rain,50,61,Scooter,False
Victoria Street/Albert Road,19/08/2024,12:06:29,N,W,Heavy Rain,40,5,Truck,False
London Road/Station Way,19/08/2024,12:08:00,E,W,Heavy Rain,50,38,Scooter,False
London Road/Station Way,19/08/2024,12:13:10,S,W,Heavy Rain,50,54,Bus,False
London Road/Station Way,19/08/2024,12:13:13,E,E,Heavy Rain,50,30,Bicycle,True
Victoria Street/Albert Road,19/08/2024,12:17:10,W,S,Heavy Rain,40,33,Buss,True
London Road/Station Way,19/08/2024,12:17:25,S,N,Heavy Rain,50,7,Bicycle,True
Victoria Street/Albert Road,19/08/2024,12:27:27,N,N,Heavy Rain,40,12,Buss,False
London Road/Station Way,19/08/2024,12:30:45,E,W,Heavy Rain,50,39,Motorcycle,True
Victoria Street/Albert Road,19/08/2024,12:34:09,S,E,Heavy Rain,40,37,Bicycle,False
London Road/Station Way,19/08/2024,12:35:34,W,W,Heavy Rain,50,46,Van,False
London Road/Station Way,19/08/2024,12:37:13,W,W,Heavy Rain,50,59,Truck,False
Victoria Street/Albert Road,19/08/2024,12:37:26,E,E,Heavy Rain,40,20,Bus,False
Victoria Street/Albert Road,19/08/2024,12:39:43,E,S,Heavy Rain,40,38,Bicycle,False
London Road/Station Way,19/08/2024,12:50:48,W,N,Heavy Rain,50,56,Van,False
London Road/Station Way,19/08/2024,12:56:33,S,W,Heavy Rain,50,54,Car,False
London Road/Station Way,19/08/2024,12:56:41,W,N,Heavy Rain,50,43,Bicycle,False
Victoria Street/Albert Road,19/08/2024,13:00:43,E,S,Heavy Rain,40,36,Van,True
London Road/Station Way,19/08/2024,13:05:31,E,S,Heavy Rain,50,7,Buss,True
Victoria Street/Albert Road,19/08/2024,13:10:36,E,W,Heavy Rain,40,55,Scooter,True
Victoria Street/Albert Road,19/08/2024,13:12:10,S,S,Heavy Rain,40,43,Van,True
Victoria Street/Albert Road,19/08/2024,13:13:39,W,S,Heavy Rain,40,38,Bicycle,False
Victoria Street/Albert Road,19/08/2024,13:15:52,E,S,Heavy Rain,40,34,Scooter,False
London Road/Station Way,19/08/2024,13:17:55,S,S,Heavy Rain,50,31,Bicycle,True
London Road/Station Way,19/08/2024,13:26:07,E,S,Heavy Rain,50,62,Scooter,False
Victoria Street/Albert Road,19/08/2024,13:32:35,S,W,Heavy Rain,40,41,Bus,False
London Road/Station Way,19/08/2024,13:37:40,N,W,Heavy Rain,50,58,Motorbike,False
London Road/Station Way,19/08/2024,13:45:28,W,S,Heavy Rain,50,52,Motorbike,False
Victoria Street/Albert Road,19/08/2024,13:55:52,S,S,Heavy Rain,40,12,Van,True
Victoria Street/Albert Road,19/08/2024,13:58:00,S,W,Heavy Rain,40,28,Motorcycle,True
London Road/Station Way,19/08/2024,14:05:08,N,N,Heavy Rain,50,42,Buss,False
London Road/Station Way,19/08/2024,14:11:45,N,S,Heavy Rain,50,15,Car,True
Victoria Street/Albert Road,19/08/2024,14:22:19,S,W,Heavy Rain,40,17,Bicycle,False
London Road/Station Way,19/08/2024,14:25:21,W,E,Heavy Rain,50,44,Motorcycle,False
London Road/Station Way,19/08/2024,14:35:48,E,S,Heavy Rain,50,14,Van,False
Victoria Street/Albert Road,19/08/2024,14:47:50,W,S,Heavy Rain,40,16,Bus,True
Victoria Street/Albert Road,19/08/2024,14:48:26,N,W,Heavy Rain,40,16,Truck,False
London Road/Station Way,19/08/2024,15:07:05,W,E,Heavy Rain,50,44,Motorcycle,False
London Road/Station Way,19/08/2024,15:08:51,N,S,Heavy Rain,50,9,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,15:14:27,N,N,Heavy Rain,40,11,Buss,True
London Road/Station Way,19/08/2024,15:21:05,W,E,Heavy Rain,50,39,Van,False
Victoria Street/Albert Road,19/08/2024,15:27:48,S,S,Heavy Rain,40,38,Bicycle,False
London Road/Station Way,19/08/2024,15:27:57,S,S,Heavy Rain,50,6,Truck,False
Victoria Street/Albert Road,19/08/2024,15:31:56,S,S,Heavy Rain,40,29,Truck,False
Victoria Street/Albert Road,19/08/2024,15:59:24,N,S,Heavy Rain,40,41,Bus,False
London Road/Station Way,19/08/2024,16:02:42,N,S,Heavy Rain,50,64,Motorbike,False
Victoria Street/Albert Road,19/08/2024,16:08:26,N,S,Heavy Rain,40,19,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,16:08:42,N,E,Heavy Rain,40,5,Motorcycle,False
London Road/Station Way,19/08/2024,16:12:13,S,E,Heavy Rain,50,48,Van,True
Victoria Street/Albert Road,19/08/2024,16:16:37,E,N,Heavy Rain,40,30,Truck,False
Victoria Street/Albert Road,19/08/2024,16:18:13,W,N,Heavy Rain,40,23,Buss,False
Victoria Street/Albert Road,19/08/2024,16:20:36,E,N,Heavy Rain,40,21,Truck,False
London Road/Station Way,19/08/2024,16:21:20,N,W,Heavy Rain,50,37,Motorbike,False
London Road/Station Way,19/08/2024,16:23:26,W,W,Heavy Rain,50,41,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,16:27:29,N,N,Heavy Rain,40,43,Car,True
Victoria Street/Albert Road,19/08/2024,16:34:05,E,E,Heavy Rain,40,26,Van,True
London Road/Station Way,19/08/2024,16:35:30,N,W,Heavy Rain,50,9,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,16:43:17,W,S,Heavy Rain,40,45,Buss,True
Victoria Street/Albert Road,19/08/2024,16:45:35,E,W,Heavy Rain,40,15,Van,False
Victoria Street/Albert Road,19/08/2024,16:47:00,E,E,Heavy Rain,40,46,Buss,False
London Road/Station Way,19/08/2024,16:52:44,S,W,Heavy Rain,50,64,Motorcycle,True
Victoria Street/Albert Road,19/08/2024,16:54:26,N,N,Heavy Rain,40,16,Truck,False
London Road/Station Way,19/08/2024,17:17:03,N,S,Heavy Rain,50,45,Van,False
Victoria Street/Albert Road,19/08/2024,17:18:19,E,N,Heavy Rain,40,51,Buss,False
London Road/Station Way,19/08/2024,17:18:49,N,S,Heavy Rain,50,64,Motorbike,False
London Road/Station Way,19/08/2024,17:20:13,W,S,Heavy Rain,50,12,Bicycle,False
Victoria Street/Albert Road,19/08/2024,17:24:36,W,E,Heavy Rain,40,31,Bus,False
London Road/Station Way,19/08/2024,17:29:32,N,W,Heavy Rain,50,47,Bicycle,False
Victoria Street/Albert Road,19/08/2024,17:29:59,N,N,Heavy Rain,40,55,Buss,False
London Road/Station Way,19/08/2024,17:34:17,S,N,Heavy Rain,50,64,Motorbike,True
London Road/Station Way,19/08/2024,17:35:46,E,N,Heavy Rain,50,44,Car,False
London Road/Station Way,19/08/2024,17:37:20,S,S,Heavy Rain,50,56,Motorbike,True
Victoria Street/Albert Road,19/08/2024,17:44:32,S,E,Heavy Rain,40,26,Buss,False
Victoria Street/Albert Road,19/08/2024,17:47:40,S,N,Heavy Rain,40,35,Bicycle,False
Victoria Street/Albert Road,19/08/2024,17:50:23,W,S,Heavy Rain,40,14,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,18:01:42,E,S,Heavy Rain,40,16,Buss,True
London Road/Station Way,19/08/2024,18:16:58,S,N,Heavy Rain,50,9,Buss,False
London Road/Station Way,19/08/2024,18:19:51,E,N,Heavy Rain,50,57,Buss,False
Victoria Street/Albert Road,19/08/2024,18:28:41,W,S,Heavy Rain,40,8,Motorcycle,True
London Road/Station Way,19/08/2024,18:41:33,S,N,Heavy Rain,50,29,Motorcycle,True
London Road/Station Way,19/08/2024,18:50:48,S,E,Heavy Rain,50,30,Truck,True
Victoria Street/Albert Road,19/08/2024,18:51:24,E,W,Heavy Rain,40,10,Van,False
Victoria Street/Albert Road,19/08/2024,18:51:59,S,W,Heavy Rain,40,38,Car,True
London Road/Station Way,19/08/2024,18:55:44,S,N,Heavy Rain,50,60,Buss,False
London Road/Station Way,19/08/2024,19:01:10,N,E,Heavy Rain,50,56,Scooter,True
London Road/Station Way,19/08/2024,19:04:16,N,W,Heavy Rain,50,57,Van,False
Victoria Street/Albert Road,19/08/2024,19:05:52,N,W,Heavy Rain,40,14,Scooter,True
Victoria Street/Albert Road,19/08/2024,19:08:22,N,N,Heavy Rain,40,52,Scooter,False
Victoria Street/Albert Road,19/08/2024,19:12:15,N,S,Heavy Rain,40,36,Truck,True
London Road/Station Way,19/08/2024,19:13:23,S,N,Heavy Rain,50,43,Motorbike,True
Victoria Street/Albert Road,19/08/2024,19:21:52,N,N,Heavy Rain,40,9,Motorbike,False
London Road/Station Way,19/08/2024,19:31:17,S,S,Heavy Rain,50,31,Car,False
Victoria Street/Albert Road,19/08/2024,19:33:59,N,S,Heavy Rain,40,49,Motorbike,False
Victoria Street/Albert Road,19/08/2024,19:34:56,N,S,Heavy Rain,40,39,Van,True
London Road/Station Way,19/08/2024,19:36:14,E,S,Heavy Rain,50,33,Bicycle,False
London Road/Station Way,19/08/2024,19:36:45,W,E,Heavy Rain,50,38,Motorbike,True
Victoria Street/Albert Road,19/08/2024,19:41:17,N,E,Heavy Rain,40,45,Bus,False
Victoria Street/Albert Road,19/08/2024,19:48:32,W,E,Heavy Rain,40,29,Bus,False
London Road/Station Way,19/08/2024,19:51:10,E,S,Heavy Rain,50,43,Motorcycle,False
London Road/Station Way,19/08/2024,19:53:33,N,E,Heavy Rain,50,13,Bus,False
London Road/Station Way,19/08/2024,19:54:24,W,S,Heavy Rain,50,19,Bus,False
London Road/Station Way,19/08/2024,20:15:30,N,N,Heavy Rain,50,13,Bicycle,True
Victoria Street/Albert Road,19/08/2024,20:20:14,N,W,Heavy Rain,40,7,Bus,False
London Road/Station Way,19/08/2024,20:20:15,E,W,Heavy Rain,50,23,Car,False
London Road/Station Way,19/08/2024,20:23:45,E,E,Heavy Rain,50,26,Car,True
Victoria Street/Albert Road,19/08/2024,20:25:42,E,N,Heavy Rain,40,29,Scooter,False
London Road/Station Way,19/08/2024,20:31:38,N,W,Heavy Rain,50,32,Motorbike,False
Victoria Street/Albert Road,19/08/2024,20:44:31,E,E,Heavy Rain,40,43,Bus,False
London Road/Station Way,19/08/2024,20:54:02,S,E,Heavy Rain,50,30,Bicycle,True
Victoria Street/Albert Road,19/08/2024,21:07:09,W,E,Heavy Rain,40,6,Van,False
Victoria Street/Albert Road,19/08/2024,21:20:26,N,E,Heavy Rain,40,19,Scooter,False
Victoria Street/Albert Road,19/08/2024,21:25:08,S,E,Heavy Rain,40,12,Car,False
Victoria Street/Albert Road,19/08/2024,21:33:51,E,W,Heavy Rain,40,6,Bus,False
London Road/Station Way,19/08/2024,21:36:03,N,N,Heavy Rain,50,26,Bicycle,False
London Road/Station Way,19/08/2024,21:42:12,S,E,Heavy Rain,50,17,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,21:48:44,N,W,Heavy Rain,40,18,Motorbike,False
Victoria Street/Albert Road,19/08/2024,21:53:57,W,N,Heavy Rain,40,10,Buss,True
Victoria Street/Albert Road,19/08/2024,21:54:32,W,W,Heavy Rain,40,29,Bus,False
Victoria Street/Albert Road,19/08/2024,22:03:25,W,S,Heavy Rain,40,30,Van,False
Victoria Street/Albert Road,19/08/2024,22:03:43,E,N,Heavy Rain,40,23,Car,False
Victoria Street/Albert Road,19/08/2024,22:07:53,N,W,Heavy Rain,40,11,Motorcycle,True
Victoria Street/Albert Road,19/08/2024,22:28:16,S,W,Heavy Rain,40,53,Motorbike,False
London Road/Station Way,19/08/2024,22:28:46,E,S,Heavy Rain,50,14,Truck,True
London Road/Station Way,19/08/2024,22:37:33,E,S,Heavy Rain,50,19,Car,False
Victoria Street/Albert Road,19/08/2024,23:02:53,E,N,Heavy Rain,40,54,Motorcycle,True
London Road/Station Way,19/08/2024,23:04:18,E,E,Heavy Rain,50,42,Truck,False
Victoria Street/Albert Road,19/08/2024,23:13:06,S,S,Heavy Rain,40,21,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,23:13:23,E,W,Heavy Rain,40,14,Bus,False
Victoria Street/Albert Road,19/08/2024,23:14:33,S,E,Heavy Rain,40,47,Motorcycle,False
London Road/Station Way,19/08/2024,23:14:53,W,W,Heavy Rain,50,29,Motorcycle,False
Victoria Street/Albert Road,19/08/2024,23:16:44,S,S,Heavy Rain,40,46,Bus,False
Victoria Street/Albert Road,19/08/2024,23:33:17,S,W,Heavy Rain,40,29,Bus,True
London Road/Station Way,19/08/2024,23:37:35,E,W,Heavy Rain,50,7,Bicycle,False
London Road/Station Way,19/08/2024,23:50:49,E,N,Heavy Rain,50,36,Truck,False
Victoria Street/Albert Road,19/08/2024,23:51:40,N,N,Heavy Rain,40,49,Truck,False
