JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Elm Avenue/Rabbit Road,26/06/2024,20:24:36,S,S,Overcast,30,26,Car,False
Elm Avenue/Rabbit Road,26/06/2024,14:15:34,E,E,Overcast,30,23,Car,True
Hanley Highway/Westway,26/06/2024,19:29:32,N,S,Clear,20,15,Buss,False
Hanley Highway/Westway,26/06/2024,11:50:19,SE,SE,Clear,20,13,Car,False
Hanley Highway/Westway,26/06/2024,20:22:33,N,N,Light Rain,20,16,Van,False
Elm Avenue/Rabbit Road,26/06/2024,22:12:39,E,E,Light Rain,30,27,Van,False
Hanley Highway/Westway,26/06/2024,13:24:53,N,E,Cloudy,20,8,Van,False
Hanley Highway/Westway,26/06/2024,02:03:58,N,S,Sunny,20,15,Van,False
Elm Avenue/Rabbit Road,26/06/2024,12:37:18,W,N,Clear,30,27,Bicycle,False
Elm Avenue/Rabbit Road,26/06/2024,02:04:20,E,S,Light Rain,30,26,Car,True
Hanley Highway/Westway,26/06/2024,11:59:19,W,N,Light Rain,20,6,Car,False
Hanley Highway/Westway,26/06/2024,16:36:03,NE,NE,Rain,20,11,Car,False
Elm Avenue/Rabbit Road,26/06/2024,20:59:33,E,E,Overcast,30,30,Car,False
Elm Avenue/Rabbit Road,26/06/2024,23:49:22,S,S,Overcast,30,15,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,07:56:54,E,E,Clear,30,16,Car,False
Elm Avenue/Rabbit Road,26/06/2024,10:42:45,N,N,Clear,30,19,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,10:01:38,N,N,Light Rain,30,18,Motorcycle,False
Elm Avenue/Rabbit Road,26/06/2024,21:35:26,W,W,Clear,30,30,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,17:45:32,N,S,Cloudy,30,23,Motorcycle,False
Elm Avenue/Rabbit Road,26/06/2024,19:11:13,S,W,Rain,30,42,Car,False
Elm Avenue/Rabbit Road,26/06/2024,18:29:27,S,E,Sunny,30,23,Car,False
Elm Avenue/Rabbit Road,26/06/2024,17:58:03,W,N,Sunny,30,29,Bicycle,False
Hanley Highway/Westway,26/06/2024,23:24:01,NE,NE,Light Rain,20,5,Car,False
Hanley Highway/Westway,26/06/2024,04:15:23,SW,SW,Clear,20,13,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,08:50:52,S,N,Overcast,30,20,Van,False
Hanley Highway/Westway,26/06/2024,01:27:10,NE,NE,Light Rain,20,35,Car,False
Elm Avenue/Rabbit Road,26/06/2024,00:01:03,N,N,Light Rain,30,19,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,16:45:05,E,S,Clear,30,22,Car,False
Elm Avenue/Rabbit Road,26/06/2024,18:55:48,W,W,Sunny,30,21,Car,False
Elm Avenue/Rabbit Road,26/06/2024,02:08:56,N,S,Overcast,30,30,Car,False
Hanley Highway/Westway,26/06/2024,03:46:21,E,E,Rain,20,14,Car,False
Elm Avenue/Rabbit Road,26/06/2024,22:10:03,N,E,Sunny,30,28,Car,False
Elm Avenue/Rabbit Road,26/06/2024,05:19:32,E,E,Rain,30,18,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,10:50:23,E,W,Sunny,30,29,Truck,True
Hanley Highway/Westway,26/06/2024,01:47:29,NE,NE,Overcast,20,6,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,23:54:01,W,N,Overcast,30,21,Car,False
Elm Avenue/Rabbit Road,26/06/2024,00:39:32,N,N,Sunny,30,27,Buss,False
Hanley Highway/Westway,26/06/2024,18:04:11,S,W,Heavy Rain,20,15,Car,False
Elm Avenue/Rabbit Road,26/06/2024,19:16:34,W,W,Rain,30,18,Bicycle,False
Elm Avenue/Rabbit Road,26/06/2024,11:19:21,N,S,Light Rain,30,22,Car,False
Elm Avenue/Rabbit Road,26/06/2024,13:09:40,S,S,Sunny,30,28,Buss,False
Hanley Highway/Westway,26/06/2024,02:34:36,W,W,Heavy Rain,20,7,Car,True
Elm Avenue/Rabbit Road,26/06/2024,00:06:25,S,E,Overcast,30,47,Buss,False
Hanley Highway/Westway,26/06/2024,19:49:01,NE,NE,Overcast,20,10,Bicycle,False
Hanley Highway/Westway,26/06/2024,13:12:56,SW,SW,Overcast,20,9,Car,True
Hanley Highway/Westway,26/06/2024,04:59:33,W,SE,Rain,20,19,Truck,False
Hanley Highway/Westway,26/06/2024,12:56:40,NE,NE,Sunny,20,12,Car,True
Hanley Highway/Westway,26/06/2024,02:24:29,SE,SE,Light Rain,20,35,Car,True
Hanley Highway/Westway,26/06/2024,14:56:17,E,E,Sunny,20,20,Motorcycle,True
Elm Avenue/Rabbit Road,26/06/2024,08:39:35,E,S,Heavy Rain,30,25,Motorcycle,False
Hanley Highway/Westway,26/06/2024,09:28:47,N,SW,Rain,20,17,Car,False
Elm Avenue/Rabbit Road,26/06/2024,02:50:04,W,N,Clear,30,15,Car,False
Elm Avenue/Rabbit Road,26/06/2024,21:21:22,N,W,Light Rain,30,33,Bicycle,False
Hanley Highway/Westway,26/06/2024,22:49:50,W,W,Overcast,20,18,Car,False
Hanley Highway/Westway,26/06/2024,14:00:51,NW,NW,Light Rain,20,20,Scooter,False
Elm Avenue/Rabbit Road,26/06/2024,12:29:45,S,S,Sunny,30,16,Bicycle,False
Hanley Highway/Westway,26/06/2024,02:58:46,NW,NW,Overcast,20,23,Scooter,False
Hanley Highway/Westway,26/06/2024,18:11:31,W,S,Heavy Rain,20,9,Van,False
Elm Avenue/Rabbit Road,26/06/2024,14:48:06,E,W,Cloudy,30,24,Car,True
Hanley Highway/Westway,26/06/2024,04:19:38,E,E,Overcast,20,11,Buss,True
Elm Avenue/Rabbit Road,26/06/2024,07:03:44,W,W,Overcast,30,20,Car,False
Elm Avenue/Rabbit Road,26/06/2024,19:22:41,S,S,Overcast,30,25,Truck,True
Elm Avenue/Rabbit Road,26/06/2024,18:13:23,S,W,Overcast,30,26,Car,True
Hanley Highway/Westway,26/06/2024,02:14:44,NE,NE,Clear,20,9,Bicycle,True
Hanley Highway/Westway,26/06/2024,14:38:10,E,E,Overcast,20,29,Car,True
Hanley Highway/Westway,26/06/2024,18:00:18,S,S,Heavy Rain,20,19,Car,False
Hanley Highway/Westway,26/06/2024,13:43:46,S,SW,Light Rain,20,18,Van,True
Hanley Highway/Westway,26/06/2024,18:17:46,S,S,Sunny,20,14,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,11:30:27,S,S,Overcast,30,25,Motorcycle,False
Hanley Highway/Westway,26/06/2024,17:29:08,NW,W,Clear,20,11,Car,False
Elm Avenue/Rabbit Road,26/06/2024,10:15:03,N,N,Clear,30,29,Car,False
Hanley Highway/Westway,26/06/2024,04:19:40,S,NE,Overcast,20,13,Bicycle,False
Hanley Highway/Westway,26/06/2024,08:37:28,S,S,Light Rain,20,10,Car,False
Elm Avenue/Rabbit Road,26/06/2024,17:55:19,E,E,Rain,30,46,Car,False
Elm Avenue/Rabbit Road,26/06/2024,09:37:27,W,W,Heavy Rain,30,33,Buss,False
Hanley Highway/Westway,26/06/2024,06:06:31,W,SW,Clear,20,19,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,16:14:28,S,N,Light Rain,30,20,Buss,True
Hanley Highway/Westway,26/06/2024,17:03:33,SW,W,Rain,20,29,Car,False
Hanley Highway/Westway,26/06/2024,19:00:55,NW,SW,Overcast,20,16,Bicycle,False
Elm Avenue/Rabbit Road,26/06/2024,14:50:34,E,N,Overcast,30,23,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,00:35:44,W,N,Rain,30,21,Van,False
Elm Avenue/Rabbit Road,26/06/2024,08:07:15,W,S,Clear,30,28,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,20:03:09,E,E,Clear,30,29,Bicycle,False
Hanley Highway/Westway,26/06/2024,05:29:35,SE,W,Overcast,20,17,Van,False
Hanley Highway/Westway,26/06/2024,02:23:53,E,E,Overcast,20,10,Bicycle,False
Elm Avenue/Rabbit Road,26/06/2024,21:58:20,E,E,Rain,30,30,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,16:41:31,E,N,Overcast,30,27,Car,False
Elm Avenue/Rabbit Road,26/06/2024,04:08:44,E,N,Overcast,30,24,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,20:00:48,S,S,Clear,30,17,Buss,False
Hanley Highway/Westway,26/06/2024,01:11:54,W,SW,Clear,20,14,Buss,True
Elm Avenue/Rabbit Road,26/06/2024,02:14:23,W,S,Overcast,30,22,Car,False
Elm Avenue/Rabbit Road,26/06/2024,22:58:53,E,E,Heavy Rain,30,23,Buss,True
Elm Avenue/Rabbit Road,26/06/2024,13:46:31,E,E,Overcast,30,16,Buss,True
Hanley Highway/Westway,26/06/2024,16:38:15,SE,E,Overcast,20,37,Car,False
Elm Avenue/Rabbit Road,26/06/2024,12:13:44,E,N,Overcast,30,16,Truck,True
Hanley Highway/Westway,26/06/2024,13:43:06,S,SW,Overcast,20,19,Car,False
Hanley Highway/Westway,26/06/2024,13:58:44,E,E,Light Rain,20,8,Bicycle,True
Elm Avenue/Rabbit Road,26/06/2024,11:35:47,E,N,Clear,30,24,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,00:34:17,W,W,Cloudy,30,32,Motorcycle,False
Hanley Highway/Westway,26/06/2024,07:51:18,NW,NW,Rain,20,6,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,14:51:08,N,W,Overcast,30,22,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,21:49:44,E,E,Cloudy,30,16,Truck,False
Hanley Highway/Westway,26/06/2024,10:48:32,NW,SW,Rain,20,12,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,03:06:55,E,S,Heavy Rain,30,15,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,12:55:11,S,S,Sunny,30,27,Van,True
Elm Avenue/Rabbit Road,26/06/2024,14:09:03,N,N,Overcast,30,16,Van,True
Elm Avenue/Rabbit Road,26/06/2024,12:02:26,S,S,Overcast,30,17,Car,False
Elm Avenue/Rabbit Road,26/06/2024,04:12:54,N,N,Cloudy,30,27,Bicycle,False
Hanley Highway/Westway,26/06/2024,12:19:40,SW,SW,Heavy Rain,20,31,Car,True
Elm Avenue/Rabbit Road,26/06/2024,05:26:52,W,N,Sunny,30,28,Scooter,False
Elm Avenue/Rabbit Road,26/06/2024,05:14:43,N,N,Light Rain,30,24,Buss,False
Hanley Highway/Westway,26/06/2024,03:04:41,W,SW,Cloudy,20,9,Car,True
Hanley Highway/Westway,26/06/2024,04:27:40,SE,NW,Overcast,20,15,Car,False
Hanley Highway/Westway,26/06/2024,14:25:42,NE,NE,Rain,20,20,Motorcycle,False
Hanley Highway/Westway,26/06/2024,10:17:30,NW,SE,Clear,20,10,Van,False
Hanley Highway/Westway,26/06/2024,23:13:55,NE,N,Rain,20,11,Car,False
Elm Avenue/Rabbit Road,26/06/2024,11:27:29,E,S,Overcast,30,17,Car,False
Hanley Highway/Westway,26/06/2024,21:45:46,N,N,Clear,20,11,Bicycle,True
Hanley Highway/Westway,26/06/2024,12:44:18,W,W,Overcast,20,5,Motorcycle,False
Hanley Highway/Westway,26/06/2024,05:19:29,S,S,Overcast,20,13,Buss,False
Hanley Highway/Westway,26/06/2024,05:48:03,W,W,Sunny,20,5,Bicycle,False
Elm Avenue/Rabbit Road,26/06/2024,18:49:00,N,E,Rain,30,20,Buss,True
Hanley Highway/Westway,26/06/2024,23:43:10,SE,SE,Overcast,20,17,Car,True
Hanley Highway/Westway,26/06/2024,19:13:43,NE,NE,Cloudy,20,6,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,14:45:42,S,W,Cloudy,30,17,Car,True
Hanley Highway/Westway,26/06/2024,18:44:39,SW,SW,Overcast,20,9,Scooter,False
Hanley Highway/Westway,26/06/2024,16:10:16,SW,SE,Cloudy,20,14,Bicycle,False
Hanley Highway/Westway,26/06/2024,02:33:35,E,NE,Clear,20,18,Car,False
Hanley Highway/Westway,26/06/2024,13:34:58,W,NE,Overcast,20,17,Van,False
Hanley Highway/Westway,26/06/2024,22:07:47,W,W,Light Rain,20,15,Car,False
Elm Avenue/Rabbit Road,26/06/2024,00:58:10,E,S,Heavy Rain,30,18,Bicycle,False
Hanley Highway/Westway,26/06/2024,03:54:38,SE,SE,Overcast,20,11,Motorcycle,False
Elm Avenue/Rabbit Road,26/06/2024,16:50:50,N,N,Overcast,30,15,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,10:19:12,E,S,Light Rain,30,28,Car,False
Hanley Highway/Westway,26/06/2024,07:04:32,W,W,Light Rain,20,13,Car,False
Elm Avenue/Rabbit Road,26/06/2024,03:56:47,S,S,Rain,30,26,Scooter,False
Hanley Highway/Westway,26/06/2024,18:51:00,W,W,Clear,20,11,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,20:53:21,W,W,Rain,30,24,Bicycle,False
Elm Avenue/Rabbit Road,26/06/2024,16:54:46,W,W,Overcast,30,27,Scooter,False
Elm Avenue/Rabbit Road,26/06/2024,06:49:43,S,N,Light Rain,30,27,Car,False
Elm Avenue/Rabbit Road,26/06/2024,04:07:45,E,E,Clear,30,16,Car,True
Elm Avenue/Rabbit Road,26/06/2024,00:40:34,N,E,Rain,30,20,Car,False
Hanley Highway/Westway,26/06/2024,04:33:50,N,N,Overcast,20,7,Car,False
Elm Avenue/Rabbit Road,26/06/2024,11:26:56,N,W,Overcast,30,22,Scooter,False
Hanley Highway/Westway,26/06/2024,05:51:41,N,N,Light Rain,20,19,Bicycle,False
Elm Avenue/Rabbit Road,26/06/2024,12:17:30,E,E,Cloudy,30,21,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,18:57:41,W,N,Cloudy,30,27,Car,False
Elm Avenue/Rabbit Road,26/06/2024,22:22:53,S,S,Light Rain,30,24,Car,False
Elm Avenue/Rabbit Road,26/06/2024,04:15:10,N,N,Light Rain,30,28,Car,False
Elm Avenue/Rabbit Road,26/06/2024,07:07:13,S,S,Overcast,30,30,Buss,True
Hanley Highway/Westway,26/06/2024,06:37:25,S,W,Clear,20,6,Car,True
Elm Avenue/Rabbit Road,26/06/2024,22:57:14,W,W,Clear,30,37,Scooter,True
Elm Avenue/Rabbit Road,26/06/2024,07:33:15,S,W,Cloudy,30,19,Motorcycle,False
Elm Avenue/Rabbit Road,26/06/2024,11:48:03,S,E,Clear,30,29,Car,False
Hanley Highway/Westway,26/06/2024,06:36:55,NW,W,Sunny,20,7,Buss,False
Hanley Highway/Westway,26/06/2024,13:59:48,S,S,Light Rain,20,7,Bicycle,True
Elm Avenue/Rabbit Road,26/06/2024,21:12:20,E,E,Rain,30,16,Truck,False
Hanley Highway/Westway,26/06/2024,07:20:12,SE,NE,Overcast,20,20,Bicycle,False
Elm Avenue/Rabbit Road,26/06/2024,20:32:06,W,N,Clear,30,28,Car,True
Hanley Highway/Westway,26/06/2024,20:25:47,SE,SE,Rain,20,21,Bicycle,False
Elm Avenue/Rabbit Road,26/06/2024,14:08:33,S,S,Light Rain,30,27,Buss,False
Hanley Highway/Westway,26/06/2024,03:15:23,SE,SE,Overcast,20,10,Car,False
Elm Avenue/Rabbit Road,26/06/2024,19:57:26,S,S,Clear,30,17,Motorcycle,False
Hanley Highway/Westway,26/06/2024,14:56:51,E,SE,Heavy Rain,20,7,Buss,False
Hanley Highway/Westway,26/06/2024,05:20:26,NW,NE,Cloudy,20,6,Car,False
Elm Avenue/Rabbit Road,26/06/2024,16:25:05,E,E,Rain,30,19,Truck,False
Elm Avenue/Rabbit Road,26/06/2024,17:06:01,W,W,Overcast,30,15,Scooter,False
Elm Avenue/Rabbit Road,26/06/2024,02:48:12,W,W,Cloudy,30,15,Buss,True
Hanley Highway/Westway,26/06/2024,18:17:58,S,W,Rain,20,13,Buss,False
Elm Avenue/Rabbit Road,26/06/2024,01:12:36,W,W,Clear,30,27,Car,False
Hanley Highway/Westway,26/06/2024,08:24:20,W,SW,Sunny,20,11,Motorcycle,True
Hanley Highway/Westway,26/06/2024,00:16:39,SE,SE,Light Rain,20,10,Car,True
Elm Avenue/Rabbit Road,26/06/2024,20:39:59,S,S,Overcast,30,18,Car,False
Hanley Highway/Westway,26/06/2024,04:27:52,SW,SE,Overcast,20,17,Car,True
