JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Elm Avenue/Rabbit Road,27/06/2024,09:33:41,S,W,Clear,30,50,Bicycle,True
Hanley Highway/Westway,27/06/2024,10:42:08,S,S,Cloudy,20,16,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,17:19:04,S,E,Overcast,30,24,Bicycle,False
Hanley Highway/Westway,27/06/2024,15:32:39,SE,SE,Clear,20,8,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,10:58:42,E,E,Overcast,30,18,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,02:52:03,E,E,Clear,30,28,Van,False
Elm Avenue/Rabbit Road,27/06/2024,23:07:06,W,W,Clear,30,15,Van,False
Elm Avenue/Rabbit Road,27/06/2024,21:27:01,S,S,Clear,30,41,Truck,False
Elm Avenue/Rabbit Road,27/06/2024,05:28:12,N,N,Light Rain,30,21,Buss,False
Hanley Highway/Westway,27/06/2024,16:57:02,NW,N,Clear,20,8,Car,False
Elm Avenue/Rabbit Road,27/06/2024,02:26:59,W,W,Overcast,30,15,Van,False
Elm Avenue/Rabbit Road,27/06/2024,12:47:53,E,E,Light Rain,30,21,Car,False
Elm Avenue/Rabbit Road,27/06/2024,11:29:38,N,W,Light Rain,30,29,Buss,False
Hanley Highway/Westway,27/06/2024,13:30:07,W,W,Heavy Rain,20,6,Truck,False
Elm Avenue/Rabbit Road,27/06/2024,06:13:47,N,S,Rain,30,37,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,04:28:10,N,N,Overcast,30,26,Van,False
Elm Avenue/Rabbit Road,27/06/2024,00:15:11,W,S,Rain,30,16,Bicycle,False
Elm Avenue/Rabbit Road,27/06/2024,01:38:17,N,E,Light Rain,30,27,Car,False
Hanley Highway/Westway,27/06/2024,11:25:31,SW,S,Overcast,20,13,Car,True
Elm Avenue/Rabbit Road,27/06/2024,05:42:41,N,N,Rain,30,18,Van,False
Hanley Highway/Westway,27/06/2024,18:03:00,NE,NW,Overcast,20,16,Truck,False
Hanley Highway/Westway,27/06/2024,16:29:39,E,E,Light Rain,20,5,Van,False
Elm Avenue/Rabbit Road,27/06/2024,21:41:16,W,S,Overcast,30,22,Bicycle,False
Hanley Highway/Westway,27/06/2024,06:20:31,SE,SE,Overcast,20,18,Truck,True
Hanley Highway/Westway,27/06/2024,12:10:21,SW,E,Sunny,20,33,Buss,True
Hanley Highway/Westway,27/06/2024,22:56:53,S,S,Overcast,20,17,Car,True
Elm Avenue/Rabbit Road,27/06/2024,00:06:39,S,S,Overcast,30,29,Van,False
Hanley Highway/Westway,27/06/2024,19:02:02,W,W,Cloudy,20,15,Truck,True
Elm Avenue/Rabbit Road,27/06/2024,11:59:41,S,S,Clear,30,17,Bicycle,True
Hanley Highway/Westway,27/06/2024,08:42:15,W,N,Light Rain,20,13,Scooter,False
Hanley Highway/Westway,27/06/2024,22:53:04,NE,NE,Overcast,20,20,Bicycle,False
Elm Avenue/Rabbit Road,27/06/2024,20:38:59,E,E,Overcast,30,29,Buss,False
Hanley Highway/Westway,27/06/2024,03:06:25,N,N,Overcast,20,9,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,01:02:50,E,W,Rain,30,21,Van,False
Elm Avenue/Rabbit Road,27/06/2024,08:07:54,W,S,Clear,30,19,Car,False
Hanley Highway/Westway,27/06/2024,04:13:24,NW,SW,Sunny,20,17,Bicycle,False
Elm Avenue/Rabbit Road,27/06/2024,14:23:40,S,E,Overcast,30,41,Van,False
Hanley Highway/Westway,27/06/2024,08:11:10,NE,S,Overcast,20,27,Van,True
Elm Avenue/Rabbit Road,27/06/2024,20:08:28,S,N,Overcast,30,30,Car,False
Elm Avenue/Rabbit Road,27/06/2024,10:26:00,S,S,Overcast,30,28,Truck,False
Elm Avenue/Rabbit Road,27/06/2024,18:15:55,S,W,Overcast,30,23,Scooter,False
Hanley Highway/Westway,27/06/2024,22:22:48,NE,S,Light Rain,20,16,Car,True
Elm Avenue/Rabbit Road,27/06/2024,13:00:23,S,W,Light Rain,30,23,Buss,False
Hanley Highway/Westway,27/06/2024,14:05:35,SW,SW,Heavy Rain,20,22,Truck,False
Elm Avenue/Rabbit Road,27/06/2024,05:47:13,W,W,Overcast,30,23,Scooter,False
Hanley Highway/Westway,27/06/2024,05:04:54,S,S,Clear,20,13,Motorcycle,False
Hanley Highway/Westway,27/06/2024,12:45:40,N,N,Overcast,20,20,Scooter,False
Hanley Highway/Westway,27/06/2024,17:04:40,NW,NW,Light Rain,20,15,Scooter,True
Hanley Highway/Westway,27/06/2024,05:41:57,N,NE,Light Rain,20,28,Car,False
Elm Avenue/Rabbit Road,27/06/2024,06:11:51,E,E,Light Rain,30,19,Buss,False
Hanley Highway/Westway,27/06/2024,13:17:12,N,N,Clear,20,32,Car,False
Hanley Highway/Westway,27/06/2024,02:18:40,E,N,Overcast,20,18,Truck,True
Hanley Highway/Westway,27/06/2024,21:24:40,S,SE,Light Rain,20,10,Truck,False
Hanley Highway/Westway,27/06/2024,03:46:18,SE,NW,Overcast,20,11,Car,False
Hanley Highway/Westway,27/06/2024,22:46:38,SE,NE,Cloudy,20,11,Car,False
Hanley Highway/Westway,27/06/2024,23:24:35,W,W,Overcast,20,17,Motorcycle,False
Hanley Highway/Westway,27/06/2024,05:42:36,S,N,Sunny,20,8,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,18:16:59,W,N,Heavy Rain,30,28,Buss,False
Hanley Highway/Westway,27/06/2024,09:37:28,NW,SW,Sunny,20,14,Car,True
Hanley Highway/Westway,27/06/2024,08:38:51,S,S,Light Rain,20,7,Car,False
Hanley Highway/Westway,27/06/2024,08:03:51,SW,E,Rain,20,13,Car,True
Elm Avenue/Rabbit Road,27/06/2024,02:11:59,S,N,Clear,30,29,Truck,False
Hanley Highway/Westway,27/06/2024,01:42:07,E,NE,Clear,20,36,Motorcycle,True
Hanley Highway/Westway,27/06/2024,14:59:49,N,W,Overcast,20,15,Van,True
Hanley Highway/Westway,27/06/2024,01:48:33,SW,SW,Overcast,20,13,Car,False
Elm Avenue/Rabbit Road,27/06/2024,22:08:08,E,E,Sunny,30,32,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,12:28:55,E,E,Clear,30,16,Car,False
Hanley Highway/Westway,27/06/2024,08:54:54,SE,SW,Overcast,20,10,Scooter,False
Hanley Highway/Westway,27/06/2024,11:23:14,SW,SE,Overcast,20,30,Motorcycle,False
Hanley Highway/Westway,27/06/2024,06:21:47,SE,N,Clear,20,12,Car,False
Elm Avenue/Rabbit Road,27/06/2024,09:38:07,S,W,Overcast,30,24,Motorcycle,False
Hanley Highway/Westway,27/06/2024,20:09:39,SW,SE,Sunny,20,12,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,20:11:48,E,W,Overcast,30,39,Buss,False
Hanley Highway/Westway,27/06/2024,11:52:12,SW,SW,Heavy Rain,20,12,Bicycle,False
Hanley Highway/Westway,27/06/2024,07:47:05,W,W,Sunny,20,10,Car,True
Hanley Highway/Westway,27/06/2024,14:05:22,S,S,Overcast,20,11,Car,False
Elm Avenue/Rabbit Road,27/06/2024,15:09:44,N,E,Sunny,30,39,Car,False
Elm Avenue/Rabbit Road,27/06/2024,08:32:39,E,E,Overcast,30,26,Bicycle,False
Elm Avenue/Rabbit Road,27/06/2024,05:54:56,N,S,Clear,30,28,Car,False
Hanley Highway/Westway,27/06/2024,19:39:02,SW,SE,Clear,20,13,Car,False
Elm Avenue/Rabbit Road,27/06/2024,20:21:27,N,N,Sunny,30,17,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,22:20:52,E,W,Overcast,30,27,Bicycle,False
Hanley Highway/Westway,27/06/2024,10:44:02,W,W,Cloudy,20,14,Buss,False
Hanley Highway/Westway,27/06/2024,00:06:24,SE,SE,Clear,20,16,Car,False
Hanley Highway/Westway,27/06/2024,10:33:44,NW,SE,Sunny,20,15,Truck,False
Hanley Highway/Westway,27/06/2024,20:16:18,S,S,Overcast,20,12,Motorcycle,False
Hanley Highway/Westway,27/06/2024,06:16:15,S,E,Overcast,20,8,Car,False
Hanley Highway/Westway,27/06/2024,21:58:07,E,E,Sunny,20,35,Scooter,False
Hanley Highway/Westway,27/06/2024,10:31:06,S,NE,Overcast,20,10,Bicycle,False
Elm Avenue/Rabbit Road,27/06/2024,19:53:50,N,N,Clear,30,20,Car,False
Hanley Highway/Westway,27/06/2024,16:52:50,SW,SW,Overcast,20,17,Truck,False
Hanley Highway/Westway,27/06/2024,23:09:04,S,S,Overcast,20,7,Motorcycle,False
Hanley Highway/Westway,27/06/2024,23:52:41,SW,SW,Sunny,20,10,Car,False
Hanley Highway/Westway,27/06/2024,11:04:51,NE,E,Light Rain,20,8,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,23:31:24,S,S,Clear,30,29,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,05:11:11,S,S,Clear,30,26,Scooter,False
Hanley Highway/Westway,27/06/2024,10:20:18,SE,W,Clear,20,19,Motorcycle,False
Hanley Highway/Westway,27/06/2024,16:01:43,W,S,Cloudy,20,10,Buss,False
Hanley Highway/Westway,27/06/2024,22:32:12,NW,N,Overcast,20,13,Car,False
Hanley Highway/Westway,27/06/2024,21:36:14,NE,W,Overcast,20,17,Bicycle,True
Elm Avenue/Rabbit Road,27/06/2024,08:52:13,W,W,Rain,30,24,Motorcycle,True
Elm Avenue/Rabbit Road,27/06/2024,19:33:16,E,E,Light Rain,30,26,Car,True
Hanley Highway/Westway,27/06/2024,05:03:41,SW,NE,Cloudy,20,37,Car,False
Elm Avenue/Rabbit Road,27/06/2024,23:40:17,S,E,Clear,30,17,Car,False
Elm Avenue/Rabbit Road,27/06/2024,11:53:42,E,N,Overcast,30,19,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,01:25:28,N,N,Clear,30,15,Truck,False
Hanley Highway/Westway,27/06/2024,05:26:41,N,N,Overcast,20,20,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,22:36:33,S,E,Overcast,30,16,Car,False
Hanley Highway/Westway,27/06/2024,08:34:43,E,E,Overcast,20,17,Car,False
Elm Avenue/Rabbit Road,27/06/2024,10:45:09,N,N,Rain,30,17,Car,False
Elm Avenue/Rabbit Road,27/06/2024,14:30:42,N,N,Overcast,30,15,Car,True
Hanley Highway/Westway,27/06/2024,11:30:17,NW,S,Overcast,20,17,Van,False
Hanley Highway/Westway,27/06/2024,02:05:24,SW,SW,Clear,20,10,Van,False
Hanley Highway/Westway,27/06/2024,07:37:16,N,N,Light Rain,20,11,Bicycle,False
Hanley Highway/Westway,27/06/2024,18:57:24,NE,NW,Light Rain,20,5,Truck,False
Hanley Highway/Westway,27/06/2024,14:14:17,NE,NE,Overcast,20,5,Truck,True
Elm Avenue/Rabbit Road,27/06/2024,13:31:53,S,W,Rain,30,20,Car,False
Hanley Highway/Westway,27/06/2024,16:09:57,S,E,Overcast,20,6,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,10:06:05,S,N,Light Rain,30,26,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,05:32:56,W,W,Overcast,30,17,Buss,False
Hanley Highway/Westway,27/06/2024,04:56:44,E,E,Overcast,20,11,Car,False
Elm Avenue/Rabbit Road,27/06/2024,17:07:45,N,N,Clear,30,21,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,00:15:53,N,N,Clear,30,27,Car,False
Hanley Highway/Westway,27/06/2024,08:51:29,SE,E,Heavy Rain,20,33,Car,False
Hanley Highway/Westway,27/06/2024,16:08:08,NE,SE,Clear,20,13,Buss,False
Hanley Highway/Westway,27/06/2024,12:50:20,N,SW,Overcast,20,5,Truck,False
Hanley Highway/Westway,27/06/2024,02:37:32,NW,NE,Cloudy,20,19,Car,False
Hanley Highway/Westway,27/06/2024,04:25:22,NE,SE,Clear,20,10,Bicycle,False
Hanley Highway/Westway,27/06/2024,08:43:13,SE,NE,Overcast,20,12,Buss,False
Hanley Highway/Westway,27/06/2024,12:48:28,W,S,Rain,20,5,Van,True
Elm Avenue/Rabbit Road,27/06/2024,19:31:32,S,S,Clear,30,23,Bicycle,False
Elm Avenue/Rabbit Road,27/06/2024,07:13:26,N,W,Cloudy,30,23,Bicycle,False
Hanley Highway/Westway,27/06/2024,07:25:30,E,NE,Clear,20,16,Scooter,True
Elm Avenue/Rabbit Road,27/06/2024,09:58:24,E,S,Clear,30,21,Car,False
Hanley Highway/Westway,27/06/2024,15:08:23,SW,SW,Overcast,20,11,Bicycle,False
Hanley Highway/Westway,27/06/2024,16:13:07,S,W,Overcast,20,19,Motorcycle,True
Elm Avenue/Rabbit Road,27/06/2024,15:31:55,W,N,Sunny,30,26,Buss,False
Hanley Highway/Westway,27/06/2024,04:14:49,NE,W,Clear,20,6,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,20:14:42,N,N,Overcast,30,17,Bicycle,False
Elm Avenue/Rabbit Road,27/06/2024,17:07:54,E,E,Clear,30,19,Truck,True
Hanley Highway/Westway,27/06/2024,02:41:25,S,N,Heavy Rain,20,17,Truck,True
Elm Avenue/Rabbit Road,27/06/2024,14:00:47,S,S,Clear,30,15,Car,True
Hanley Highway/Westway,27/06/2024,14:47:52,N,NW,Overcast,20,19,Car,False
Elm Avenue/Rabbit Road,27/06/2024,04:13:31,W,S,Clear,30,20,Motorcycle,False
Hanley Highway/Westway,27/06/2024,19:09:01,SW,NW,Overcast,20,10,Car,False
Elm Avenue/Rabbit Road,27/06/2024,06:04:57,N,E,Sunny,30,23,Car,False
Elm Avenue/Rabbit Road,27/06/2024,03:30:52,W,S,Clear,30,27,Motorcycle,False
Hanley Highway/Westway,27/06/2024,17:01:57,N,N,Clear,20,5,Truck,False
Elm Avenue/Rabbit Road,27/06/2024,12:37:53,W,W,Rain,30,20,Car,False
Elm Avenue/Rabbit Road,27/06/2024,12:23:23,N,N,Rain,30,25,Motorcycle,True
Hanley Highway/Westway,27/06/2024,15:15:42,E,NW,Overcast,20,9,Car,True
Elm Avenue/Rabbit Road,27/06/2024,05:36:46,W,E,Overcast,30,22,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,23:06:30,N,N,Clear,30,20,Truck,False
Hanley Highway/Westway,27/06/2024,17:13:27,NW,SW,Clear,20,15,Bicycle,False
Elm Avenue/Rabbit Road,27/06/2024,22:39:44,E,S,Clear,30,27,Buss,False
Hanley Highway/Westway,27/06/2024,12:13:53,NW,NW,Rain,20,40,Motorcycle,False
Hanley Highway/Westway,27/06/2024,02:16:22,N,NE,Overcast,20,7,Bicycle,False
Hanley Highway/Westway,27/06/2024,18:22:03,E,NE,Heavy Rain,20,10,Truck,False
Elm Avenue/Rabbit Road,27/06/2024,08:22:37,E,E,Clear,30,23,Car,False
Hanley Highway/Westway,27/06/2024,09:22:27,SW,S,Clear,20,11,Car,False
Elm Avenue/Rabbit Road,27/06/2024,16:05:25,W,E,Light Rain,30,27,Buss,False
Hanley Highway/Westway,27/06/2024,13:15:00,SE,W,Cloudy,20,12,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,12:01:43,S,E,Clear,30,16,Scooter,False
Hanley Highway/Westway,27/06/2024,03:35:55,S,S,Sunny,20,17,Van,True
Hanley Highway/Westway,27/06/2024,11:16:19,E,E,Clear,20,17,Scooter,False
Hanley Highway/Westway,27/06/2024,19:13:49,N,N,Clear,20,7,Car,False
Elm Avenue/Rabbit Road,27/06/2024,07:02:32,W,W,Sunny,30,20,Truck,False
Hanley Highway/Westway,27/06/2024,08:17:04,SW,NW,Clear,20,18,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,21:54:42,E,S,Overcast,30,22,Car,False
Elm Avenue/Rabbit Road,27/06/2024,00:23:28,N,N,Light Rain,30,21,Truck,False
Elm Avenue/Rabbit Road,27/06/2024,19:00:41,E,E,Clear,30,26,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,19:41:01,S,S,Light Rain,30,30,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,16:43:32,E,E,Heavy Rain,30,16,Motorcycle,True
Hanley Highway/Westway,27/06/2024,05:37:34,E,S,Light Rain,20,12,Car,False
Hanley Highway/Westway,27/06/2024,14:05:50,N,SE,Overcast,20,17,Car,False
Hanley Highway/Westway,27/06/2024,22:42:39,N,N,Light Rain,20,7,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,09:35:50,N,N,Light Rain,30,28,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,09:29:17,W,W,Clear,30,21,Scooter,False
Hanley Highway/Westway,27/06/2024,18:02:14,S,SE,Clear,20,18,Truck,False
Elm Avenue/Rabbit Road,27/06/2024,12:21:10,N,N,Overcast,30,22,Truck,False
Hanley Highway/Westway,27/06/2024,13:06:42,NE,SW,Overcast,20,10,Bicycle,False
Hanley Highway/Westway,27/06/2024,01:36:01,SE,N,Clear,20,15,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,20:25:15,S,S,Cloudy,30,36,Truck,False
Elm Avenue/Rabbit Road,27/06/2024,10:42:12,S,W,Overcast,30,20,Buss,False
Hanley Highway/Westway,27/06/2024,03:21:11,W,W,Cloudy,20,11,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,17:15:29,W,N,Cloudy,30,33,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,08:08:11,N,N,Light Rain,30,16,Van,False
Elm Avenue/Rabbit Road,27/06/2024,01:56:16,W,W,Sunny,30,17,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,09:45:48,N,N,Clear,30,17,Van,False
Elm Avenue/Rabbit Road,27/06/2024,08:44:17,N,N,Sunny,30,49,Car,False
Hanley Highway/Westway,27/06/2024,23:34:26,NW,W,Clear,20,16,Buss,True
Hanley Highway/Westway,27/06/2024,05:37:31,NE,NE,Overcast,20,13,Car,False
Elm Avenue/Rabbit Road,27/06/2024,00:52:13,N,N,Overcast,30,25,Car,False
Hanley Highway/Westway,27/06/2024,17:29:42,SE,E,Overcast,20,15,Van,False
Hanley Highway/Westway,27/06/2024,08:42:33,W,NW,Overcast,20,17,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,04:26:25,W,N,Light Rain,30,25,Car,False
Elm Avenue/Rabbit Road,27/06/2024,10:45:39,S,E,Overcast,30,20,Car,False
Elm Avenue/Rabbit Road,27/06/2024,07:08:14,S,N,Light Rain,30,18,Buss,False
Hanley Highway/Westway,27/06/2024,19:03:11,SE,NW,Overcast,20,9,Van,False
Hanley Highway/Westway,27/06/2024,04:48:00,NE,NE,Clear,20,14,Car,False
Elm Avenue/Rabbit Road,27/06/2024,16:01:41,S,S,Clear,30,27,Truck,False
Hanley Highway/Westway,27/06/2024,10:35:59,N,N,Overcast,20,23,Car,True
Hanley Highway/Westway,27/06/2024,20:39:48,SW,NW,Overcast,20,19,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,03:11:03,W,W,Clear,30,37,Truck,False
Hanley Highway/Westway,27/06/2024,17:13:35,NE,NE,Sunny,20,19,Car,False
Elm Avenue/Rabbit Road,27/06/2024,09:45:18,S,E,Clear,30,17,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,00:17:31,E,E,Cloudy,30,50,Car,False
Elm Avenue/Rabbit Road,27/06/2024,06:08:01,W,W,Light Rain,30,27,Car,True
Hanley Highway/Westway,27/06/2024,05:50:46,N,SW,Clear,20,17,Motorcycle,False
Hanley Highway/Westway,27/06/2024,17:50:09,S,S,Cloudy,20,39,Car,False
Hanley Highway/Westway,27/06/2024,10:00:41,N,N,Overcast,20,9,Buss,False
Hanley Highway/Westway,27/06/2024,16:35:51,S,N,Light Rain,20,13,Car,True
Elm Avenue/Rabbit Road,27/06/2024,22:13:31,N,S,Sunny,30,30,Motorcycle,False
Hanley Highway/Westway,27/06/2024,14:53:03,SW,N,Clear,20,19,Motorcycle,False
Elm Avenue/Rabbit Road,27/06/2024,09:26:01,E,E,Overcast,30,30,Car,False
Elm Avenue/Rabbit Road,27/06/2024,07:18:47,N,N,Clear,30,22,Car,False
Elm Avenue/Rabbit Road,27/06/2024,00:26:49,W,W,Overcast,30,23,Car,True
Hanley Highway/Westway,27/06/2024,07:46:16,N,N,Clear,20,9,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,19:23:53,N,E,Rain,30,17,Buss,True
Hanley Highway/Westway,27/06/2024,07:37:11,SE,SW,Sunny,20,16,Car,True
Hanley Highway/Westway,27/06/2024,03:36:59,W,NE,Light Rain,20,7,Car,False
Elm Avenue/Rabbit Road,27/06/2024,13:56:22,E,E,Sunny,30,25,Car,False
Elm Avenue/Rabbit Road,27/06/2024,18:19:42,W,W,Overcast,30,19,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,08:24:47,S,S,Overcast,30,46,Car,False
Elm Avenue/Rabbit Road,27/06/2024,15:24:38,E,W,Rain,30,20,Motorcycle,False
Hanley Highway/Westway,27/06/2024,21:43:43,NE,NE,Rain,20,18,Car,False
Hanley Highway/Westway,27/06/2024,15:17:30,NW,NW,Light Rain,20,14,Truck,False
Hanley Highway/Westway,27/06/2024,20:56:52,SE,NE,Clear,20,35,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,05:10:19,W,W,Rain,30,19,Car,False
Hanley Highway/Westway,27/06/2024,16:55:42,S,S,Sunny,20,15,Car,False
Elm Avenue/Rabbit Road,27/06/2024,17:03:25,S,S,Rain,30,16,Car,False
Hanley Highway/Westway,27/06/2024,04:39:02,SE,SE,Cloudy,20,15,Scooter,True
Elm Avenue/Rabbit Road,27/06/2024,00:02:51,N,N,Clear,30,15,Motorcycle,False
Hanley Highway/Westway,27/06/2024,05:11:49,N,N,Light Rain,20,16,Car,True
Elm Avenue/Rabbit Road,27/06/2024,09:59:12,S,W,Overcast,30,17,Car,True
Elm Avenue/Rabbit Road,27/06/2024,23:38:09,S,N,Overcast,30,26,Van,False
Elm Avenue/Rabbit Road,27/06/2024,21:02:05,N,N,Clear,30,28,Car,False
Elm Avenue/Rabbit Road,27/06/2024,06:33:02,W,N,Overcast,30,39,Car,False
Hanley Highway/Westway,27/06/2024,19:23:32,W,E,Rain,20,14,Truck,False
Hanley Highway/Westway,27/06/2024,00:55:29,E,E,Sunny,20,14,Truck,False
Hanley Highway/Westway,27/06/2024,11:10:30,N,N,Cloudy,20,12,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,23:19:53,E,S,Overcast,30,20,Buss,True
Hanley Highway/Westway,27/06/2024,08:12:42,NW,NE,Sunny,20,14,Truck,False
Hanley Highway/Westway,27/06/2024,15:51:46,NW,SE,Clear,20,9,Car,True
Elm Avenue/Rabbit Road,27/06/2024,23:24:12,S,W,Clear,30,47,Bicycle,False
Hanley Highway/Westway,27/06/2024,04:40:16,SW,SE,Overcast,20,14,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,06:35:11,N,E,Clear,30,23,Car,False
Elm Avenue/Rabbit Road,27/06/2024,20:49:38,S,S,Light Rain,30,17,Van,False
Hanley Highway/Westway,27/06/2024,16:23:25,NW,NW,Sunny,20,6,Car,False
Elm Avenue/Rabbit Road,27/06/2024,23:05:44,S,S,Sunny,30,20,Car,False
Hanley Highway/Westway,27/06/2024,23:50:00,W,W,Clear,20,18,Car,True
Hanley Highway/Westway,27/06/2024,14:46:27,SE,SE,Rain,20,7,Buss,True
Elm Avenue/Rabbit Road,27/06/2024,01:06:22,W,E,Clear,30,22,Car,False
Elm Avenue/Rabbit Road,27/06/2024,02:48:46,W,S,Heavy Rain,30,30,Car,False
Hanley Highway/Westway,27/06/2024,03:41:20,NW,NW,Light Rain,20,8,Buss,False
Elm Avenue/Rabbit Road,27/06/2024,12:21:55,W,W,Clear,30,44,Car,False
Elm Avenue/Rabbit Road,27/06/2024,00:07:02,N,N,Overcast,30,18,Bicycle,False
Elm Avenue/Rabbit Road,27/06/2024,09:23:54,W,W,Heavy Rain,30,28,Van,False
Elm Avenue/Rabbit Road,27/06/2024,09:34:55,E,S,Sunny,30,24,Scooter,False
Elm Avenue/Rabbit Road,27/06/2024,20:40:38,W,W,Clear,30,16,Car,False
Elm Avenue/Rabbit Road,27/06/2024,21:19:43,N,N,Overcast,30,16,Car,False
Hanley Highway/Westway,27/06/2024,13:52:06,N,E,Sunny,20,12,Motorcycle,True
Hanley Highway/Westway,27/06/2024,08:50:17,N,N,Overcast,20,35,Car,False
