JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Church Road/Hill Lane,22/07/2024,03:55:13,NW,E,Rain,30,23,Scooter,False
Church Road/Hill Lane,22/07/2024,04:01:05,SW,SW,Rain,30,34,Bicycle,False
London Road/Station Way,22/07/2024,04:15:09,E,W,Rain,50,31,Motorcycle,False
London Road/Station Way,22/07/2024,04:16:11,E,E,Rain,50,17,Bus,False
Church Road/Hill Lane,22/07/2024,04:16:59,W,NE,Rain,30,17,Car,False
London Road/Station Way,22/07/2024,04:23:30,E,E,Rain,50,6,Car,False
Church Road/Hill Lane,22/07/2024,04:30:19,NW,NE,Rain,30,28,Car,False
Church Road/Hill Lane,22/07/2024,04:30:27,N,S,Rain,30,15,Buss,False
Church Road/Hill Lane,22/07/2024,04:31:55,NE,NW,Rain,30,32,Bicycle,False
Church Road/Hill Lane,22/07/2024,04:41:15,SE,W,Rain,30,10,Bicycle,False
Church Road/Hill Lane,22/07/2024,04:50:12,W,SE,Rain,30,28,Motorcycle,False
Church Road/Hill Lane,22/07/2024,04:51:27,SE,SE,Rain,30,34,Van,False
London Road/Station Way,22/07/2024,04:54:47,E,E,Rain,50,27,Buss,False
London Road/Station Way,22/07/2024,04:59:01,W,E,Rain,50,24,Motorcycle,True
Church Road/Hill Lane,22/07/2024,05:02:30,NE,E,Rain,30,34,Motorbike,True
London Road/Station Way,22/07/2024,05:03:25,W,E,Rain,50,14,Bus,False
London Road/Station Way,22/07/2024,05:04:23,S,E,Rain,50,17,Motorbike,True
Church Road/Hill Lane,22/07/2024,05:14:56,NE,E,Rain,30,26,Van,True
London Road/Station Way,22/07/2024,05:25:56,W,S,Rain,50,6,Car,False
London Road/Station Way,22/07/2024,05:31:27,S,E,Rain,50,50,Motorbike,False
London Road/Station Way,22/07/2024,05:34:19,N,N,Rain,50,30,Scooter,False
London Road/Station Way,22/07/2024,05:36:07,N,W,Rain,50,54,Scooter,False
Church Road/Hill Lane,22/07/2024,05:53:10,NE,W,Rain,30,42,Car,False
London Road/Station Way,22/07/2024,05:58:28,E,W,Rain,50,55,Car,True
Church Road/Hill Lane,22/07/2024,06:01:11,NE,S,Rain,30,6,Buss,False
Church Road/Hill Lane,22/07/2024,06:07:52,N,W,Rain,30,6,Truck,False
Church Road/Hill Lane,22/07/2024,06:30:22,SW,W,Rain,30,37,Truck,False
London Road/Station Way,22/07/2024,06:37:57,S,S,Rain,50,47,Motorcycle,True
London Road/Station Way,22/07/2024,06:50:57,N,W,Rain,50,34,Bus,True
Church Road/Hill Lane,22/07/2024,06:57:36,E,NE,Rain,30,27,Motorbike,False
London Road/Station Way,22/07/2024,07:01:50,N,S,Rain,50,21,Bicycle,False
Church Road/Hill Lane,22/07/2024,07:25:13,NE,SE,Rain,30,29,Buss,False
London Road/Station Way,22/07/2024,07:28:22,N,E,Rain,50,8,Truck,False
London Road/Station Way,22/07/2024,07:50:59,E,S,Rain,50,6,Bus,False
London Road/Station Way,22/07/2024,08:01:44,W,N,Rain,50,25,Motorbike,False
London Road/Station Way,22/07/2024,08:04:36,W,W,Rain,50,18,Motorcycle,False
Church Road/Hill Lane,22/07/2024,08:10:32,SW,NW,Rain,30,34,Buss,True
London Road/Station Way,22/07/2024,08:28:26,E,N,Rain,50,36,Van,False
London Road/Station Way,22/07/2024,08:31:31,S,S,Rain,50,6,Bus,False
Church Road/Hill Lane,22/07/2024,08:36:32,SW,E,Rain,30,40,Truck,False
Church Road/Hill Lane,22/07/2024,08:39:53,NE,NW,Rain,30,32,Buss,False
London Road/Station Way,22/07/2024,08:43:38,S,W,Rain,50,20,Bus,True
London Road/Station Way,22/07/2024,08:50:51,E,S,Rain,50,46,Car,False
Church Road/Hill Lane,22/07/2024,08:53:43,SE,NW,Rain,30,45,Truck,False
Church Road/Hill Lane,22/07/2024,09:09:11,NE,S,Rain,30,14,Bicycle,False
London Road/Station Way,22/07/2024,09:10:50,E,S,Rain,50,35,Motorcycle,False
London Road/Station Way,22/07/2024,09:11:11,S,S,Rain,50,20,Bus,True
Church Road/Hill Lane,22/07/2024,09:13:05,NE,NW,Rain,30,45,Buss,True
London Road/Station Way,22/07/2024,09:20:36,N,N,Rain,50,15,Truck,False
Church Road/Hill Lane,22/07/2024,09:25:42,NW,E,Rain,30,40,Car,False
Church Road/Hill Lane,22/07/2024,09:28:12,NW,N,Rain,30,6,Truck,True
London Road/Station Way,22/07/2024,09:30:55,E,N,Rain,50,64,Motorbike,True
Church Road/Hill Lane,22/07/2024,09:36:28,NW,SE,Rain,30,35,Buss,False
London Road/Station Way,22/07/2024,09:46:43,S,W,Rain,50,16,Motorbike,False
Church Road/Hill Lane,22/07/2024,09:53:15,SE,NE,Rain,30,41,Car,False
Church Road/Hill Lane,22/07/2024,10:15:03,NE,E,Rain,30,37,Scooter,True
Church Road/Hill Lane,22/07/2024,10:19:04,S,N,Rain,30,35,Motorbike,False
Church Road/Hill Lane,22/07/2024,10:21:13,SW,NW,Rain,30,6,Buss,False
Church Road/Hill Lane,22/07/2024,10:25:49,E,SE,Rain,30,8,Motorbike,False
London Road/Station Way,22/07/2024,10:36:06,W,N,Rain,50,49,Truck,False
London Road/Station Way,22/07/2024,10:36:08,W,E,Rain,50,28,Buss,True
London Road/Station Way,22/07/2024,10:41:45,E,W,Rain,50,62,Bicycle,False
London Road/Station Way,22/07/2024,10:45:27,N,S,Rain,50,49,Bicycle,False
London Road/Station Way,22/07/2024,10:52:54,E,E,Rain,50,48,Motorcycle,True
Church Road/Hill Lane,22/07/2024,10:53:03,NW,W,Rain,30,9,Scooter,False
Church Road/Hill Lane,22/07/2024,10:56:43,NW,NE,Rain,30,33,Bicycle,True
London Road/Station Way,22/07/2024,11:00:18,E,E,Rain,50,24,Scooter,False
Church Road/Hill Lane,22/07/2024,11:01:28,E,N,Rain,30,38,Bus,True
Church Road/Hill Lane,22/07/2024,11:19:18,SW,N,Rain,30,14,Buss,False
London Road/Station Way,22/07/2024,11:22:51,N,E,Rain,50,29,Bus,False
London Road/Station Way,22/07/2024,11:26:22,N,S,Rain,50,20,Truck,False
London Road/Station Way,22/07/2024,11:26:38,E,W,Rain,50,49,Car,False
Church Road/Hill Lane,22/07/2024,11:36:18,N,E,Rain,30,12,Motorcycle,False
London Road/Station Way,22/07/2024,11:37:30,W,E,Rain,50,45,Scooter,False
Church Road/Hill Lane,22/07/2024,11:38:42,N,N,Rain,30,21,Van,False
Church Road/Hill Lane,22/07/2024,11:42:10,SE,S,Rain,30,12,Buss,False
London Road/Station Way,22/07/2024,11:49:18,E,N,Rain,50,6,Car,True
Church Road/Hill Lane,22/07/2024,12:05:01,W,E,Rain,30,29,Motorbike,False
Church Road/Hill Lane,22/07/2024,12:07:17,N,NW,Rain,30,34,Van,False
London Road/Station Way,22/07/2024,12:18:29,E,W,Rain,50,19,Van,False
Church Road/Hill Lane,22/07/2024,12:25:06,SE,W,Rain,30,43,Car,False
Church Road/Hill Lane,22/07/2024,12:30:17,SE,S,Rain,30,32,Motorcycle,False
London Road/Station Way,22/07/2024,12:59:58,E,E,Rain,50,10,Truck,False
Church Road/Hill Lane,22/07/2024,13:03:59,NE,NE,Rain,30,18,Buss,False
Church Road/Hill Lane,22/07/2024,13:05:05,N,SE,Rain,30,13,Scooter,True
London Road/Station Way,22/07/2024,13:07:48,E,N,Rain,50,34,Bus,False
London Road/Station Way,22/07/2024,13:12:31,N,S,Rain,50,23,Bicycle,True
London Road/Station Way,22/07/2024,13:12:54,N,W,Rain,50,65,Motorcycle,True
Church Road/Hill Lane,22/07/2024,13:21:10,S,SW,Rain,30,7,Scooter,True
Church Road/Hill Lane,22/07/2024,13:22:12,W,W,Rain,30,9,Motorcycle,True
Church Road/Hill Lane,22/07/2024,13:23:40,W,E,Rain,30,38,Motorbike,False
London Road/Station Way,22/07/2024,13:25:16,W,S,Rain,50,61,Car,False
Church Road/Hill Lane,22/07/2024,13:25:56,NE,NW,Rain,30,27,Car,False
Church Road/Hill Lane,22/07/2024,13:34:28,NW,N,Rain,30,30,Truck,False
Church Road/Hill Lane,22/07/2024,13:40:27,S,N,Rain,30,37,Motorcycle,False
London Road/Station Way,22/07/2024,13:40:58,E,W,Rain,50,16,Van,False
London Road/Station Way,22/07/2024,13:40:58,E,N,Rain,50,23,Bicycle,False
London Road/Station Way,22/07/2024,13:41:57,N,S,Rain,50,15,Bicycle,True
London Road/Station Way,22/07/2024,13:46:31,E,E,Rain,50,53,Motorbike,False
Church Road/Hill Lane,22/07/2024,13:56:45,NE,NW,Rain,30,42,Scooter,False
London Road/Station Way,22/07/2024,13:57:23,N,W,Rain,50,65,Buss,True
Church Road/Hill Lane,22/07/2024,14:27:05,SW,NE,Rain,30,14,Buss,False
London Road/Station Way,22/07/2024,14:29:02,N,S,Rain,50,40,Bicycle,False
Church Road/Hill Lane,22/07/2024,14:31:30,N,SW,Rain,30,42,Truck,True
Church Road/Hill Lane,22/07/2024,14:39:51,NE,NW,Rain,30,16,Truck,True
London Road/Station Way,22/07/2024,14:43:42,N,W,Rain,50,17,Scooter,False
Church Road/Hill Lane,22/07/2024,14:44:59,SW,SE,Rain,30,15,Buss,False
Church Road/Hill Lane,22/07/2024,14:50:27,S,NW,Rain,30,6,Scooter,False
London Road/Station Way,22/07/2024,14:56:38,E,S,Rain,50,50,Bicycle,True
London Road/Station Way,22/07/2024,14:56:44,S,E,Rain,50,15,Car,True
London Road/Station Way,22/07/2024,14:59:20,S,N,Rain,50,52,Van,False
Church Road/Hill Lane,22/07/2024,15:00:07,NW,S,Rain,30,7,Motorbike,False
Church Road/Hill Lane,22/07/2024,15:01:26,W,N,Rain,30,22,Van,False
Church Road/Hill Lane,22/07/2024,15:02:28,NW,SW,Rain,30,34,Scooter,True
London Road/Station Way,22/07/2024,15:02:52,E,E,Rain,50,36,Van,False
Church Road/Hill Lane,22/07/2024,15:06:50,SE,SW,Rain,30,24,Truck,True
London Road/Station Way,22/07/2024,15:07:14,S,S,Rain,50,65,Bicycle,False
Church Road/Hill Lane,22/07/2024,15:21:18,E,S,Rain,30,22,Motorcycle,False
London Road/Station Way,22/07/2024,15:24:08,W,S,Rain,50,43,Truck,False
London Road/Station Way,22/07/2024,15:26:21,S,N,Rain,50,18,Buss,False
Church Road/Hill Lane,22/07/2024,15:44:44,SW,NW,Rain,30,42,Motorcycle,False
Church Road/Hill Lane,22/07/2024,15:45:29,E,S,Rain,30,18,Scooter,False
Church Road/Hill Lane,22/07/2024,15:46:55,S,E,Rain,30,28,Motorcycle,False
Church Road/Hill Lane,22/07/2024,15:48:09,SW,N,Rain,30,17,Buss,True
London Road/Station Way,22/07/2024,15:48:23,E,N,Rain,50,10,Motorcycle,False
London Road/Station Way,22/07/2024,15:50:01,N,N,Rain,50,25,Bicycle,False
Church Road/Hill Lane,22/07/2024,15:57:45,W,N,Rain,30,17,Motorbike,True
Church Road/Hill Lane,22/07/2024,16:02:51,S,NW,Rain,30,32,Bus,False
London Road/Station Way,22/07/2024,16:03:25,E,W,Rain,50,42,Motorbike,False
Church Road/Hill Lane,22/07/2024,16:18:02,E,S,Rain,30,24,Bus,False
Church Road/Hill Lane,22/07/2024,16:20:24,NE,S,Rain,30,12,Bus,False
Church Road/Hill Lane,22/07/2024,16:29:31,NW,N,Rain,30,19,Car,True
Church Road/Hill Lane,22/07/2024,16:37:12,NW,SW,Rain,30,11,Buss,False
Church Road/Hill Lane,22/07/2024,16:37:46,SW,W,Rain,30,8,Van,True
Church Road/Hill Lane,22/07/2024,16:39:58,E,SE,Rain,30,33,Truck,False
Church Road/Hill Lane,22/07/2024,16:40:29,SW,SW,Rain,30,14,Motorcycle,True
London Road/Station Way,22/07/2024,16:41:21,W,E,Rain,50,46,Motorcycle,False
London Road/Station Way,22/07/2024,16:51:48,E,S,Rain,50,44,Bicycle,False
London Road/Station Way,22/07/2024,16:54:45,W,E,Rain,50,49,Buss,False
London Road/Station Way,22/07/2024,16:55:11,W,S,Rain,50,47,Scooter,True
Church Road/Hill Lane,22/07/2024,17:17:57,E,S,Rain,30,8,Scooter,False
London Road/Station Way,22/07/2024,17:20:02,W,W,Rain,50,41,Van,False
Church Road/Hill Lane,22/07/2024,17:27:58,SW,N,Rain,30,5,Scooter,False
Church Road/Hill Lane,22/07/2024,17:37:16,W,NE,Rain,30,32,Van,True
London Road/Station Way,22/07/2024,18:05:58,N,E,Rain,50,12,Motorcycle,True
Church Road/Hill Lane,22/07/2024,18:11:26,S,W,Rain,30,36,Bus,False
Church Road/Hill Lane,22/07/2024,18:12:06,S,N,Rain,30,43,Bus,False
Church Road/Hill Lane,22/07/2024,18:20:35,S,NE,Rain,30,31,Scooter,True
London Road/Station Way,22/07/2024,18:22:52,S,N,Rain,50,13,Van,False
London Road/Station Way,22/07/2024,18:25:51,S,N,Rain,50,50,Bus,False
Church Road/Hill Lane,22/07/2024,18:27:32,NW,NE,Rain,30,42,Van,False
Church Road/Hill Lane,22/07/2024,18:36:45,W,NW,Rain,30,24,Bicycle,False
Church Road/Hill Lane,22/07/2024,18:40:50,NE,S,Rain,30,40,Bus,True
London Road/Station Way,22/07/2024,18:42:09,W,E,Rain,50,49,Bus,False
Church Road/Hill Lane,22/07/2024,18:43:43,E,S,Rain,30,42,Buss,False
London Road/Station Way,22/07/2024,18:47:32,N,E,Rain,50,36,Bus,True
London Road/Station Way,22/07/2024,18:48:58,S,S,Rain,50,16,Motorbike,False
Church Road/Hill Lane,22/07/2024,18:51:01,W,SE,Rain,30,9,Truck,True
Church Road/Hill Lane,22/07/2024,18:51:40,NW,NE,Rain,30,20,Bus,False
Church Road/Hill Lane,22/07/2024,18:52:16,NW,NE,Rain,30,42,Bus,False
Church Road/Hill Lane,22/07/2024,18:53:53,SE,N,Rain,30,26,Car,True
Church Road/Hill Lane,22/07/2024,19:08:22,S,NW,Rain,30,37,Truck,False
Church Road/Hill Lane,22/07/2024,19:18:41,E,N,Rain,30,8,Scooter,True
Church Road/Hill Lane,22/07/2024,19:23:44,SE,NE,Rain,30,10,Buss,True
Church Road/Hill Lane,22/07/2024,19:24:05,SE,NE,Rain,30,16,Truck,False
Church Road/Hill Lane,22/07/2024,19:28:11,W,E,Rain,30,7,Car,True
London Road/Station Way,22/07/2024,19:32:03,E,W,Rain,50,14,Motorbike,False
Church Road/Hill Lane,22/07/2024,19:34:36,N,W,Rain,30,35,Van,False
London Road/Station Way,22/07/2024,19:39:06,N,W,Rain,50,55,Scooter,True
Church Road/Hill Lane,22/07/2024,19:41:22,SW,SE,Rain,30,6,Buss,False
Church Road/Hill Lane,22/07/2024,19:42:39,SE,SE,Rain,30,19,Motorbike,False
Church Road/Hill Lane,22/07/2024,19:50:39,SW,NW,Rain,30,30,Truck,False
London Road/Station Way,22/07/2024,20:01:18,S,N,Rain,50,6,Truck,False
Church Road/Hill Lane,22/07/2024,20:03:54,NW,SE,Rain,30,31,Bicycle,True
Church Road/Hill Lane,22/07/2024,20:09:07,NE,SW,Rain,30,32,Bicycle,False
London Road/Station Way,22/07/2024,20:15:01,N,E,Rain,50,36,Bus,False
Church Road/Hill Lane,22/07/2024,20:15:58,N,W,Rain,30,39,Bicycle,False
Church Road/Hill Lane,22/07/2024,20:19:51,W,W,Rain,30,36,Motorcycle,True
Church Road/Hill Lane,22/07/2024,20:27:04,S,N,Rain,30,40,Car,False
Church Road/Hill Lane,22/07/2024,20:28:37,S,S,Rain,30,8,Car,False
London Road/Station Way,22/07/2024,20:30:07,E,W,Rain,50,16,Scooter,False
Church Road/Hill Lane,22/07/2024,20:32:13,E,NW,Rain,30,39,Buss,False
London Road/Station Way,22/07/2024,20:34:51,W,N,Rain,50,38,Truck,False
London Road/Station Way,22/07/2024,20:39:40,S,N,Rain,50,34,Truck,True
London Road/Station Way,22/07/2024,20:41:11,W,S,Rain,50,5,Motorbike,True
London Road/Station Way,22/07/2024,20:48:08,W,E,Rain,50,33,Scooter,False
Church Road/Hill Lane,22/07/2024,20:48:32,NW,SW,Rain,30,38,Scooter,True
London Road/Station Way,22/07/2024,20:52:19,E,W,Rain,50,47,Van,False
Church Road/Hill Lane,22/07/2024,20:58:50,N,W,Rain,30,19,Truck,False
Church Road/Hill Lane,22/07/2024,21:06:15,E,NE,Rain,30,41,Motorbike,False
Church Road/Hill Lane,22/07/2024,21:10:03,NW,E,Rain,30,6,Car,False
Church Road/Hill Lane,22/07/2024,21:14:41,E,SW,Rain,30,38,Van,True
Church Road/Hill Lane,22/07/2024,21:21:58,SW,E,Rain,30,23,Motorbike,False
Church Road/Hill Lane,22/07/2024,21:28:43,S,NW,Rain,30,29,Motorcycle,False
London Road/Station Way,22/07/2024,21:31:31,E,E,Rain,50,56,Van,False
London Road/Station Way,22/07/2024,21:31:43,N,W,Rain,50,33,Van,False
London Road/Station Way,22/07/2024,21:34:59,S,W,Rain,50,27,Motorbike,False
London Road/Station Way,22/07/2024,21:38:25,W,E,Rain,50,14,Scooter,True
London Road/Station Way,22/07/2024,21:41:29,N,N,Rain,50,35,Buss,False
Church Road/Hill Lane,22/07/2024,21:41:47,NW,SW,Rain,30,15,Truck,False
Church Road/Hill Lane,22/07/2024,21:43:09,N,W,Rain,30,37,Van,False
London Road/Station Way,22/07/2024,21:44:33,W,W,Rain,50,24,Buss,False
London Road/Station Way,22/07/2024,21:51:03,S,E,Rain,50,40,Motorbike,False
Church Road/Hill Lane,22/07/2024,21:59:41,E,N,Rain,30,45,Van,False
Church Road/Hill Lane,22/07/2024,22:00:07,SW,NW,Rain,30,17,Scooter,True
London Road/Station Way,22/07/2024,22:02:42,E,E,Rain,50,14,Motorcycle,False
Church Road/Hill Lane,22/07/2024,22:04:50,E,N,Rain,30,33,Car,False
London Road/Station Way,22/07/2024,22:09:31,S,S,Rain,50,38,Car,False
London Road/Station Way,22/07/2024,22:12:18,S,N,Rain,50,51,Bus,False
Church Road/Hill Lane,22/07/2024,22:23:33,SW,SW,Rain,30,35,Bicycle,False
London Road/Station Way,22/07/2024,22:23:57,N,S,Rain,50,59,Scooter,False
London Road/Station Way,22/07/2024,22:25:43,S,W,Rain,50,50,Motorbike,False
Church Road/Hill Lane,22/07/2024,22:27:26,SW,NE,Rain,30,7,Scooter,False
Church Road/Hill Lane,22/07/2024,22:33:27,E,NE,Rain,30,12,Motorcycle,True
Church Road/Hill Lane,22/07/2024,22:36:43,E,SE,Rain,30,38,Truck,True
Church Road/Hill Lane,22/07/2024,22:43:34,NE,SW,Rain,30,5,Motorbike,False
Church Road/Hill Lane,22/07/2024,22:45:31,SE,S,Rain,30,9,Van,True
Church Road/Hill Lane,22/07/2024,22:53:56,SW,S,Rain,30,39,Motorcycle,False
Church Road/Hill Lane,22/07/2024,23:01:48,NE,NW,Rain,30,17,Bus,False
Church Road/Hill Lane,22/07/2024,23:05:42,SW,E,Rain,30,16,Truck,True
Church Road/Hill Lane,22/07/2024,23:10:35,NW,S,Rain,30,43,Motorbike,True
London Road/Station Way,22/07/2024,23:15:59,W,S,Rain,50,14,Bus,True
Church Road/Hill Lane,22/07/2024,23:38:16,S,SE,Rain,30,39,Car,True
London Road/Station Way,22/07/2024,23:39:15,N,N,Rain,50,57,Car,False
Church Road/Hill Lane,22/07/2024,23:49:52,NW,SE,Rain,30,18,Motorbike,True
Church Road/Hill Lane,22/07/2024,23:55:09,S,NW,Rain,30,10,Truck,False
London Road/Station Way,22/07/2024,23:57:27,W,S,Rain,50,58,Bus,True
