JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Elm Avenue/Rabbit Road,25/06/2024,20:40:13,S,S,Overcast,30,18,Scooter,False
Elm Avenue/Rabbit Road,25/06/2024,19:18:18,N,E,Overcast,30,21,Motorcycle,True
Hanley Highway/Westway,25/06/2024,14:21:25,S,SW,Overcast,20,19,Truck,False
Hanley Highway/Westway,25/06/2024,13:41:56,NE,SE,Sunny,20,16,Car,False
Hanley Highway/Westway,25/06/2024,18:11:54,NW,NW,Overcast,20,10,Van,False
Elm Avenue/Rabbit Road,25/06/2024,00:09:14,E,E,Overcast,30,15,Car,False
Elm Avenue/Rabbit Road,25/06/2024,18:22:10,N,E,Clear,30,31,Bicycle,True
Hanley Highway/Westway,25/06/2024,16:18:59,NE,NE,Light Rain,20,8,Car,False
Hanley Highway/Westway,25/06/2024,14:13:27,N,N,Clear,20,19,Car,False
Elm Avenue/Rabbit Road,25/06/2024,11:19:22,S,S,Clear,30,25,Car,True
Elm Avenue/Rabbit Road,25/06/2024,12:45:09,W,W,Overcast,30,18,Buss,True
Hanley Highway/Westway,25/06/2024,09:50:36,SW,SW,Overcast,20,9,Car,False
Hanley Highway/Westway,25/06/2024,17:36:30,SW,NW,Light Rain,20,16,Car,False
Hanley Highway/Westway,25/06/2024,11:38:12,NE,NE,Rain,20,16,Buss,False
Hanley Highway/Westway,25/06/2024,15:01:17,W,W,Sunny,20,5,Car,False
Elm Avenue/Rabbit Road,25/06/2024,22:38:57,N,N,Light Rain,30,24,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,11:08:40,N,E,Clear,30,20,Car,True
Hanley Highway/Westway,25/06/2024,12:23:47,W,SW,Overcast,20,7,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,10:58:30,W,W,Overcast,30,21,Truck,False
Hanley Highway/Westway,25/06/2024,11:48:06,S,S,Clear,20,11,Van,False
Elm Avenue/Rabbit Road,25/06/2024,15:38:03,S,E,Light Rain,30,20,Motorcycle,True
Elm Avenue/Rabbit Road,25/06/2024,10:49:19,W,W,Clear,30,34,Scooter,False
Hanley Highway/Westway,25/06/2024,06:56:10,NW,SW,Clear,20,25,Van,False
Elm Avenue/Rabbit Road,25/06/2024,01:42:12,W,W,Sunny,30,17,Truck,False
Hanley Highway/Westway,25/06/2024,20:14:35,SW,W,Overcast,20,29,Scooter,False
Elm Avenue/Rabbit Road,25/06/2024,07:31:13,S,N,Cloudy,30,29,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,03:13:50,N,N,Light Rain,30,21,Van,False
Hanley Highway/Westway,25/06/2024,09:43:16,E,E,Overcast,20,12,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,16:21:09,W,W,Light Rain,30,33,Car,False
Hanley Highway/Westway,25/06/2024,10:47:09,SE,SE,Light Rain,20,9,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,08:15:25,W,W,Clear,30,21,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,23:08:05,W,N,Light Rain,30,26,Buss,False
Hanley Highway/Westway,25/06/2024,13:57:25,SE,SE,Light Rain,20,14,Car,False
Elm Avenue/Rabbit Road,25/06/2024,13:28:06,W,W,Clear,30,47,Car,False
Elm Avenue/Rabbit Road,25/06/2024,12:15:04,W,W,Overcast,30,16,Motorcycle,False
Hanley Highway/Westway,25/06/2024,17:16:07,SE,NW,Sunny,20,19,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,23:50:02,W,E,Sunny,30,28,Buss,False
Hanley Highway/Westway,25/06/2024,07:08:17,SE,SE,Overcast,20,7,Motorcycle,True
Hanley Highway/Westway,25/06/2024,04:01:39,SW,SW,Overcast,20,6,Car,False
Elm Avenue/Rabbit Road,25/06/2024,08:52:43,N,E,Clear,30,19,Buss,False
Hanley Highway/Westway,25/06/2024,13:21:52,NW,NW,Heavy Rain,20,25,Bicycle,True
Elm Avenue/Rabbit Road,25/06/2024,18:26:50,N,W,Overcast,30,18,Car,True
Hanley Highway/Westway,25/06/2024,17:38:21,E,E,Overcast,20,20,Van,True
Elm Avenue/Rabbit Road,25/06/2024,01:46:52,N,N,Clear,30,27,Truck,False
Hanley Highway/Westway,25/06/2024,22:54:00,S,NW,Cloudy,20,16,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,05:23:41,S,S,Overcast,30,30,Truck,False
Hanley Highway/Westway,25/06/2024,14:04:55,N,N,Clear,20,13,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,13:28:01,N,S,Rain,30,30,Motorcycle,True
Elm Avenue/Rabbit Road,25/06/2024,10:46:15,E,N,Sunny,30,29,Car,False
Hanley Highway/Westway,25/06/2024,17:19:27,W,NW,Light Rain,20,8,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,13:29:17,E,S,Light Rain,30,22,Scooter,False
Elm Avenue/Rabbit Road,25/06/2024,18:07:17,S,S,Rain,30,23,Motorcycle,False
Hanley Highway/Westway,25/06/2024,07:34:45,NW,W,Sunny,20,5,Buss,True
Elm Avenue/Rabbit Road,25/06/2024,01:14:22,E,E,Clear,30,18,Car,False
Elm Avenue/Rabbit Road,25/06/2024,02:17:06,S,S,Heavy Rain,30,15,Truck,False
Hanley Highway/Westway,25/06/2024,09:12:51,S,SE,Light Rain,20,14,Car,False
Elm Avenue/Rabbit Road,25/06/2024,15:06:23,S,N,Overcast,30,30,Car,False
Elm Avenue/Rabbit Road,25/06/2024,16:05:09,W,S,Clear,30,23,Car,True
Hanley Highway/Westway,25/06/2024,13:34:04,N,N,Sunny,20,5,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,05:50:54,W,E,Clear,30,24,Motorcycle,False
Hanley Highway/Westway,25/06/2024,01:43:46,N,N,Rain,20,9,Scooter,True
Hanley Highway/Westway,25/06/2024,04:53:40,N,N,Overcast,20,5,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,09:23:36,W,W,Sunny,30,20,Truck,False
Hanley Highway/Westway,25/06/2024,12:41:43,N,N,Sunny,20,37,Car,False
Hanley Highway/Westway,25/06/2024,20:58:48,SW,W,Overcast,20,15,Car,True
Hanley Highway/Westway,25/06/2024,02:03:18,NW,NW,Light Rain,20,9,Car,False
Hanley Highway/Westway,25/06/2024,02:28:21,W,NE,Cloudy,20,27,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,12:00:44,S,S,Rain,30,19,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,18:34:52,N,S,Overcast,30,29,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,10:26:29,N,S,Clear,30,15,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,17:37:35,W,W,Overcast,30,30,Scooter,False
Elm Avenue/Rabbit Road,25/06/2024,16:43:02,S,E,Clear,30,29,Motorcycle,True
Hanley Highway/Westway,25/06/2024,00:01:36,N,SE,Clear,20,39,Car,False
Hanley Highway/Westway,25/06/2024,11:35:44,E,E,Overcast,20,17,Bicycle,False
Hanley Highway/Westway,25/06/2024,21:54:44,NE,NE,Clear,20,13,Car,False
Elm Avenue/Rabbit Road,25/06/2024,22:18:45,S,S,Light Rain,30,27,Car,True
Elm Avenue/Rabbit Road,25/06/2024,12:45:55,S,S,Heavy Rain,30,28,Bicycle,False
Hanley Highway/Westway,25/06/2024,08:20:12,SW,SE,Light Rain,20,7,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,21:19:12,N,N,Overcast,30,41,Car,False
Elm Avenue/Rabbit Road,25/06/2024,04:23:32,N,E,Overcast,30,23,Truck,False
Hanley Highway/Westway,25/06/2024,02:12:12,W,NE,Rain,20,9,Motorcycle,False
Hanley Highway/Westway,25/06/2024,23:28:09,W,N,Rain,20,8,Van,False
Hanley Highway/Westway,25/06/2024,07:24:43,N,SE,Overcast,20,19,Car,False
Elm Avenue/Rabbit Road,25/06/2024,06:33:13,W,W,Overcast,30,19,Car,False
Elm Avenue/Rabbit Road,25/06/2024,01:56:14,N,S,Clear,30,49,Bicycle,True
Elm Avenue/Rabbit Road,25/06/2024,10:20:43,N,W,Clear,30,16,Van,False
Hanley Highway/Westway,25/06/2024,22:04:43,E,E,Rain,20,10,Car,False
Elm Avenue/Rabbit Road,25/06/2024,21:19:37,N,S,Overcast,30,21,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,18:59:29,S,N,Clear,30,29,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,23:42:56,E,S,Light Rain,30,36,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,05:23:14,S,E,Clear,30,18,Car,False
Hanley Highway/Westway,25/06/2024,03:41:21,NW,S,Light Rain,20,17,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,11:34:33,S,S,Clear,30,19,Car,True
Hanley Highway/Westway,25/06/2024,07:27:13,S,SW,Clear,20,10,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,03:47:11,N,N,Overcast,30,27,Car,False
Elm Avenue/Rabbit Road,25/06/2024,16:00:51,E,E,Clear,30,21,Buss,False
Hanley Highway/Westway,25/06/2024,22:37:37,W,W,Sunny,20,15,Scooter,False
Elm Avenue/Rabbit Road,25/06/2024,14:19:41,E,W,Light Rain,30,26,Car,False
Elm Avenue/Rabbit Road,25/06/2024,11:19:49,E,E,Sunny,30,25,Car,False
Elm Avenue/Rabbit Road,25/06/2024,18:10:49,E,E,Overcast,30,15,Car,False
Hanley Highway/Westway,25/06/2024,23:55:46,E,E,Clear,20,5,Van,True
Elm Avenue/Rabbit Road,25/06/2024,17:35:37,E,W,Cloudy,30,16,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,20:32:14,E,E,Light Rain,30,25,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,11:32:00,W,S,Clear,30,25,Car,False
Elm Avenue/Rabbit Road,25/06/2024,13:29:11,S,S,Clear,30,37,Car,False
Hanley Highway/Westway,25/06/2024,10:24:44,SE,SE,Overcast,20,6,Car,True
Elm Avenue/Rabbit Road,25/06/2024,22:08:17,W,E,Sunny,30,45,Car,True
Hanley Highway/Westway,25/06/2024,03:50:49,N,S,Light Rain,20,16,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,13:50:12,S,E,Sunny,30,34,Motorcycle,True
Elm Avenue/Rabbit Road,25/06/2024,23:31:57,E,W,Clear,30,30,Car,False
Hanley Highway/Westway,25/06/2024,01:41:30,SW,S,Overcast,20,16,Bicycle,False
Hanley Highway/Westway,25/06/2024,13:00:49,SW,E,Clear,20,17,Car,False
Elm Avenue/Rabbit Road,25/06/2024,01:57:43,S,N,Overcast,30,29,Truck,True
Hanley Highway/Westway,25/06/2024,12:29:56,W,NE,Clear,20,19,Car,True
Elm Avenue/Rabbit Road,25/06/2024,12:42:51,W,N,Overcast,30,24,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,08:32:51,E,E,Overcast,30,44,Scooter,False
Elm Avenue/Rabbit Road,25/06/2024,15:53:54,W,N,Clear,30,49,Truck,False
Hanley Highway/Westway,25/06/2024,18:35:01,NW,NW,Clear,20,15,Car,False
Hanley Highway/Westway,25/06/2024,18:39:13,SW,SW,Light Rain,20,7,Car,False
Hanley Highway/Westway,25/06/2024,17:05:26,W,E,Heavy Rain,20,6,Truck,False
Hanley Highway/Westway,25/06/2024,23:26:20,E,E,Clear,20,40,Car,False
Elm Avenue/Rabbit Road,25/06/2024,16:21:38,N,S,Clear,30,20,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,16:16:10,N,S,Clear,30,23,Van,False
Elm Avenue/Rabbit Road,25/06/2024,05:57:55,E,S,Light Rain,30,24,Car,True
Hanley Highway/Westway,25/06/2024,00:08:17,SW,E,Cloudy,20,16,Car,False
Hanley Highway/Westway,25/06/2024,04:20:45,NE,N,Rain,20,19,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,03:24:33,S,S,Clear,30,26,Car,False
Elm Avenue/Rabbit Road,25/06/2024,19:08:52,S,S,Cloudy,30,18,Car,False
Elm Avenue/Rabbit Road,25/06/2024,06:06:20,W,E,Rain,30,24,Motorcycle,False
Hanley Highway/Westway,25/06/2024,11:35:44,SE,SW,Light Rain,20,13,Car,False
Hanley Highway/Westway,25/06/2024,16:24:15,SE,SE,Overcast,20,15,Buss,True
Hanley Highway/Westway,25/06/2024,22:56:22,E,SE,Cloudy,20,13,Car,False
Hanley Highway/Westway,25/06/2024,13:08:38,W,W,Sunny,20,31,Scooter,True
Hanley Highway/Westway,25/06/2024,15:18:12,W,W,Cloudy,20,19,Truck,True
Elm Avenue/Rabbit Road,25/06/2024,01:35:46,S,S,Light Rain,30,23,Car,False
Hanley Highway/Westway,25/06/2024,21:13:43,NE,NE,Light Rain,20,13,Car,True
Hanley Highway/Westway,25/06/2024,18:14:13,N,N,Cloudy,20,8,Car,False
Hanley Highway/Westway,25/06/2024,20:23:49,SW,SE,Rain,20,31,Van,False
Hanley Highway/Westway,25/06/2024,18:30:14,W,S,Heavy Rain,20,18,Car,False
Hanley Highway/Westway,25/06/2024,08:01:10,S,W,Sunny,20,35,Truck,False
Hanley Highway/Westway,25/06/2024,14:42:29,SW,SE,Clear,20,40,Truck,False
Hanley Highway/Westway,25/06/2024,00:57:22,E,E,Clear,20,16,Car,False
Hanley Highway/Westway,25/06/2024,11:59:54,SW,E,Rain,20,9,Car,False
Hanley Highway/Westway,25/06/2024,17:10:51,N,N,Light Rain,20,28,Car,False
Elm Avenue/Rabbit Road,25/06/2024,07:10:24,S,S,Clear,30,21,Car,True
Hanley Highway/Westway,25/06/2024,07:16:12,S,N,Clear,20,7,Van,False
Elm Avenue/Rabbit Road,25/06/2024,09:14:19,S,S,Clear,30,15,Car,False
Hanley Highway/Westway,25/06/2024,10:33:27,NW,NW,Rain,20,20,Car,False
Hanley Highway/Westway,25/06/2024,03:11:30,E,S,Heavy Rain,20,15,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,06:13:45,S,W,Cloudy,30,15,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,08:46:30,W,N,Light Rain,30,45,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,05:05:03,E,N,Clear,30,19,Car,False
Elm Avenue/Rabbit Road,25/06/2024,22:48:57,W,N,Clear,30,21,Van,False
Hanley Highway/Westway,25/06/2024,03:25:08,S,W,Sunny,20,23,Car,False
Elm Avenue/Rabbit Road,25/06/2024,15:31:55,S,S,Overcast,30,23,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,00:44:04,N,N,Cloudy,30,50,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,20:20:48,E,E,Sunny,30,25,Car,True
Elm Avenue/Rabbit Road,25/06/2024,23:31:19,S,S,Overcast,30,30,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,16:09:06,E,W,Overcast,30,23,Van,False
Hanley Highway/Westway,25/06/2024,08:58:49,S,E,Clear,20,12,Buss,False
Hanley Highway/Westway,25/06/2024,19:24:28,SE,E,Clear,20,17,Car,False
Elm Avenue/Rabbit Road,25/06/2024,17:13:51,S,S,Overcast,30,21,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,12:21:56,N,N,Clear,30,24,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,06:05:18,W,W,Overcast,30,23,Car,True
Elm Avenue/Rabbit Road,25/06/2024,08:01:09,S,S,Clear,30,16,Motorcycle,True
Hanley Highway/Westway,25/06/2024,20:41:24,E,S,Sunny,20,16,Car,False
Hanley Highway/Westway,25/06/2024,13:53:54,NW,W,Overcast,20,5,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,05:42:15,N,N,Overcast,30,15,Scooter,True
Elm Avenue/Rabbit Road,25/06/2024,13:04:08,W,E,Overcast,30,18,Motorcycle,False
Hanley Highway/Westway,25/06/2024,21:19:30,NW,SE,Heavy Rain,20,15,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,06:08:34,E,E,Clear,30,28,Truck,False
Hanley Highway/Westway,25/06/2024,00:51:41,SE,W,Overcast,20,17,Truck,False
Hanley Highway/Westway,25/06/2024,04:21:17,N,S,Cloudy,20,6,Bicycle,True
Hanley Highway/Westway,25/06/2024,02:32:18,NE,SW,Light Rain,20,14,Buss,False
Hanley Highway/Westway,25/06/2024,22:08:41,E,E,Overcast,20,14,Motorcycle,False
Hanley Highway/Westway,25/06/2024,01:57:16,SW,NE,Overcast,20,7,Bicycle,True
Elm Avenue/Rabbit Road,25/06/2024,14:33:57,S,E,Clear,30,23,Car,True
Hanley Highway/Westway,25/06/2024,16:23:39,NE,W,Light Rain,20,6,Car,False
Elm Avenue/Rabbit Road,25/06/2024,03:32:27,E,E,Clear,30,20,Car,True
Elm Avenue/Rabbit Road,25/06/2024,22:39:34,W,W,Overcast,30,49,Bicycle,False
Hanley Highway/Westway,25/06/2024,21:59:50,NE,SW,Clear,20,17,Car,True
Hanley Highway/Westway,25/06/2024,18:17:58,NE,NE,Rain,20,8,Van,True
Hanley Highway/Westway,25/06/2024,03:53:41,E,N,Sunny,20,12,Bicycle,False
Elm Avenue/Rabbit Road,25/06/2024,01:11:35,E,S,Clear,30,25,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,17:54:18,W,E,Clear,30,16,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,05:09:40,W,W,Light Rain,30,28,Motorcycle,False
Hanley Highway/Westway,25/06/2024,15:47:11,N,N,Overcast,20,10,Motorcycle,True
Hanley Highway/Westway,25/06/2024,07:35:58,SW,SW,Sunny,20,8,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,02:00:51,W,E,Overcast,30,24,Car,False
Elm Avenue/Rabbit Road,25/06/2024,20:11:32,S,N,Overcast,30,35,Buss,False
Hanley Highway/Westway,25/06/2024,02:02:03,SW,SW,Rain,20,14,Buss,False
Hanley Highway/Westway,25/06/2024,04:20:34,W,NW,Sunny,20,6,Van,False
Hanley Highway/Westway,25/06/2024,09:21:22,SE,NW,Clear,20,5,Scooter,False
Hanley Highway/Westway,25/06/2024,03:35:13,NW,NW,Overcast,20,8,Car,False
Elm Avenue/Rabbit Road,25/06/2024,00:08:24,S,W,Overcast,30,16,Car,False
Elm Avenue/Rabbit Road,25/06/2024,16:14:58,W,E,Clear,30,20,Truck,False
Elm Avenue/Rabbit Road,25/06/2024,22:12:02,W,W,Rain,30,23,Car,False
Hanley Highway/Westway,25/06/2024,13:29:18,S,NE,Overcast,20,9,Buss,False
Hanley Highway/Westway,25/06/2024,03:36:46,N,NE,Light Rain,20,13,Van,False
Hanley Highway/Westway,25/06/2024,19:06:19,N,N,Overcast,20,11,Truck,False
Hanley Highway/Westway,25/06/2024,10:01:51,W,W,Rain,20,9,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,13:00:24,N,N,Overcast,30,23,Car,False
Hanley Highway/Westway,25/06/2024,17:19:13,NW,W,Clear,20,19,Car,False
Hanley Highway/Westway,25/06/2024,21:04:44,E,E,Sunny,20,14,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,14:09:15,E,N,Clear,30,48,Van,False
Elm Avenue/Rabbit Road,25/06/2024,01:09:24,W,W,Overcast,30,19,Truck,False
Hanley Highway/Westway,25/06/2024,05:57:31,NW,NW,Clear,20,18,Scooter,False
Elm Avenue/Rabbit Road,25/06/2024,00:59:32,W,S,Overcast,30,25,Bicycle,False
Hanley Highway/Westway,25/06/2024,08:22:36,SW,SW,Clear,20,16,Car,False
Hanley Highway/Westway,25/06/2024,22:22:42,NE,E,Rain,20,18,Car,False
Hanley Highway/Westway,25/06/2024,06:08:45,S,N,Light Rain,20,20,Motorcycle,False
Hanley Highway/Westway,25/06/2024,16:44:20,NW,SW,Overcast,20,26,Car,True
Elm Avenue/Rabbit Road,25/06/2024,14:25:21,N,N,Overcast,30,15,Bicycle,False
Hanley Highway/Westway,25/06/2024,12:54:37,S,NW,Light Rain,20,14,Car,False
Hanley Highway/Westway,25/06/2024,16:12:45,W,W,Overcast,20,5,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,17:15:21,W,N,Overcast,30,39,Truck,False
Hanley Highway/Westway,25/06/2024,22:57:11,N,SE,Cloudy,20,14,Scooter,True
Elm Avenue/Rabbit Road,25/06/2024,11:56:12,W,S,Heavy Rain,30,40,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,17:50:47,E,S,Clear,30,15,Buss,False
Elm Avenue/Rabbit Road,25/06/2024,04:58:54,S,W,Overcast,30,17,Scooter,True
Hanley Highway/Westway,25/06/2024,18:00:43,NW,W,Light Rain,20,9,Car,False
Hanley Highway/Westway,25/06/2024,10:49:13,W,W,Rain,20,20,Motorcycle,False
Elm Avenue/Rabbit Road,25/06/2024,13:46:34,S,E,Overcast,30,15,Car,False
