JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Hanley Highway/Westway,29/06/2024,07:20:40,SE,SE,Light Rain,20,14,Car,False
Hanley Highway/Westway,29/06/2024,06:53:07,W,N,Clear,20,9,Scooter,False
Hanley Highway/Westway,29/06/2024,06:01:35,NE,SW,Clear,20,29,Buss,False
Hanley Highway/Westway,29/06/2024,09:18:46,SE,E,Light Rain,20,9,Bicycle,False
Hanley Highway/Westway,29/06/2024,19:22:52,NW,SW,Overcast,20,5,Buss,False
Hanley Highway/Westway,29/06/2024,07:32:25,S,NE,Sunny,20,9,Buss,True
Elm Avenue/Rabbit Road,29/06/2024,01:19:44,N,E,Cloudy,30,20,Buss,False
Hanley Highway/Westway,29/06/2024,05:36:10,N,SW,Overcast,20,14,Car,False
Hanley Highway/Westway,29/06/2024,19:11:22,N,SE,Overcast,20,16,Car,False
Elm Avenue/Rabbit Road,29/06/2024,05:34:42,E,S,Overcast,30,22,Car,False
Elm Avenue/Rabbit Road,29/06/2024,12:29:07,S,S,Rain,30,41,Car,True
Hanley Highway/Westway,29/06/2024,18:50:15,S,S,Overcast,20,9,Scooter,True
Hanley Highway/Westway,29/06/2024,16:06:19,E,W,Overcast,20,6,Car,False
Hanley Highway/Westway,29/06/2024,13:41:36,NW,NW,Clear,20,16,Buss,False
Elm Avenue/Rabbit Road,29/06/2024,10:42:22,N,S,Clear,30,22,Buss,False
Elm Avenue/Rabbit Road,29/06/2024,03:16:44,N,N,Overcast,30,31,Motorcycle,False
Elm Avenue/Rabbit Road,29/06/2024,22:42:18,E,S,Clear,30,28,Buss,True
Elm Avenue/Rabbit Road,29/06/2024,16:59:19,N,S,Light Rain,30,21,Scooter,False
Elm Avenue/Rabbit Road,29/06/2024,22:52:35,N,S,Overcast,30,26,Buss,True
Hanley Highway/Westway,29/06/2024,11:30:32,NW,S,Sunny,20,16,Scooter,False
Hanley Highway/Westway,29/06/2024,03:15:08,W,N,Clear,20,34,Car,False
Hanley Highway/Westway,29/06/2024,04:15:04,NW,S,Overcast,20,15,Car,False
Elm Avenue/Rabbit Road,29/06/2024,05:44:50,S,S,Rain,30,15,Scooter,False
Elm Avenue/Rabbit Road,29/06/2024,01:43:03,E,W,Overcast,30,21,Car,False
Hanley Highway/Westway,29/06/2024,08:25:08,S,S,Light Rain,20,37,Car,False
Elm Avenue/Rabbit Road,29/06/2024,17:10:11,N,E,Clear,30,23,Car,True
Hanley Highway/Westway,29/06/2024,15:29:29,S,S,Overcast,20,37,Car,False
Hanley Highway/Westway,29/06/2024,10:35:23,NE,SW,Rain,20,7,Motorcycle,False
Hanley Highway/Westway,29/06/2024,09:02:40,S,S,Sunny,20,13,Buss,False
Hanley Highway/Westway,29/06/2024,10:42:38,NW,NW,Clear,20,9,Car,False
Elm Avenue/Rabbit Road,29/06/2024,18:10:46,N,W,Rain,30,27,Van,False
Elm Avenue/Rabbit Road,29/06/2024,06:42:54,N,W,Overcast,30,30,Car,False
Hanley Highway/Westway,29/06/2024,17:41:46,SW,SW,Overcast,20,18,Car,False
Elm Avenue/Rabbit Road,29/06/2024,13:43:17,W,S,Light Rain,30,50,Bicycle,False
Hanley Highway/Westway,29/06/2024,05:55:22,NW,NW,Overcast,20,6,Bicycle,False
Elm Avenue/Rabbit Road,29/06/2024,03:05:47,E,E,Cloudy,30,31,Car,False
Elm Avenue/Rabbit Road,29/06/2024,12:50:06,N,S,Overcast,30,26,Van,False
Hanley Highway/Westway,29/06/2024,17:07:16,N,NE,Overcast,20,12,Car,False
Elm Avenue/Rabbit Road,29/06/2024,21:15:17,S,N,Overcast,30,41,Car,False
Elm Avenue/Rabbit Road,29/06/2024,12:07:58,S,S,Overcast,30,23,Car,False
Hanley Highway/Westway,29/06/2024,17:39:33,N,N,Overcast,20,10,Car,False
Hanley Highway/Westway,29/06/2024,10:15:37,S,NE,Cloudy,20,20,Car,False
Hanley Highway/Westway,29/06/2024,22:24:48,SW,SW,Clear,20,17,Motorcycle,True
Hanley Highway/Westway,29/06/2024,15:01:55,SW,SW,Rain,20,9,Car,False
Elm Avenue/Rabbit Road,29/06/2024,04:19:04,E,S,Clear,30,19,Car,False
Elm Avenue/Rabbit Road,29/06/2024,18:55:33,N,N,Sunny,30,21,Buss,True
Elm Avenue/Rabbit Road,29/06/2024,10:01:00,W,E,Light Rain,30,18,Truck,False
Elm Avenue/Rabbit Road,29/06/2024,22:37:34,N,N,Clear,30,50,Car,False
Hanley Highway/Westway,29/06/2024,10:24:34,NW,NW,Sunny,20,9,Buss,False
Hanley Highway/Westway,29/06/2024,02:56:54,SW,SE,Heavy Rain,20,6,Van,False
Hanley Highway/Westway,29/06/2024,07:02:37,E,S,Overcast,20,10,Van,False
Elm Avenue/Rabbit Road,29/06/2024,15:21:44,W,W,Rain,30,23,Scooter,False
Hanley Highway/Westway,29/06/2024,15:11:01,SE,NW,Clear,20,7,Bicycle,False
Elm Avenue/Rabbit Road,29/06/2024,01:37:19,S,W,Overcast,30,15,Van,False
Elm Avenue/Rabbit Road,29/06/2024,09:56:25,S,N,Clear,30,25,Buss,False
Elm Avenue/Rabbit Road,29/06/2024,04:46:10,N,E,Light Rain,30,18,Car,False
Hanley Highway/Westway,29/06/2024,13:01:23,SE,E,Rain,20,17,Truck,False
Elm Avenue/Rabbit Road,29/06/2024,23:44:16,W,N,Overcast,30,25,Car,True
Elm Avenue/Rabbit Road,29/06/2024,01:58:09,E,E,Heavy Rain,30,17,Bicycle,False
Elm Avenue/Rabbit Road,29/06/2024,05:45:16,E,N,Overcast,30,18,Buss,False
Elm Avenue/Rabbit Road,29/06/2024,20:05:16,W,E,Light Rain,30,23,Buss,False
Hanley Highway/Westway,29/06/2024,02:33:49,W,S,Rain,20,10,Car,False
Elm Avenue/Rabbit Road,29/06/2024,05:34:15,W,W,Overcast,30,21,Car,False
Elm Avenue/Rabbit Road,29/06/2024,00:57:08,S,N,Overcast,30,31,Van,False
Elm Avenue/Rabbit Road,29/06/2024,02:10:13,W,W,Rain,30,28,Car,True
Elm Avenue/Rabbit Road,29/06/2024,16:54:49,N,N,Clear,30,17,Truck,False
Hanley Highway/Westway,29/06/2024,05:55:46,SW,SW,Sunny,20,13,Truck,False
Hanley Highway/Westway,29/06/2024,19:45:22,E,E,Overcast,20,14,Bicycle,False
Hanley Highway/Westway,29/06/2024,06:12:19,N,N,Heavy Rain,20,9,Car,False
Elm Avenue/Rabbit Road,29/06/2024,02:14:14,W,S,Overcast,30,17,Car,False
Hanley Highway/Westway,29/06/2024,17:32:36,N,N,Rain,20,11,Van,False
Elm Avenue/Rabbit Road,29/06/2024,05:23:08,S,S,Overcast,30,21,Van,True
Elm Avenue/Rabbit Road,29/06/2024,15:07:23,S,S,Clear,30,19,Car,False
Hanley Highway/Westway,29/06/2024,10:33:57,SE,NW,Clear,20,7,Buss,False
Elm Avenue/Rabbit Road,29/06/2024,17:52:11,N,N,Rain,30,43,Bicycle,False
Elm Avenue/Rabbit Road,29/06/2024,09:05:49,E,S,Clear,30,30,Car,False
Hanley Highway/Westway,29/06/2024,09:12:37,N,E,Heavy Rain,20,8,Car,False
Elm Avenue/Rabbit Road,29/06/2024,19:05:20,N,N,Heavy Rain,30,21,Truck,False
Hanley Highway/Westway,29/06/2024,04:44:27,SW,SW,Heavy Rain,20,40,Car,False
Hanley Highway/Westway,29/06/2024,21:14:49,SW,SW,Clear,20,6,Car,False
Hanley Highway/Westway,29/06/2024,10:26:53,NW,S,Clear,20,15,Car,False
Elm Avenue/Rabbit Road,29/06/2024,16:16:51,W,W,Sunny,30,29,Bicycle,False
Hanley Highway/Westway,29/06/2024,06:00:41,NW,NW,Rain,20,7,Buss,True
Elm Avenue/Rabbit Road,29/06/2024,21:42:57,E,W,Rain,30,44,Truck,False
Elm Avenue/Rabbit Road,29/06/2024,15:24:06,N,S,Overcast,30,29,Motorcycle,False
Hanley Highway/Westway,29/06/2024,08:00:03,N,N,Light Rain,20,11,Car,False
Elm Avenue/Rabbit Road,29/06/2024,22:48:50,N,N,Clear,30,22,Car,True
Elm Avenue/Rabbit Road,29/06/2024,01:27:07,W,W,Sunny,30,19,Car,False
Elm Avenue/Rabbit Road,29/06/2024,04:13:47,W,E,Rain,30,18,Motorcycle,False
Elm Avenue/Rabbit Road,29/06/2024,02:22:14,E,E,Clear,30,29,Scooter,False
Elm Avenue/Rabbit Road,29/06/2024,20:47:08,N,E,Light Rain,30,26,Car,False
Elm Avenue/Rabbit Road,29/06/2024,10:25:03,W,W,Light Rain,30,25,Car,False
Hanley Highway/Westway,29/06/2024,07:42:20,NE,NE,Light Rain,20,5,Bicycle,False
Elm Avenue/Rabbit Road,29/06/2024,15:26:02,N,W,Overcast,30,23,Buss,False
Hanley Highway/Westway,29/06/2024,06:35:35,S,NW,Overcast,20,21,Scooter,False
Hanley Highway/Westway,29/06/2024,14:24:15,W,W,Overcast,20,5,Car,False
Hanley Highway/Westway,29/06/2024,22:39:27,NE,NE,Clear,20,32,Bicycle,False
Hanley Highway/Westway,29/06/2024,04:16:15,NW,NW,Clear,20,20,Bicycle,False
Hanley Highway/Westway,29/06/2024,18:01:09,NW,NW,Cloudy,20,38,Car,False
Elm Avenue/Rabbit Road,29/06/2024,14:34:32,N,N,Rain,30,25,Buss,True
Elm Avenue/Rabbit Road,29/06/2024,11:08:44,W,W,Sunny,30,22,Van,False
Elm Avenue/Rabbit Road,29/06/2024,12:04:56,W,W,Cloudy,30,23,Motorcycle,False
Elm Avenue/Rabbit Road,29/06/2024,11:01:13,E,N,Overcast,30,50,Car,False
Elm Avenue/Rabbit Road,29/06/2024,03:48:10,E,W,Sunny,30,16,Motorcycle,False
Elm Avenue/Rabbit Road,29/06/2024,00:09:09,S,S,Clear,30,27,Car,False
Hanley Highway/Westway,29/06/2024,13:11:05,SW,SW,Clear,20,15,Car,False
Hanley Highway/Westway,29/06/2024,10:38:55,SE,N,Light Rain,20,9,Car,False
Elm Avenue/Rabbit Road,29/06/2024,09:05:02,S,S,Clear,30,27,Car,True
Elm Avenue/Rabbit Road,29/06/2024,17:48:29,N,S,Clear,30,28,Buss,False
Hanley Highway/Westway,29/06/2024,12:40:23,SE,SE,Clear,20,9,Motorcycle,True
Elm Avenue/Rabbit Road,29/06/2024,20:29:22,S,S,Heavy Rain,30,38,Car,False
Elm Avenue/Rabbit Road,29/06/2024,10:45:24,W,N,Clear,30,20,Bicycle,True
Hanley Highway/Westway,29/06/2024,00:32:38,E,E,Rain,20,20,Bicycle,True
Hanley Highway/Westway,29/06/2024,15:03:24,S,E,Overcast,20,5,Car,False
Elm Avenue/Rabbit Road,29/06/2024,23:55:44,W,W,Sunny,30,27,Car,True
Hanley Highway/Westway,29/06/2024,17:40:16,NW,NW,Sunny,20,29,Car,True
Hanley Highway/Westway,29/06/2024,19:23:31,W,E,Clear,20,16,Car,False
Hanley Highway/Westway,29/06/2024,11:29:11,NE,SW,Sunny,20,28,Buss,False
Hanley Highway/Westway,29/06/2024,11:12:35,SE,NE,Overcast,20,16,Truck,False
Elm Avenue/Rabbit Road,29/06/2024,19:12:44,E,N,Light Rain,30,35,Car,False
Hanley Highway/Westway,29/06/2024,01:15:33,NE,N,Overcast,20,5,Buss,False
Elm Avenue/Rabbit Road,29/06/2024,08:45:37,W,W,Overcast,30,33,Truck,False
Hanley Highway/Westway,29/06/2024,02:50:41,NW,NW,Rain,20,18,Truck,False
Elm Avenue/Rabbit Road,29/06/2024,19:49:44,E,W,Cloudy,30,28,Motorcycle,True
Elm Avenue/Rabbit Road,29/06/2024,10:10:32,E,E,Overcast,30,23,Van,False
Hanley Highway/Westway,29/06/2024,04:47:11,NW,NE,Rain,20,17,Scooter,False
Hanley Highway/Westway,29/06/2024,06:31:59,S,SE,Sunny,20,7,Car,False
Hanley Highway/Westway,29/06/2024,23:14:43,NE,E,Light Rain,20,13,Truck,False
Elm Avenue/Rabbit Road,29/06/2024,04:19:56,N,W,Cloudy,30,36,Buss,True
Elm Avenue/Rabbit Road,29/06/2024,12:21:49,S,S,Clear,30,24,Car,False
Hanley Highway/Westway,29/06/2024,23:22:25,N,NE,Clear,20,32,Car,False
Elm Avenue/Rabbit Road,29/06/2024,10:23:19,E,E,Overcast,30,23,Truck,False
Hanley Highway/Westway,29/06/2024,15:19:28,W,W,Overcast,20,9,Scooter,False
Hanley Highway/Westway,29/06/2024,03:03:54,SW,SW,Light Rain,20,9,Scooter,False
Hanley Highway/Westway,29/06/2024,11:44:50,E,N,Rain,20,16,Motorcycle,False
Hanley Highway/Westway,29/06/2024,05:11:56,SE,SE,Sunny,20,8,Car,False
Hanley Highway/Westway,29/06/2024,15:49:39,SW,SW,Overcast,20,13,Car,False
Hanley Highway/Westway,29/06/2024,20:48:09,NE,NE,Light Rain,20,10,Truck,False
Elm Avenue/Rabbit Road,29/06/2024,13:46:10,N,N,Clear,30,17,Motorcycle,False
Hanley Highway/Westway,29/06/2024,21:12:58,SW,SW,Sunny,20,10,Truck,False
Elm Avenue/Rabbit Road,29/06/2024,09:55:23,S,N,Overcast,30,26,Motorcycle,False
Hanley Highway/Westway,29/06/2024,23:42:39,E,E,Clear,20,14,Scooter,False
Hanley Highway/Westway,29/06/2024,04:54:15,S,S,Light Rain,20,14,Motorcycle,True
Elm Avenue/Rabbit Road,29/06/2024,11:42:36,E,E,Overcast,30,16,Car,False
Hanley Highway/Westway,29/06/2024,20:29:05,E,S,Light Rain,20,19,Motorcycle,False
Elm Avenue/Rabbit Road,29/06/2024,06:22:35,N,N,Sunny,30,32,Van,True
Hanley Highway/Westway,29/06/2024,16:04:54,N,N,Rain,20,13,Bicycle,False
Hanley Highway/Westway,29/06/2024,17:23:01,SW,E,Rain,20,11,Car,False
Elm Avenue/Rabbit Road,29/06/2024,18:01:24,S,N,Rain,30,30,Car,False
Hanley Highway/Westway,29/06/2024,08:00:35,E,N,Overcast,20,17,Car,True
Elm Avenue/Rabbit Road,29/06/2024,13:39:59,W,W,Rain,30,24,Car,False
