JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Hanley Highway/Westway,24/06/2024,17:35:05,W,W,Overcast,20,10,Car,False
Elm Avenue/Rabbit Road,24/06/2024,00:47:47,E,E,Rain,30,20,Car,False
Hanley Highway/Westway,24/06/2024,18:23:15,N,NE,Heavy Rain,20,17,Bicycle,False
Elm Avenue/Rabbit Road,24/06/2024,12:19:37,N,S,Overcast,30,26,Buss,False
Elm Avenue/Rabbit Road,24/06/2024,12:20:29,E,W,Clear,30,22,Car,False
Hanley Highway/Westway,24/06/2024,22:30:27,SE,SE,Cloudy,20,14,Car,False
Hanley Highway/Westway,24/06/2024,00:50:45,E,W,Overcast,20,18,Car,False
Elm Avenue/Rabbit Road,24/06/2024,22:05:47,E,W,Clear,30,25,Buss,False
Hanley Highway/Westway,24/06/2024,22:08:36,N,N,Overcast,20,38,Car,False
Hanley Highway/Westway,24/06/2024,10:29:42,SE,SE,Clear,20,19,Van,True
Hanley Highway/Westway,24/06/2024,20:31:12,S,E,Overcast,20,15,Car,True
Hanley Highway/Westway,24/06/2024,20:53:09,SW,SW,Light Rain,20,30,Car,False
Elm Avenue/Rabbit Road,24/06/2024,07:16:45,N,W,Overcast,30,25,Car,True
Elm Avenue/Rabbit Road,24/06/2024,00:30:31,E,E,Clear,30,15,Car,False
Elm Avenue/Rabbit Road,24/06/2024,00:52:25,N,W,Light Rain,30,16,Scooter,False
Elm Avenue/Rabbit Road,24/06/2024,03:57:22,E,E,Light Rain,30,24,Car,False
Elm Avenue/Rabbit Road,24/06/2024,05:04:22,E,W,Heavy Rain,30,22,Buss,False
Hanley Highway/Westway,24/06/2024,03:00:25,S,S,Clear,20,13,Car,False
Elm Avenue/Rabbit Road,24/06/2024,15:09:05,E,E,Clear,30,22,Scooter,True
Hanley Highway/Westway,24/06/2024,00:30:18,SW,NE,Heavy Rain,20,8,Bicycle,False
Elm Avenue/Rabbit Road,24/06/2024,00:28:15,S,W,Light Rain,30,17,Van,False
Hanley Highway/Westway,24/06/2024,05:43:23,NW,SE,Overcast,20,8,Van,False
Hanley Highway/Westway,24/06/2024,14:31:32,NW,E,Clear,20,8,Buss,False
Hanley Highway/Westway,24/06/2024,22:37:56,SE,W,Clear,20,10,Buss,False
Elm Avenue/Rabbit Road,24/06/2024,18:13:41,N,S,Rain,30,15,Motorcycle,False
Hanley Highway/Westway,24/06/2024,08:57:35,SE,S,Heavy Rain,20,5,Motorcycle,True
Elm Avenue/Rabbit Road,24/06/2024,22:43:51,W,N,Rain,30,15,Buss,True
Elm Avenue/Rabbit Road,24/06/2024,02:32:23,N,N,Clear,30,26,Car,False
Elm Avenue/Rabbit Road,24/06/2024,19:18:46,W,S,Light Rain,30,16,Car,False
Hanley Highway/Westway,24/06/2024,16:29:30,NE,E,Clear,20,16,Car,False
Elm Avenue/Rabbit Road,24/06/2024,09:39:36,E,E,Light Rain,30,22,Car,False
Hanley Highway/Westway,24/06/2024,06:30:01,NW,NW,Clear,20,9,Van,False
Elm Avenue/Rabbit Road,24/06/2024,23:23:32,N,E,Clear,30,16,Car,False
Hanley Highway/Westway,24/06/2024,19:59:14,SE,SE,Cloudy,20,5,Car,True
Elm Avenue/Rabbit Road,24/06/2024,19:12:11,S,S,Overcast,30,23,Scooter,False
Elm Avenue/Rabbit Road,24/06/2024,02:00:43,S,N,Rain,30,19,Car,False
Hanley Highway/Westway,24/06/2024,17:38:57,E,E,Light Rain,20,10,Truck,True
Hanley Highway/Westway,24/06/2024,16:14:13,NE,W,Light Rain,20,9,Car,False
Hanley Highway/Westway,24/06/2024,13:47:04,SE,NW,Clear,20,7,Car,True
Elm Avenue/Rabbit Road,24/06/2024,15:16:10,W,S,Overcast,30,27,Motorcycle,False
Hanley Highway/Westway,24/06/2024,02:29:02,SE,SE,Overcast,20,7,Car,False
Hanley Highway/Westway,24/06/2024,02:54:31,SW,SW,Cloudy,20,7,Truck,True
Elm Avenue/Rabbit Road,24/06/2024,15:48:29,E,E,Light Rain,30,16,Van,True
Elm Avenue/Rabbit Road,24/06/2024,19:24:52,N,S,Heavy Rain,30,30,Car,True
Hanley Highway/Westway,24/06/2024,11:50:17,NW,N,Overcast,20,18,Car,False
Hanley Highway/Westway,24/06/2024,02:32:01,NW,SW,Clear,20,5,Car,False
Elm Avenue/Rabbit Road,24/06/2024,22:35:44,E,S,Clear,30,30,Van,False
Hanley Highway/Westway,24/06/2024,22:04:59,N,N,Overcast,20,9,Buss,False
Elm Avenue/Rabbit Road,24/06/2024,02:15:05,E,W,Light Rain,30,15,Car,True
Elm Avenue/Rabbit Road,24/06/2024,05:58:32,E,S,Overcast,30,18,Car,False
Elm Avenue/Rabbit Road,24/06/2024,11:40:40,W,N,Clear,30,25,Truck,False
Elm Avenue/Rabbit Road,24/06/2024,10:12:38,W,W,Clear,30,17,Car,False
Elm Avenue/Rabbit Road,24/06/2024,20:44:09,W,W,Heavy Rain,30,36,Van,True
Elm Avenue/Rabbit Road,24/06/2024,11:04:24,E,S,Rain,30,15,Truck,False
Hanley Highway/Westway,24/06/2024,21:46:45,SW,SE,Cloudy,20,13,Scooter,False
Elm Avenue/Rabbit Road,24/06/2024,21:59:28,S,S,Light Rain,30,19,Truck,False
Hanley Highway/Westway,24/06/2024,01:45:58,SE,SE,Rain,20,18,Motorcycle,False
Hanley Highway/Westway,24/06/2024,18:29:17,NW,NW,Clear,20,16,Car,False
Hanley Highway/Westway,24/06/2024,12:48:04,NE,E,Overcast,20,6,Scooter,False
Hanley Highway/Westway,24/06/2024,21:50:06,E,NE,Clear,20,35,Car,True
Elm Avenue/Rabbit Road,24/06/2024,17:13:36,W,W,Sunny,30,30,Car,False
Hanley Highway/Westway,24/06/2024,11:59:33,SE,E,Sunny,20,5,Buss,False
Elm Avenue/Rabbit Road,24/06/2024,14:16:55,S,E,Heavy Rain,30,43,Buss,False
Hanley Highway/Westway,24/06/2024,09:41:42,N,N,Rain,20,24,Car,False
Hanley Highway/Westway,24/06/2024,05:34:12,SE,SE,Clear,20,27,Scooter,False
Elm Avenue/Rabbit Road,24/06/2024,04:54:51,S,S,Rain,30,21,Van,True
Hanley Highway/Westway,24/06/2024,12:48:02,W,S,Sunny,20,9,Truck,False
Elm Avenue/Rabbit Road,24/06/2024,06:58:08,E,E,Rain,30,22,Truck,False
Hanley Highway/Westway,24/06/2024,16:19:12,W,S,Light Rain,20,21,Buss,False
Hanley Highway/Westway,24/06/2024,03:05:29,NW,N,Clear,20,15,Van,True
Elm Avenue/Rabbit Road,24/06/2024,01:44:20,N,E,Sunny,30,29,Car,False
Hanley Highway/Westway,24/06/2024,01:43:50,NW,NW,Overcast,20,14,Bicycle,False
Elm Avenue/Rabbit Road,24/06/2024,11:34:59,E,S,Rain,30,18,Car,False
Elm Avenue/Rabbit Road,24/06/2024,10:52:33,S,E,Clear,30,17,Car,True
Hanley Highway/Westway,24/06/2024,10:29:30,SE,S,Clear,20,20,Bicycle,False
Hanley Highway/Westway,24/06/2024,17:19:55,E,E,Clear,20,27,Bicycle,False
Hanley Highway/Westway,24/06/2024,08:04:41,S,E,Sunny,20,5,Buss,False
Hanley Highway/Westway,24/06/2024,05:08:24,E,SE,Clear,20,11,Car,False
Elm Avenue/Rabbit Road,24/06/2024,16:47:13,W,W,Heavy Rain,30,46,Scooter,False
Elm Avenue/Rabbit Road,24/06/2024,18:28:25,S,S,Rain,30,19,Buss,False
Hanley Highway/Westway,24/06/2024,22:15:00,W,W,Sunny,20,7,Bicycle,False
Elm Avenue/Rabbit Road,24/06/2024,05:45:15,E,E,Clear,30,26,Car,False
Elm Avenue/Rabbit Road,24/06/2024,11:05:03,N,N,Clear,30,28,Car,False
Elm Avenue/Rabbit Road,24/06/2024,04:48:10,S,W,Clear,30,30,Buss,False
Elm Avenue/Rabbit Road,24/06/2024,01:42:55,N,N,Heavy Rain,30,22,Motorcycle,False
Elm Avenue/Rabbit Road,24/06/2024,21:48:26,E,E,Clear,30,48,Truck,False
Elm Avenue/Rabbit Road,24/06/2024,07:06:53,W,S,Clear,30,31,Van,False
Hanley Highway/Westway,24/06/2024,12:50:15,NW,E,Clear,20,8,Car,False
Hanley Highway/Westway,24/06/2024,03:09:56,SW,SW,Clear,20,11,Truck,False
Elm Avenue/Rabbit Road,24/06/2024,10:30:14,N,S,Light Rain,30,16,Scooter,False
Hanley Highway/Westway,24/06/2024,08:34:40,N,S,Clear,20,15,Car,False
Elm Avenue/Rabbit Road,24/06/2024,06:25:14,S,S,Overcast,30,28,Buss,False
Hanley Highway/Westway,24/06/2024,06:37:03,SE,S,Sunny,20,5,Bicycle,False
Hanley Highway/Westway,24/06/2024,14:36:48,NW,SE,Sunny,20,27,Car,True
Elm Avenue/Rabbit Road,24/06/2024,07:57:13,S,S,Sunny,30,20,Buss,True
Hanley Highway/Westway,24/06/2024,01:34:41,NE,E,Rain,20,13,Van,False
Elm Avenue/Rabbit Road,24/06/2024,07:40:49,E,S,Cloudy,30,17,Car,True
Elm Avenue/Rabbit Road,24/06/2024,12:23:34,N,E,Overcast,30,24,Scooter,False
Elm Avenue/Rabbit Road,24/06/2024,22:50:40,N,N,Sunny,30,43,Car,True
Elm Avenue/Rabbit Road,24/06/2024,06:00:07,N,W,Clear,30,21,Buss,False
Elm Avenue/Rabbit Road,24/06/2024,07:35:33,W,W,Clear,30,24,Car,False
Elm Avenue/Rabbit Road,24/06/2024,14:17:55,S,N,Rain,30,27,Van,False
Hanley Highway/Westway,24/06/2024,16:41:58,S,NW,Light Rain,20,21,Motorcycle,False
Hanley Highway/Westway,24/06/2024,00:35:37,N,N,Overcast,20,15,Van,False
Hanley Highway/Westway,24/06/2024,06:42:12,SE,SE,Clear,20,19,Car,False
Hanley Highway/Westway,24/06/2024,07:14:22,NW,E,Rain,20,8,Motorcycle,False
Hanley Highway/Westway,24/06/2024,02:06:40,SE,SE,Clear,20,23,Buss,True
Hanley Highway/Westway,24/06/2024,04:57:19,SW,NE,Sunny,20,15,Van,False
Hanley Highway/Westway,24/06/2024,22:25:12,N,E,Rain,20,17,Van,True
Elm Avenue/Rabbit Road,24/06/2024,10:04:08,E,E,Overcast,30,30,Motorcycle,True
Elm Avenue/Rabbit Road,24/06/2024,08:26:45,N,N,Clear,30,26,Car,True
Elm Avenue/Rabbit Road,24/06/2024,03:04:20,E,E,Cloudy,30,15,Car,False
Hanley Highway/Westway,24/06/2024,18:03:27,SE,N,Clear,20,16,Car,True
Elm Avenue/Rabbit Road,24/06/2024,15:29:56,E,S,Cloudy,30,24,Motorcycle,False
Hanley Highway/Westway,24/06/2024,15:16:56,E,E,Clear,20,10,Car,False
Hanley Highway/Westway,24/06/2024,00:02:15,E,N,Clear,20,7,Car,False
Hanley Highway/Westway,24/06/2024,21:41:29,SE,SE,Overcast,20,5,Van,False
Hanley Highway/Westway,24/06/2024,05:29:18,W,W,Overcast,20,21,Buss,False
Hanley Highway/Westway,24/06/2024,14:50:24,SW,E,Clear,20,9,Car,True
Elm Avenue/Rabbit Road,24/06/2024,17:12:08,W,W,Overcast,30,30,Car,False
Hanley Highway/Westway,24/06/2024,21:57:01,W,W,Overcast,20,6,Van,False
Hanley Highway/Westway,24/06/2024,01:48:36,SW,SW,Sunny,20,19,Buss,True
Hanley Highway/Westway,24/06/2024,10:55:12,NW,NW,Light Rain,20,19,Motorcycle,False
Hanley Highway/Westway,24/06/2024,11:36:25,S,W,Overcast,20,13,Van,True
Hanley Highway/Westway,24/06/2024,01:28:12,SE,SE,Overcast,20,7,Car,False
Hanley Highway/Westway,24/06/2024,12:07:30,NE,SW,Overcast,20,11,Van,False
Elm Avenue/Rabbit Road,24/06/2024,00:50:04,S,S,Sunny,30,30,Buss,False
Elm Avenue/Rabbit Road,24/06/2024,22:09:06,E,N,Clear,30,48,Buss,True
Elm Avenue/Rabbit Road,24/06/2024,19:41:44,N,N,Light Rain,30,30,Truck,True
Hanley Highway/Westway,24/06/2024,11:41:54,S,S,Overcast,20,7,Car,False
Hanley Highway/Westway,24/06/2024,04:16:32,SE,SE,Clear,20,5,Car,False
Elm Avenue/Rabbit Road,24/06/2024,13:22:09,E,E,Heavy Rain,30,21,Truck,False
Hanley Highway/Westway,24/06/2024,07:36:19,SE,SE,Clear,20,19,Bicycle,False
Elm Avenue/Rabbit Road,24/06/2024,02:04:30,W,W,Overcast,30,18,Car,False
Elm Avenue/Rabbit Road,24/06/2024,04:05:48,N,N,Overcast,30,34,Car,False
Elm Avenue/Rabbit Road,24/06/2024,13:45:23,S,S,Light Rain,30,35,Van,False
Elm Avenue/Rabbit Road,24/06/2024,10:12:06,N,N,Overcast,30,18,Buss,True
Hanley Highway/Westway,24/06/2024,19:16:49,S,S,Light Rain,20,11,Car,False
Elm Avenue/Rabbit Road,24/06/2024,12:07:07,W,N,Clear,30,25,Truck,True
Hanley Highway/Westway,24/06/2024,23:24:23,NW,E,Overcast,20,12,Van,True
Elm Avenue/Rabbit Road,24/06/2024,06:45:07,W,W,Clear,30,15,Buss,False
Elm Avenue/Rabbit Road,24/06/2024,13:38:54,N,N,Heavy Rain,30,20,Bicycle,False
Elm Avenue/Rabbit Road,24/06/2024,00:35:59,E,E,Overcast,30,16,Buss,False
Hanley Highway/Westway,24/06/2024,19:08:24,W,W,Clear,20,22,Car,True
Elm Avenue/Rabbit Road,24/06/2024,17:40:56,S,S,Overcast,30,18,Car,True
Elm Avenue/Rabbit Road,24/06/2024,22:10:15,S,W,Clear,30,29,Van,True
Elm Avenue/Rabbit Road,24/06/2024,05:26:28,N,E,Light Rain,30,16,Scooter,False
Elm Avenue/Rabbit Road,24/06/2024,02:48:56,N,N,Overcast,30,23,Buss,False
Hanley Highway/Westway,24/06/2024,00:42:50,NW,N,Cloudy,20,9,Car,False
Hanley Highway/Westway,24/06/2024,07:55:04,S,S,Cloudy,20,5,Truck,False
Elm Avenue/Rabbit Road,24/06/2024,16:42:28,W,W,Clear,30,19,Bicycle,False
Hanley Highway/Westway,24/06/2024,00:50:57,NE,E,Overcast,20,17,Scooter,True
Hanley Highway/Westway,24/06/2024,01:57:12,NE,NE,Sunny,20,35,Truck,False
Hanley Highway/Westway,24/06/2024,04:24:45,W,NE,Light Rain,20,20,Car,False
Hanley Highway/Westway,24/06/2024,21:35:29,SW,SW,Light Rain,20,18,Buss,False
Hanley Highway/Westway,24/06/2024,20:46:41,SE,SE,Heavy Rain,20,7,Car,False
Hanley Highway/Westway,24/06/2024,09:00:32,NW,SW,Light Rain,20,18,Car,True
Hanley Highway/Westway,24/06/2024,14:25:32,SE,SW,Sunny,20,15,Car,True
Elm Avenue/Rabbit Road,24/06/2024,06:43:19,N,N,Overcast,30,24,Car,True
Elm Avenue/Rabbit Road,24/06/2024,08:17:00,S,E,Clear,30,48,Car,True
Hanley Highway/Westway,24/06/2024,13:58:14,E,E,Overcast,20,8,Buss,True
Hanley Highway/Westway,24/06/2024,23:45:50,SE,SE,Sunny,20,17,Buss,False
Hanley Highway/Westway,24/06/2024,20:54:41,SE,SE,Overcast,20,22,Scooter,True
Hanley Highway/Westway,24/06/2024,02:04:59,E,E,Overcast,20,7,Truck,True
Hanley Highway/Westway,24/06/2024,08:53:57,W,NE,Light Rain,20,10,Scooter,False
Elm Avenue/Rabbit Road,24/06/2024,05:38:21,E,S,Clear,30,17,Bicycle,False
Elm Avenue/Rabbit Road,24/06/2024,04:55:25,W,W,Clear,30,34,Bicycle,False
Hanley Highway/Westway,24/06/2024,08:10:37,SW,SW,Clear,20,6,Bicycle,True
Elm Avenue/Rabbit Road,24/06/2024,20:35:36,S,S,Clear,30,22,Car,False
Elm Avenue/Rabbit Road,24/06/2024,19:54:33,S,S,Clear,30,16,Motorcycle,True
Hanley Highway/Westway,24/06/2024,23:43:01,N,E,Overcast,20,12,Truck,True
Hanley Highway/Westway,24/06/2024,05:07:47,S,NE,Overcast,20,19,Car,False
Hanley Highway/Westway,24/06/2024,20:30:41,NW,N,Rain,20,11,Car,False
Elm Avenue/Rabbit Road,24/06/2024,11:57:50,N,S,Light Rain,30,25,Bicycle,False
Hanley Highway/Westway,24/06/2024,10:40:40,W,NE,Overcast,20,27,Motorcycle,False
Hanley Highway/Westway,24/06/2024,14:00:22,W,SW,Light Rain,20,17,Buss,False
Hanley Highway/Westway,24/06/2024,02:29:37,SE,SE,Overcast,20,8,Van,False
Hanley Highway/Westway,24/06/2024,14:08:39,S,SE,Clear,20,23,Car,False
Hanley Highway/Westway,24/06/2024,09:08:29,N,N,Light Rain,20,40,Car,True
Elm Avenue/Rabbit Road,24/06/2024,21:30:22,N,S,Overcast,30,30,Motorcycle,False
Elm Avenue/Rabbit Road,24/06/2024,04:42:24,W,W,Overcast,30,42,Car,False
Hanley Highway/Westway,24/06/2024,02:58:13,NE,SE,Overcast,20,13,Car,False
Hanley Highway/Westway,24/06/2024,04:38:20,SE,SW,Rain,20,20,Car,False
Elm Avenue/Rabbit Road,24/06/2024,13:05:30,W,W,Light Rain,30,26,Scooter,False
Hanley Highway/Westway,24/06/2024,14:54:47,NW,NW,Rain,20,25,Car,False
Elm Avenue/Rabbit Road,24/06/2024,11:24:17,E,E,Rain,30,18,Car,False
Hanley Highway/Westway,24/06/2024,09:16:56,W,W,Overcast,20,20,Van,True
Elm Avenue/Rabbit Road,24/06/2024,00:27:42,N,N,Heavy Rain,30,23,Car,False
Elm Avenue/Rabbit Road,24/06/2024,15:49:09,W,S,Clear,30,48,Car,False
Elm Avenue/Rabbit Road,24/06/2024,16:49:22,S,W,Rain,30,26,Bicycle,False
Hanley Highway/Westway,24/06/2024,21:56:59,E,E,Clear,20,23,Car,False
Elm Avenue/Rabbit Road,24/06/2024,02:16:11,W,W,Light Rain,30,26,Truck,False
Elm Avenue/Rabbit Road,24/06/2024,06:29:24,W,S,Rain,30,25,Bicycle,True
Hanley Highway/Westway,24/06/2024,00:36:41,S,S,Heavy Rain,20,7,Bicycle,False
Elm Avenue/Rabbit Road,24/06/2024,07:37:02,N,W,Light Rain,30,50,Car,True
Elm Avenue/Rabbit Road,24/06/2024,13:23:49,N,N,Clear,30,16,Buss,True
Elm Avenue/Rabbit Road,24/06/2024,10:32:00,S,S,Clear,30,24,Bicycle,False
Elm Avenue/Rabbit Road,24/06/2024,02:55:22,S,N,Rain,30,19,Buss,False
Hanley Highway/Westway,24/06/2024,21:07:06,W,W,Light Rain,20,7,Car,False
Hanley Highway/Westway,24/06/2024,00:16:39,W,N,Overcast,20,13,Car,True
Elm Avenue/Rabbit Road,24/06/2024,07:18:32,N,N,Light Rain,30,29,Car,True
Elm Avenue/Rabbit Road,24/06/2024,16:14:36,W,W,Sunny,30,22,Car,True
Elm Avenue/Rabbit Road,24/06/2024,02:56:57,E,E,Rain,30,23,Truck,False
Elm Avenue/Rabbit Road,24/06/2024,16:52:41,N,S,Overcast,30,20,Car,False
Elm Avenue/Rabbit Road,24/06/2024,22:58:16,N,N,Light Rain,30,23,Scooter,False
Elm Avenue/Rabbit Road,24/06/2024,01:29:14,W,E,Clear,30,17,Car,False
Hanley Highway/Westway,24/06/2024,05:01:05,NW,SE,Overcast,20,9,Car,False
Hanley Highway/Westway,24/06/2024,01:25:36,N,N,Overcast,20,16,Truck,True
Elm Avenue/Rabbit Road,24/06/2024,23:35:22,N,N,Clear,30,30,Motorcycle,False
Hanley Highway/Westway,24/06/2024,05:04:03,SE,SE,Overcast,20,13,Bicycle,False
Hanley Highway/Westway,24/06/2024,09:03:29,E,W,Light Rain,20,12,Car,False
Hanley Highway/Westway,24/06/2024,00:05:29,NW,SW,Clear,20,17,Buss,False
Hanley Highway/Westway,24/06/2024,09:30:09,E,E,Overcast,20,10,Motorcycle,True
Elm Avenue/Rabbit Road,24/06/2024,17:01:06,S,S,Overcast,30,18,Car,True
Hanley Highway/Westway,24/06/2024,07:49:09,SE,SE,Light Rain,20,11,Car,False
Elm Avenue/Rabbit Road,24/06/2024,06:05:44,N,W,Clear,30,26,Car,False
Hanley Highway/Westway,24/06/2024,08:31:46,W,NW,Cloudy,20,9,Buss,False
Hanley Highway/Westway,24/06/2024,22:44:47,S,NE,Cloudy,20,14,Scooter,True
Elm Avenue/Rabbit Road,24/06/2024,16:25:30,S,N,Clear,30,22,Car,False
Elm Avenue/Rabbit Road,24/06/2024,08:22:54,E,N,Overcast,30,18,Motorcycle,False
Hanley Highway/Westway,24/06/2024,06:56:21,S,W,Clear,20,9,Car,False
Hanley Highway/Westway,24/06/2024,21:35:50,NE,NE,Overcast,20,9,Buss,False
Hanley Highway/Westway,24/06/2024,16:09:17,W,NW,Heavy Rain,20,19,Car,True
Elm Avenue/Rabbit Road,24/06/2024,23:38:28,N,E,Light Rain,30,28,Car,False
Elm Avenue/Rabbit Road,24/06/2024,07:28:42,S,W,Clear,30,18,Motorcycle,False
Elm Avenue/Rabbit Road,24/06/2024,04:33:00,S,W,Overcast,30,22,Car,False
Hanley Highway/Westway,24/06/2024,23:24:40,N,SE,Rain,20,11,Van,False
Elm Avenue/Rabbit Road,24/06/2024,16:47:28,N,S,Clear,30,15,Buss,False
Elm Avenue/Rabbit Road,24/06/2024,01:22:09,W,W,Rain,30,31,Truck,False
Elm Avenue/Rabbit Road,24/06/2024,14:52:04,N,N,Overcast,30,29,Car,False
Hanley Highway/Westway,24/06/2024,08:49:11,SW,E,Rain,20,11,Car,False
