JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
King Street/Queen Avenue,26/08/2024,03:21:45,N,SW,Overcast,20,7,Truck,False
Church Road/Hill Lane,26/08/2024,03:24:35,N,N,Overcast,30,26,Truck,False
Church Road/Hill Lane,26/08/2024,03:25:39,NE,SW,Overcast,30,7,Van,False
Church Road/Hill Lane,26/08/2024,03:27:20,N,W,Overcast,30,23,Bicycle,True
King Street/Queen Avenue,26/08/2024,03:31:46,SW,SW,Overcast,20,12,Buss,False
Church Road/Hill Lane,26/08/2024,03:32:27,W,NW,Overcast,30,26,Van,False
King Street/Queen Avenue,26/08/2024,03:44:37,SW,N,Overcast,20,24,Buss,False
Church Road/Hill Lane,26/08/2024,03:50:14,NW,E,Overcast,30,30,Motorbike,False
Church Road/Hill Lane,26/08/2024,03:52:35,NW,NE,Overcast,30,28,Scooter,False
King Street/Queen Avenue,26/08/2024,04:01:09,SW,N,Overcast,20,18,Bus,False
Church Road/Hill Lane,26/08/2024,04:04:28,N,E,Overcast,30,40,Motorcycle,True
Church Road/Hill Lane,26/08/2024,04:06:17,S,SW,Overcast,30,22,Motorbike,False
King Street/Queen Avenue,26/08/2024,04:08:55,NE,S,Overcast,20,15,Motorcycle,True
Church Road/Hill Lane,26/08/2024,04:10:59,NW,W,Overcast,30,45,Motorbike,True
Church Road/Hill Lane,26/08/2024,04:13:31,NE,N,Overcast,30,36,Scooter,False
King Street/Queen Avenue,26/08/2024,04:13:54,N,NE,Overcast,20,35,Bus,False
King Street/Queen Avenue,26/08/2024,04:20:33,W,SW,Overcast,20,28,Car,False
Church Road/Hill Lane,26/08/2024,04:26:04,SE,NW,Overcast,30,5,Scooter,True
Church Road/Hill Lane,26/08/2024,04:29:23,NW,E,Overcast,30,9,Bicycle,False
King Street/Queen Avenue,26/08/2024,04:41:36,E,NW,Overcast,20,26,Car,True
King Street/Queen Avenue,26/08/2024,04:43:34,NE,SE,Overcast,20,31,Truck,False
Church Road/Hill Lane,26/08/2024,04:44:16,N,N,Overcast,30,30,Scooter,False
Church Road/Hill Lane,26/08/2024,04:44:54,SW,N,Overcast,30,7,Car,False
Church Road/Hill Lane,26/08/2024,04:48:33,SW,S,Overcast,30,32,Car,False
Church Road/Hill Lane,26/08/2024,04:51:36,SW,SE,Overcast,30,42,Van,False
King Street/Queen Avenue,26/08/2024,04:58:11,N,S,Overcast,20,24,Car,False
King Street/Queen Avenue,26/08/2024,05:03:12,NW,W,Overcast,20,13,Car,True
Church Road/Hill Lane,26/08/2024,05:03:13,NE,W,Overcast,30,35,Motorcycle,True
King Street/Queen Avenue,26/08/2024,05:05:25,NW,N,Overcast,20,29,Motorcycle,False
Church Road/Hill Lane,26/08/2024,05:06:41,E,S,Overcast,30,27,Van,False
King Street/Queen Avenue,26/08/2024,05:07:55,SW,SE,Overcast,20,19,Buss,True
King Street/Queen Avenue,26/08/2024,05:08:31,NW,NW,Overcast,20,28,Bicycle,False
King Street/Queen Avenue,26/08/2024,05:29:41,NE,S,Overcast,20,9,Bicycle,True
King Street/Queen Avenue,26/08/2024,05:30:14,SW,NE,Overcast,20,6,Buss,False
Church Road/Hill Lane,26/08/2024,05:42:42,N,NE,Overcast,30,11,Van,False
King Street/Queen Avenue,26/08/2024,05:45:34,S,E,Overcast,20,11,Bus,True
King Street/Queen Avenue,26/08/2024,05:52:56,N,W,Overcast,20,27,Bicycle,True
King Street/Queen Avenue,26/08/2024,05:59:33,SE,SW,Overcast,20,23,Motorbike,True
King Street/Queen Avenue,26/08/2024,06:01:51,SE,W,Overcast,20,8,Scooter,False
Church Road/Hill Lane,26/08/2024,06:09:59,SW,NE,Overcast,30,39,Scooter,False
King Street/Queen Avenue,26/08/2024,06:30:17,W,N,Overcast,20,24,Truck,False
King Street/Queen Avenue,26/08/2024,06:34:57,S,NW,Overcast,20,17,Buss,True
Church Road/Hill Lane,26/08/2024,06:38:25,E,SW,Overcast,30,21,Motorbike,False
King Street/Queen Avenue,26/08/2024,06:45:35,SW,NW,Overcast,20,5,Van,True
Church Road/Hill Lane,26/08/2024,06:51:25,E,S,Overcast,30,17,Car,True
Church Road/Hill Lane,26/08/2024,06:52:08,NE,SW,Overcast,30,16,Van,True
King Street/Queen Avenue,26/08/2024,06:52:26,SW,S,Overcast,20,12,Motorbike,False
King Street/Queen Avenue,26/08/2024,07:04:15,E,S,Overcast,20,30,Motorcycle,False
Church Road/Hill Lane,26/08/2024,07:14:53,E,NW,Overcast,30,32,Buss,True
King Street/Queen Avenue,26/08/2024,07:16:30,S,E,Overcast,20,31,Bicycle,False
Church Road/Hill Lane,26/08/2024,07:19:21,S,S,Overcast,30,5,Car,False
Church Road/Hill Lane,26/08/2024,07:21:55,E,SE,Overcast,30,38,Car,False
King Street/Queen Avenue,26/08/2024,07:23:03,NE,N,Overcast,20,26,Motorcycle,False
King Street/Queen Avenue,26/08/2024,07:40:34,SE,N,Overcast,20,30,Car,True
Church Road/Hill Lane,26/08/2024,07:42:18,E,SW,Overcast,30,15,Car,True
Church Road/Hill Lane,26/08/2024,07:42:48,S,N,Overcast,30,5,Motorbike,False
Church Road/Hill Lane,26/08/2024,07:45:16,NE,W,Overcast,30,40,Bicycle,False
King Street/Queen Avenue,26/08/2024,07:50:36,W,NW,Overcast,20,22,Bicycle,True
Church Road/Hill Lane,26/08/2024,07:54:50,NW,NE,Overcast,30,30,Motorbike,False
Church Road/Hill Lane,26/08/2024,07:56:19,N,N,Overcast,30,45,Bus,False
Church Road/Hill Lane,26/08/2024,07:57:35,NE,NW,Overcast,30,20,Bus,False
Church Road/Hill Lane,26/08/2024,07:59:45,NW,SE,Overcast,30,22,Car,False
Church Road/Hill Lane,26/08/2024,08:03:02,SE,NE,Overcast,30,24,Motorcycle,False
Church Road/Hill Lane,26/08/2024,08:11:37,N,E,Overcast,30,41,Buss,True
King Street/Queen Avenue,26/08/2024,08:12:27,NW,NW,Overcast,20,22,Motorcycle,False
King Street/Queen Avenue,26/08/2024,08:19:15,SE,S,Overcast,20,31,Motorcycle,True
Church Road/Hill Lane,26/08/2024,08:19:34,E,E,Overcast,30,12,Scooter,False
Church Road/Hill Lane,26/08/2024,08:20:35,S,SE,Overcast,30,26,Car,False
Church Road/Hill Lane,26/08/2024,08:21:47,SE,SW,Overcast,30,9,Motorcycle,True
Church Road/Hill Lane,26/08/2024,08:24:14,N,S,Overcast,30,43,Van,False
Church Road/Hill Lane,26/08/2024,08:34:27,N,SE,Overcast,30,33,Truck,False
King Street/Queen Avenue,26/08/2024,08:48:35,SW,SW,Overcast,20,21,Van,False
Church Road/Hill Lane,26/08/2024,08:59:39,SE,N,Overcast,30,22,Scooter,False
Church Road/Hill Lane,26/08/2024,09:02:53,SW,S,Overcast,30,33,Truck,False
Church Road/Hill Lane,26/08/2024,09:04:04,NE,S,Overcast,30,19,Motorcycle,False
Church Road/Hill Lane,26/08/2024,09:12:23,SE,S,Overcast,30,23,Car,False
Church Road/Hill Lane,26/08/2024,09:13:56,NW,SW,Overcast,30,21,Van,False
King Street/Queen Avenue,26/08/2024,09:15:01,NW,NE,Overcast,20,32,Bicycle,False
Church Road/Hill Lane,26/08/2024,09:26:55,NW,S,Overcast,30,7,Car,True
Church Road/Hill Lane,26/08/2024,09:33:37,NE,E,Overcast,30,8,Bicycle,False
Church Road/Hill Lane,26/08/2024,09:38:25,S,S,Overcast,30,15,Van,False
King Street/Queen Avenue,26/08/2024,09:41:08,NE,NW,Overcast,20,32,Van,False
King Street/Queen Avenue,26/08/2024,09:41:26,E,N,Overcast,20,9,Motorcycle,False
Church Road/Hill Lane,26/08/2024,09:45:28,SE,N,Overcast,30,16,Buss,False
Church Road/Hill Lane,26/08/2024,09:49:20,W,W,Overcast,30,37,Car,False
King Street/Queen Avenue,26/08/2024,10:02:01,NE,E,Overcast,20,27,Bus,False
Church Road/Hill Lane,26/08/2024,10:06:02,SW,NE,Overcast,30,6,Bus,False
Church Road/Hill Lane,26/08/2024,10:09:02,NW,SE,Overcast,30,9,Car,True
King Street/Queen Avenue,26/08/2024,10:15:42,SW,SW,Overcast,20,28,Bus,True
Church Road/Hill Lane,26/08/2024,10:15:42,S,NW,Overcast,30,16,Car,True
Church Road/Hill Lane,26/08/2024,10:16:08,SE,E,Overcast,30,23,Bus,False
Church Road/Hill Lane,26/08/2024,10:21:03,SW,SW,Overcast,30,22,Car,False
Church Road/Hill Lane,26/08/2024,10:39:04,SE,N,Overcast,30,11,Bus,True
King Street/Queen Avenue,26/08/2024,10:46:37,SE,NW,Overcast,20,30,Motorcycle,False
Church Road/Hill Lane,26/08/2024,10:50:27,NE,E,Overcast,30,5,Bicycle,False
Church Road/Hill Lane,26/08/2024,10:50:50,NW,N,Overcast,30,5,Buss,False
Church Road/Hill Lane,26/08/2024,10:51:14,SE,NE,Overcast,30,30,Buss,False
Church Road/Hill Lane,26/08/2024,10:51:42,N,S,Overcast,30,12,Buss,False
King Street/Queen Avenue,26/08/2024,10:52:20,W,S,Overcast,20,11,Buss,False
King Street/Queen Avenue,26/08/2024,10:55:49,SE,SW,Overcast,20,22,Scooter,True
Church Road/Hill Lane,26/08/2024,11:08:02,W,SE,Overcast,30,7,Van,False
King Street/Queen Avenue,26/08/2024,11:13:25,NE,S,Overcast,20,15,Bicycle,False
Church Road/Hill Lane,26/08/2024,11:21:32,NW,S,Overcast,30,34,Scooter,False
King Street/Queen Avenue,26/08/2024,11:25:10,E,NW,Overcast,20,22,Motorbike,False
King Street/Queen Avenue,26/08/2024,11:25:46,N,W,Overcast,20,10,Car,False
Church Road/Hill Lane,26/08/2024,11:28:59,N,NE,Overcast,30,33,Buss,False
Church Road/Hill Lane,26/08/2024,11:31:48,SW,NW,Overcast,30,39,Car,False
Church Road/Hill Lane,26/08/2024,11:31:53,N,N,Overcast,30,8,Bus,False
Church Road/Hill Lane,26/08/2024,11:33:32,W,SW,Overcast,30,37,Motorcycle,False
Church Road/Hill Lane,26/08/2024,11:35:41,N,S,Overcast,30,12,Motorcycle,False
Church Road/Hill Lane,26/08/2024,11:44:37,SE,N,Overcast,30,34,Van,False
Church Road/Hill Lane,26/08/2024,11:49:35,W,SE,Overcast,30,31,Van,True
Church Road/Hill Lane,26/08/2024,11:49:35,SE,W,Overcast,30,16,Bus,False
King Street/Queen Avenue,26/08/2024,11:52:52,NE,E,Overcast,20,25,Truck,False
Church Road/Hill Lane,26/08/2024,11:53:10,W,N,Overcast,30,16,Truck,False
Church Road/Hill Lane,26/08/2024,11:58:17,NE,SW,Overcast,30,14,Bicycle,True
Church Road/Hill Lane,26/08/2024,12:02:14,W,SE,Overcast,30,16,Car,False
King Street/Queen Avenue,26/08/2024,12:09:55,N,NW,Overcast,20,9,Bus,False
King Street/Queen Avenue,26/08/2024,12:24:46,NW,SW,Overcast,20,23,Car,True
Church Road/Hill Lane,26/08/2024,12:26:27,S,NE,Overcast,30,26,Car,False
King Street/Queen Avenue,26/08/2024,12:29:48,N,NE,Overcast,20,12,Motorbike,False
Church Road/Hill Lane,26/08/2024,12:31:00,N,N,Overcast,30,43,Bicycle,False
Church Road/Hill Lane,26/08/2024,12:43:55,NE,SE,Overcast,30,32,Scooter,False
Church Road/Hill Lane,26/08/2024,12:45:16,E,NE,Overcast,30,13,Truck,False
Church Road/Hill Lane,26/08/2024,12:45:39,NW,W,Overcast,30,25,Bicycle,False
Church Road/Hill Lane,26/08/2024,13:02:31,W,E,Overcast,30,36,Bicycle,False
Church Road/Hill Lane,26/08/2024,13:11:22,NW,SW,Overcast,30,32,Motorbike,False
Church Road/Hill Lane,26/08/2024,13:11:23,SW,S,Overcast,30,41,Scooter,False
Church Road/Hill Lane,26/08/2024,13:17:11,E,E,Overcast,30,43,Scooter,False
Church Road/Hill Lane,26/08/2024,13:22:08,NE,NE,Overcast,30,35,Bus,False
Church Road/Hill Lane,26/08/2024,13:24:38,NE,S,Overcast,30,31,Motorbike,False
Church Road/Hill Lane,26/08/2024,13:44:40,NE,SE,Overcast,30,29,Van,True
Church Road/Hill Lane,26/08/2024,13:50:16,E,SE,Overcast,30,9,Buss,False
Church Road/Hill Lane,26/08/2024,13:52:09,S,NW,Overcast,30,42,Bus,False
Church Road/Hill Lane,26/08/2024,14:03:32,SW,E,Overcast,30,11,Bus,False
Church Road/Hill Lane,26/08/2024,14:06:15,N,SW,Overcast,30,19,Motorcycle,True
Church Road/Hill Lane,26/08/2024,14:21:47,E,W,Overcast,30,9,Bus,True
Church Road/Hill Lane,26/08/2024,14:27:56,SW,SW,Overcast,30,24,Motorbike,True
Church Road/Hill Lane,26/08/2024,14:32:32,NE,SE,Overcast,30,44,Motorbike,False
Church Road/Hill Lane,26/08/2024,14:37:51,SE,E,Overcast,30,23,Car,False
Church Road/Hill Lane,26/08/2024,14:38:35,N,NW,Overcast,30,42,Motorcycle,False
Church Road/Hill Lane,26/08/2024,14:39:21,NW,S,Overcast,30,28,Motorbike,True
King Street/Queen Avenue,26/08/2024,14:43:13,W,SW,Overcast,20,30,Truck,False
Church Road/Hill Lane,26/08/2024,14:56:01,E,N,Overcast,30,33,Bus,True
King Street/Queen Avenue,26/08/2024,14:59:06,NE,SE,Overcast,20,23,Buss,False
Church Road/Hill Lane,26/08/2024,15:01:13,S,N,Overcast,30,26,Truck,False
King Street/Queen Avenue,26/08/2024,15:11:58,NW,SE,Overcast,20,10,Buss,False
Church Road/Hill Lane,26/08/2024,15:20:30,S,E,Overcast,30,17,Motorbike,False
King Street/Queen Avenue,26/08/2024,15:25:33,S,SW,Overcast,20,10,Buss,False
King Street/Queen Avenue,26/08/2024,15:29:20,NE,NW,Overcast,20,22,Bicycle,False
Church Road/Hill Lane,26/08/2024,15:29:24,E,NW,Overcast,30,25,Car,True
King Street/Queen Avenue,26/08/2024,15:33:16,SE,NW,Overcast,20,5,Motorcycle,False
Church Road/Hill Lane,26/08/2024,15:36:36,N,N,Overcast,30,30,Motorbike,False
King Street/Queen Avenue,26/08/2024,15:39:45,S,E,Overcast,20,33,Scooter,False
Church Road/Hill Lane,26/08/2024,15:45:31,E,W,Overcast,30,10,Buss,False
Church Road/Hill Lane,26/08/2024,15:46:26,N,NW,Overcast,30,16,Truck,True
King Street/Queen Avenue,26/08/2024,16:06:35,SE,NW,Overcast,20,16,Car,False
Church Road/Hill Lane,26/08/2024,16:09:29,SE,SW,Overcast,30,45,Car,True
Church Road/Hill Lane,26/08/2024,16:14:34,SE,S,Overcast,30,35,Van,False
Church Road/Hill Lane,26/08/2024,16:14:39,N,SE,Overcast,30,13,Bicycle,False
King Street/Queen Avenue,26/08/2024,16:15:08,E,N,Overcast,20,30,Bus,True
Church Road/Hill Lane,26/08/2024,16:24:29,SE,SE,Overcast,30,12,Car,False
Church Road/Hill Lane,26/08/2024,16:24:36,NE,S,Overcast,30,25,Motorcycle,False
Church Road/Hill Lane,26/08/2024,16:32:49,E,N,Overcast,30,24,Motorcycle,False
King Street/Queen Avenue,26/08/2024,16:33:39,SE,SE,Overcast,20,23,Scooter,True
Church Road/Hill Lane,26/08/2024,16:36:58,SW,N,Overcast,30,28,Bus,False
King Street/Queen Avenue,26/08/2024,16:41:49,E,S,Overcast,20,23,Buss,False
Church Road/Hill Lane,26/08/2024,16:53:40,SW,SE,Overcast,30,12,Car,False
Church Road/Hill Lane,26/08/2024,17:03:04,SE,SW,Overcast,30,35,Bicycle,True
Church Road/Hill Lane,26/08/2024,17:06:00,NW,W,Overcast,30,43,Bus,True
Church Road/Hill Lane,26/08/2024,17:08:00,W,NE,Overcast,30,39,Motorbike,False
King Street/Queen Avenue,26/08/2024,17:09:15,E,NW,Overcast,20,25,Motorcycle,False
Church Road/Hill Lane,26/08/2024,17:09:24,SE,E,Overcast,30,29,Scooter,False
King Street/Queen Avenue,26/08/2024,17:09:54,SE,SW,Overcast,20,27,Buss,False
King Street/Queen Avenue,26/08/2024,17:18:50,N,E,Overcast,20,9,Car,False
King Street/Queen Avenue,26/08/2024,17:20:43,N,SE,Overcast,20,25,Buss,False
King Street/Queen Avenue,26/08/2024,17:25:28,SE,SW,Overcast,20,11,Van,False
Church Road/Hill Lane,26/08/2024,17:27:39,W,SE,Overcast,30,44,Van,False
Church Road/Hill Lane,26/08/2024,17:28:20,E,S,Overcast,30,15,Motorbike,False
Church Road/Hill Lane,26/08/2024,17:32:53,E,NE,Overcast,30,44,Truck,False
Church Road/Hill Lane,26/08/2024,17:34:24,E,S,Overcast,30,35,Motorcycle,False
Church Road/Hill Lane,26/08/2024,17:35:58,SE,NE,Overcast,30,20,Car,True
Church Road/Hill Lane,26/08/2024,17:39:20,NE,N,Overcast,30,8,Bus,False
Church Road/Hill Lane,26/08/2024,17:44:48,W,NW,Overcast,30,21,Motorcycle,False
King Street/Queen Avenue,26/08/2024,17:55:11,SW,S,Overcast,20,25,Scooter,True
Church Road/Hill Lane,26/08/2024,17:56:23,S,SW,Overcast,30,43,Truck,False
Church Road/Hill Lane,26/08/2024,18:04:28,N,NE,Overcast,30,28,Bicycle,False
Church Road/Hill Lane,26/08/2024,18:08:12,N,N,Overcast,30,34,Bus,False
Church Road/Hill Lane,26/08/2024,18:11:46,N,N,Overcast,30,39,Motorcycle,False
King Street/Queen Avenue,26/08/2024,18:12:27,SE,NW,Overcast,20,11,Van,True
Church Road/Hill Lane,26/08/2024,18:13:11,N,W,Overcast,30,15,Buss,True
King Street/Queen Avenue,26/08/2024,18:14:55,W,NW,Overcast,20,21,Motorcycle,True
Church Road/Hill Lane,26/08/2024,18:20:43,N,N,Overcast,30,35,Bicycle,False
Church Road/Hill Lane,26/08/2024,18:22:14,S,NE,Overcast,30,10,Motorbike,True
Church Road/Hill Lane,26/08/2024,18:26:25,S,SW,Overcast,30,35,Bus,False
King Street/Queen Avenue,26/08/2024,18:26:30,S,W,Overcast,20,26,Scooter,True
King Street/Queen Avenue,26/08/2024,18:28:00,E,E,Overcast,20,19,Bus,True
King Street/Queen Avenue,26/08/2024,18:28:22,W,NW,Overcast,20,26,Van,False
King Street/Queen Avenue,26/08/2024,18:42:20,E,E,Overcast,20,24,Bicycle,False
King Street/Queen Avenue,26/08/2024,18:43:49,NW,NW,Overcast,20,14,Motorbike,False
Church Road/Hill Lane,26/08/2024,18:54:18,NE,NW,Overcast,30,19,Car,True
King Street/Queen Avenue,26/08/2024,18:58:39,W,SE,Overcast,20,33,Buss,False
King Street/Queen Avenue,26/08/2024,19:07:56,S,S,Overcast,20,34,Scooter,False
King Street/Queen Avenue,26/08/2024,19:09:56,N,NE,Overcast,20,24,Bus,True
Church Road/Hill Lane,26/08/2024,19:11:54,SW,S,Overcast,30,10,Motorcycle,True
King Street/Queen Avenue,26/08/2024,19:18:11,E,NE,Overcast,20,35,Bus,False
Church Road/Hill Lane,26/08/2024,19:32:02,NE,SW,Overcast,30,30,Van,False
Church Road/Hill Lane,26/08/2024,19:40:52,E,W,Overcast,30,31,Bus,True
Church Road/Hill Lane,26/08/2024,19:46:52,S,SW,Overcast,30,33,Motorbike,False
King Street/Queen Avenue,26/08/2024,19:49:47,S,S,Overcast,20,8,Motorbike,False
Church Road/Hill Lane,26/08/2024,19:57:11,NW,NW,Overcast,30,20,Motorcycle,False
Church Road/Hill Lane,26/08/2024,20:05:56,NE,NW,Overcast,30,23,Truck,False
Church Road/Hill Lane,26/08/2024,20:10:23,NE,E,Overcast,30,24,Buss,True
Church Road/Hill Lane,26/08/2024,20:11:49,SE,NW,Overcast,30,23,Car,True
Church Road/Hill Lane,26/08/2024,20:14:37,SW,E,Overcast,30,38,Truck,True
Church Road/Hill Lane,26/08/2024,20:14:41,S,W,Overcast,30,34,Scooter,False
Church Road/Hill Lane,26/08/2024,20:21:38,NW,W,Overcast,30,8,Car,False
Church Road/Hill Lane,26/08/2024,20:22:53,N,S,Overcast,30,36,Truck,False
King Street/Queen Avenue,26/08/2024,20:28:23,SE,NE,Overcast,20,24,Bus,False
Church Road/Hill Lane,26/08/2024,20:34:03,S,SE,Overcast,30,20,Car,True
King Street/Queen Avenue,26/08/2024,20:37:11,N,NW,Overcast,20,10,Buss,True
King Street/Queen Avenue,26/08/2024,20:40:27,E,S,Overcast,20,14,Bicycle,False
Church Road/Hill Lane,26/08/2024,20:57:57,SE,N,Overcast,30,27,Truck,True
Church Road/Hill Lane,26/08/2024,20:58:52,E,E,Overcast,30,21,Scooter,True
King Street/Queen Avenue,26/08/2024,21:11:01,SW,NE,Overcast,20,17,Bus,False
Church Road/Hill Lane,26/08/2024,21:11:03,SW,NW,Overcast,30,20,Motorbike,False
King Street/Queen Avenue,26/08/2024,21:18:52,NE,W,Overcast,20,5,Truck,False
Church Road/Hill Lane,26/08/2024,21:23:16,NE,SE,Overcast,30,8,Van,True
Church Road/Hill Lane,26/08/2024,21:27:10,E,S,Overcast,30,16,Buss,False
Church Road/Hill Lane,26/08/2024,21:39:13,NE,N,Overcast,30,18,Bus,True
Church Road/Hill Lane,26/08/2024,21:41:31,S,NW,Overcast,30,6,Motorcycle,False
King Street/Queen Avenue,26/08/2024,21:43:58,NW,E,Overcast,20,22,Motorcycle,False
King Street/Queen Avenue,26/08/2024,21:47:29,SE,W,Overcast,20,28,Bus,False
Church Road/Hill Lane,26/08/2024,21:52:37,NE,E,Overcast,30,43,Motorbike,False
King Street/Queen Avenue,26/08/2024,21:53:10,E,W,Overcast,20,25,Motorcycle,False
Church Road/Hill Lane,26/08/2024,22:02:27,SE,SE,Overcast,30,32,Bicycle,True
Church Road/Hill Lane,26/08/2024,22:05:42,E,SW,Overcast,30,23,Motorbike,False
Church Road/Hill Lane,26/08/2024,22:06:05,NW,NE,Overcast,30,39,Van,False
Church Road/Hill Lane,26/08/2024,22:08:53,SW,S,Overcast,30,22,Scooter,False
King Street/Queen Avenue,26/08/2024,22:27:21,N,E,Overcast,20,34,Car,False
Church Road/Hill Lane,26/08/2024,22:32:42,NE,S,Overcast,30,44,Scooter,False
Church Road/Hill Lane,26/08/2024,22:35:35,W,NW,Overcast,30,29,Motorcycle,True
King Street/Queen Avenue,26/08/2024,22:37:31,N,S,Overcast,20,12,Scooter,True
Church Road/Hill Lane,26/08/2024,22:40:12,N,SE,Overcast,30,43,Truck,False
Church Road/Hill Lane,26/08/2024,22:41:08,S,NE,Overcast,30,25,Motorcycle,False
Church Road/Hill Lane,26/08/2024,22:48:22,SW,E,Overcast,30,29,Car,False
Church Road/Hill Lane,26/08/2024,22:53:57,W,NE,Overcast,30,5,Scooter,False
Church Road/Hill Lane,26/08/2024,22:55:25,SW,SW,Overcast,30,37,Bicycle,False
Church Road/Hill Lane,26/08/2024,22:57:15,SW,NE,Overcast,30,13,Truck,False
King Street/Queen Avenue,26/08/2024,22:57:52,NW,E,Overcast,20,23,Van,False
Church Road/Hill Lane,26/08/2024,22:58:03,S,NW,Overcast,30,12,Motorcycle,True
King Street/Queen Avenue,26/08/2024,22:59:14,SE,SW,Overcast,20,33,Scooter,False
King Street/Queen Avenue,26/08/2024,23:00:56,S,W,Overcast,20,18,Bicycle,False
Church Road/Hill Lane,26/08/2024,23:05:39,E,SW,Overcast,30,17,Bicycle,False
King Street/Queen Avenue,26/08/2024,23:21:42,SW,W,Overcast,20,11,Truck,True
King Street/Queen Avenue,26/08/2024,23:27:51,NW,S,Overcast,20,25,Bicycle,True
Church Road/Hill Lane,26/08/2024,23:37:56,NW,SW,Overcast,30,35,Buss,False
Church Road/Hill Lane,26/08/2024,23:41:16,W,S,Overcast,30,41,Bicycle,False
King Street/Queen Avenue,26/08/2024,23:42:23,SW,S,Overcast,20,9,Car,False
