JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Oak Street/Pine Road,05/08/2024,03:33:06,W,W,Clear,30,11,Scooter,True
Oak Street/Pine Road,05/08/2024,03:37:30,NE,N,Clear,30,7,Motorcycle,False
River Road/Bridge Street,05/08/2024,03:46:56,W,S,Clear,50,42,Scooter,False
Oak Street/Pine Road,05/08/2024,03:58:08,W,NW,Clear,30,29,Scooter,False
Oak Street/Pine Road,05/08/2024,04:06:47,SE,W,Clear,30,43,Bicycle,False
River Road/Bridge Street,05/08/2024,04:09:33,E,N,Clear,50,19,Motorcycle,False
River Road/Bridge Street,05/08/2024,04:25:49,E,E,Clear,50,57,Motorbike,False
River Road/Bridge Street,05/08/2024,04:31:12,N,S,Clear,50,24,Motorbike,True
Oak Street/Pine Road,05/08/2024,04:31:52,E,SW,Clear,30,23,Buss,True
Oak Street/Pine Road,05/08/2024,04:36:31,W,E,Clear,30,34,Car,True
Oak Street/Pine Road,05/08/2024,04:38:25,SW,S,Clear,30,9,Bus,True
River Road/Bridge Street,05/08/2024,04:38:46,N,W,Clear,50,37,Bus,False
River Road/Bridge Street,05/08/2024,04:47:51,S,S,Clear,50,43,Bicycle,False
Oak Street/Pine Road,05/08/2024,04:53:33,W,NE,Clear,30,40,Truck,True
River Road/Bridge Street,05/08/2024,04:58:15,W,S,Clear,50,21,Bus,False
Oak Street/Pine Road,05/08/2024,05:09:02,W,SE,Clear,30,38,Bicycle,False
Oak Street/Pine Road,05/08/2024,05:09:18,W,NW,Clear,30,38,Bicycle,False
Oak Street/Pine Road,05/08/2024,05:11:21,SW,E,Clear,30,5,Scooter,False
Oak Street/Pine Road,05/08/2024,05:18:02,NW,NW,Clear,30,43,Truck,False
Oak Street/Pine Road,05/08/2024,05:18:04,W,NE,Clear,30,30,Car,False
Oak Street/Pine Road,05/08/2024,05:34:13,S,NW,Clear,30,13,Van,True
Oak Street/Pine Road,05/08/2024,05:38:17,SW,SE,Clear,30,11,Car,False
River Road/Bridge Street,05/08/2024,05:43:18,E,N,Clear,50,31,Truck,True
River Road/Bridge Street,05/08/2024,05:46:05,S,E,Clear,50,42,Car,False
Oak Street/Pine Road,05/08/2024,05:46:57,SE,SE,Clear,30,9,Car,False
Oak Street/Pine Road,05/08/2024,05:52:15,NE,SW,Clear,30,44,Bus,False
Oak Street/Pine Road,05/08/2024,05:53:34,SE,W,Clear,30,23,Buss,False
River Road/Bridge Street,05/08/2024,05:57:37,E,N,Clear,50,65,Motorbike,False
River Road/Bridge Street,05/08/2024,06:00:37,E,E,Clear,50,11,Motorcycle,False
Oak Street/Pine Road,05/08/2024,06:09:25,SE,NW,Clear,30,8,Scooter,True
Oak Street/Pine Road,05/08/2024,06:16:08,SE,W,Clear,30,24,Bicycle,True
River Road/Bridge Street,05/08/2024,06:17:11,E,N,Clear,50,13,Van,False
Oak Street/Pine Road,05/08/2024,06:21:56,N,E,Clear,30,18,Van,False
River Road/Bridge Street,05/08/2024,06:24:23,S,N,Clear,50,17,Scooter,False
River Road/Bridge Street,05/08/2024,06:26:57,E,E,Clear,50,54,Motorcycle,False
Oak Street/Pine Road,05/08/2024,06:27:37,S,NE,Clear,30,19,Car,False
Oak Street/Pine Road,05/08/2024,06:36:52,SW,NW,Clear,30,27,Van,False
River Road/Bridge Street,05/08/2024,06:41:39,N,E,Clear,50,58,Motorcycle,False
River Road/Bridge Street,05/08/2024,06:49:06,S,S,Clear,50,24,Van,False
River Road/Bridge Street,05/08/2024,06:49:25,S,S,Clear,50,44,Buss,False
Oak Street/Pine Road,05/08/2024,06:59:21,E,E,Clear,30,38,Scooter,True
River Road/Bridge Street,05/08/2024,07:01:45,E,S,Clear,50,9,Bicycle,False
Oak Street/Pine Road,05/08/2024,07:01:57,SW,E,Clear,30,22,Car,False
Oak Street/Pine Road,05/08/2024,07:01:59,N,N,Clear,30,17,Van,False
River Road/Bridge Street,05/08/2024,07:10:36,W,N,Clear,50,65,Motorcycle,True
River Road/Bridge Street,05/08/2024,07:13:05,S,S,Clear,50,15,Scooter,False
Oak Street/Pine Road,05/08/2024,07:14:05,N,W,Clear,30,31,Van,False
Oak Street/Pine Road,05/08/2024,07:46:04,NW,E,Clear,30,37,Motorcycle,True
River Road/Bridge Street,05/08/2024,07:48:59,N,W,Clear,50,32,Bicycle,False
River Road/Bridge Street,05/08/2024,07:54:13,W,N,Clear,50,51,Truck,True
Oak Street/Pine Road,05/08/2024,07:56:18,SW,SW,Clear,30,45,Motorbike,False
River Road/Bridge Street,05/08/2024,08:05:11,W,N,Clear,50,22,Truck,False
Oak Street/Pine Road,05/08/2024,08:05:15,NE,NW,Clear,30,41,Motorbike,True
Oak Street/Pine Road,05/08/2024,08:16:55,SW,E,Clear,30,19,Buss,True
River Road/Bridge Street,05/08/2024,08:18:52,W,E,Clear,50,28,Motorbike,False
Oak Street/Pine Road,05/08/2024,08:19:12,N,NW,Clear,30,44,Bus,False
Oak Street/Pine Road,05/08/2024,08:23:17,NE,N,Clear,30,12,Bicycle,False
Oak Street/Pine Road,05/08/2024,08:23:29,N,NW,Clear,30,24,Motorcycle,False
Oak Street/Pine Road,05/08/2024,08:31:28,NE,W,Clear,30,17,Buss,False
River Road/Bridge Street,05/08/2024,08:40:14,N,S,Clear,50,42,Bicycle,True
Oak Street/Pine Road,05/08/2024,08:41:36,SW,SE,Clear,30,23,Motorbike,True
River Road/Bridge Street,05/08/2024,08:43:35,E,W,Clear,50,12,Buss,False
Oak Street/Pine Road,05/08/2024,08:44:13,SW,SW,Clear,30,25,Truck,False
River Road/Bridge Street,05/08/2024,08:46:41,N,W,Clear,50,12,Truck,False
River Road/Bridge Street,05/08/2024,08:48:26,E,W,Clear,50,45,Buss,False
River Road/Bridge Street,05/08/2024,08:48:52,N,S,Clear,50,28,Motorbike,False
Oak Street/Pine Road,05/08/2024,08:49:18,S,NW,Clear,30,40,Truck,False
River Road/Bridge Street,05/08/2024,08:51:47,S,S,Clear,50,19,Scooter,True
River Road/Bridge Street,05/08/2024,08:56:12,S,E,Clear,50,21,Scooter,True
Oak Street/Pine Road,05/08/2024,09:02:41,SW,N,Clear,30,27,Buss,False
Oak Street/Pine Road,05/08/2024,09:03:48,SE,E,Clear,30,30,Car,False
River Road/Bridge Street,05/08/2024,09:04:57,N,S,Clear,50,41,Scooter,False
River Road/Bridge Street,05/08/2024,09:11:17,S,E,Clear,50,31,Truck,False
River Road/Bridge Street,05/08/2024,09:13:14,S,E,Clear,50,43,Bus,False
Oak Street/Pine Road,05/08/2024,09:21:20,S,S,Clear,30,31,Motorbike,False
River Road/Bridge Street,05/08/2024,09:23:09,E,E,Clear,50,51,Motorcycle,False
Oak Street/Pine Road,05/08/2024,09:31:18,S,NE,Clear,30,5,Scooter,True
River Road/Bridge Street,05/08/2024,09:35:47,W,S,Clear,50,29,Van,True
Oak Street/Pine Road,05/08/2024,09:38:19,E,SE,Clear,30,25,Buss,False
Oak Street/Pine Road,05/08/2024,09:39:01,E,NW,Clear,30,7,Bicycle,False
River Road/Bridge Street,05/08/2024,09:39:32,S,N,Clear,50,28,Scooter,True
Oak Street/Pine Road,05/08/2024,09:46:59,NE,NW,Clear,30,44,Motorcycle,False
Oak Street/Pine Road,05/08/2024,09:50:54,E,S,Clear,30,22,Buss,False
Oak Street/Pine Road,05/08/2024,09:52:05,N,NE,Clear,30,44,Motorbike,False
Oak Street/Pine Road,05/08/2024,09:52:37,S,N,Clear,30,36,Bicycle,True
Oak Street/Pine Road,05/08/2024,10:01:14,NE,NE,Clear,30,29,Motorcycle,True
River Road/Bridge Street,05/08/2024,10:04:57,N,S,Clear,50,37,Scooter,False
Oak Street/Pine Road,05/08/2024,10:06:44,SW,SE,Clear,30,13,Van,True
River Road/Bridge Street,05/08/2024,10:19:40,N,N,Clear,50,27,Car,False
River Road/Bridge Street,05/08/2024,10:23:36,W,N,Clear,50,25,Bus,False
Oak Street/Pine Road,05/08/2024,10:26:13,W,N,Clear,30,7,Car,False
River Road/Bridge Street,05/08/2024,10:28:19,W,W,Clear,50,53,Motorbike,True
River Road/Bridge Street,05/08/2024,10:29:36,N,W,Clear,50,10,Bus,False
Oak Street/Pine Road,05/08/2024,10:31:39,N,SE,Clear,30,24,Scooter,False
Oak Street/Pine Road,05/08/2024,10:37:38,S,N,Clear,30,9,Motorcycle,False
Oak Street/Pine Road,05/08/2024,10:38:50,NW,NW,Clear,30,31,Motorcycle,False
Oak Street/Pine Road,05/08/2024,10:40:52,N,NE,Clear,30,33,Motorbike,True
Oak Street/Pine Road,05/08/2024,10:46:53,SE,SE,Clear,30,8,Bus,False
Oak Street/Pine Road,05/08/2024,10:47:07,W,SW,Clear,30,31,Motorcycle,True
Oak Street/Pine Road,05/08/2024,10:53:09,N,NW,Clear,30,41,Motorbike,False
Oak Street/Pine Road,05/08/2024,10:53:16,E,SW,Clear,30,34,Car,False
Oak Street/Pine Road,05/08/2024,10:55:09,SE,SW,Clear,30,12,Van,False
River Road/Bridge Street,05/08/2024,10:57:32,W,W,Clear,50,15,Buss,True
Oak Street/Pine Road,05/08/2024,10:59:48,N,W,Clear,30,36,Bus,False
Oak Street/Pine Road,05/08/2024,11:15:51,SE,SE,Clear,30,30,Bus,False
River Road/Bridge Street,05/08/2024,11:19:10,W,S,Clear,50,53,Car,False
River Road/Bridge Street,05/08/2024,11:23:21,N,W,Clear,50,63,Bus,False
River Road/Bridge Street,05/08/2024,11:31:29,N,S,Clear,50,52,Truck,False
River Road/Bridge Street,05/08/2024,11:38:21,W,W,Clear,50,24,Car,False
Oak Street/Pine Road,05/08/2024,11:40:18,NE,N,Clear,30,11,Buss,False
Oak Street/Pine Road,05/08/2024,11:42:53,N,N,Clear,30,21,Buss,False
Oak Street/Pine Road,05/08/2024,11:53:52,SE,S,Clear,30,32,Bicycle,True
River Road/Bridge Street,05/08/2024,12:02:44,E,E,Clear,50,45,Car,False
River Road/Bridge Street,05/08/2024,12:03:26,E,S,Clear,50,34,Bicycle,True
Oak Street/Pine Road,05/08/2024,12:04:02,N,E,Clear,30,19,Bus,False
River Road/Bridge Street,05/08/2024,12:15:11,N,N,Clear,50,13,Buss,False
Oak Street/Pine Road,05/08/2024,12:17:44,E,E,Clear,30,42,Scooter,True
River Road/Bridge Street,05/08/2024,12:21:36,E,W,Clear,50,18,Buss,True
Oak Street/Pine Road,05/08/2024,12:24:28,N,W,Clear,30,18,Motorbike,True
Oak Street/Pine Road,05/08/2024,12:29:47,W,E,Clear,30,5,Bicycle,False
River Road/Bridge Street,05/08/2024,12:37:01,S,S,Clear,50,64,Bicycle,False
Oak Street/Pine Road,05/08/2024,12:40:06,NE,SW,Clear,30,38,Buss,True
River Road/Bridge Street,05/08/2024,12:41:11,W,S,Clear,50,23,Bicycle,False
Oak Street/Pine Road,05/08/2024,12:41:25,E,NE,Clear,30,10,Bus,True
River Road/Bridge Street,05/08/2024,12:43:29,N,W,Clear,50,46,Motorbike,False
Oak Street/Pine Road,05/08/2024,12:43:43,N,SW,Clear,30,8,Motorbike,False
River Road/Bridge Street,05/08/2024,12:45:30,E,E,Clear,50,58,Van,False
River Road/Bridge Street,05/08/2024,12:51:51,N,S,Clear,50,25,Buss,False
Oak Street/Pine Road,05/08/2024,13:03:35,NW,NE,Clear,30,25,Motorbike,False
Oak Street/Pine Road,05/08/2024,13:09:01,NE,SW,Clear,30,12,Motorbike,True
Oak Street/Pine Road,05/08/2024,13:11:09,SW,S,Clear,30,5,Bicycle,False
River Road/Bridge Street,05/08/2024,13:11:40,N,E,Clear,50,22,Van,False
Oak Street/Pine Road,05/08/2024,13:14:36,E,W,Clear,30,31,Buss,False
Oak Street/Pine Road,05/08/2024,13:16:48,SW,S,Clear,30,13,Car,False
River Road/Bridge Street,05/08/2024,13:16:56,N,N,Clear,50,33,Scooter,False
River Road/Bridge Street,05/08/2024,13:17:47,S,E,Clear,50,37,Car,False
Oak Street/Pine Road,05/08/2024,13:22:08,SE,W,Clear,30,23,Bus,False
Oak Street/Pine Road,05/08/2024,13:26:29,N,N,Clear,30,31,Bus,False
Oak Street/Pine Road,05/08/2024,13:32:47,N,NE,Clear,30,22,Scooter,True
Oak Street/Pine Road,05/08/2024,13:34:03,NE,N,Clear,30,39,Motorcycle,False
Oak Street/Pine Road,05/08/2024,13:35:17,SW,NE,Clear,30,39,Van,True
River Road/Bridge Street,05/08/2024,13:35:28,W,E,Clear,50,48,Bus,False
Oak Street/Pine Road,05/08/2024,13:40:28,SE,NE,Clear,30,35,Buss,False
River Road/Bridge Street,05/08/2024,13:41:22,S,N,Clear,50,60,Motorcycle,False
River Road/Bridge Street,05/08/2024,13:42:08,E,E,Clear,50,34,Motorcycle,True
River Road/Bridge Street,05/08/2024,13:43:19,N,W,Clear,50,26,Van,False
River Road/Bridge Street,05/08/2024,13:50:24,E,S,Clear,50,56,Truck,False
River Road/Bridge Street,05/08/2024,13:57:17,E,W,Clear,50,49,Truck,False
Oak Street/Pine Road,05/08/2024,14:02:22,SW,W,Clear,30,31,Car,False
Oak Street/Pine Road,05/08/2024,14:07:01,SW,N,Clear,30,22,Bicycle,False
River Road/Bridge Street,05/08/2024,14:16:02,N,S,Clear,50,35,Buss,False
River Road/Bridge Street,05/08/2024,14:18:52,W,S,Clear,50,64,Buss,False
Oak Street/Pine Road,05/08/2024,14:18:58,S,S,Clear,30,33,Motorbike,False
Oak Street/Pine Road,05/08/2024,14:20:15,SE,S,Clear,30,16,Scooter,False
Oak Street/Pine Road,05/08/2024,14:24:20,SW,E,Clear,30,37,Bicycle,False
Oak Street/Pine Road,05/08/2024,14:27:25,NE,N,Clear,30,22,Scooter,False
Oak Street/Pine Road,05/08/2024,14:36:50,NW,NE,Clear,30,12,Car,False
Oak Street/Pine Road,05/08/2024,14:37:20,N,W,Clear,30,8,Bicycle,False
River Road/Bridge Street,05/08/2024,14:45:15,N,W,Clear,50,13,Motorcycle,False
River Road/Bridge Street,05/08/2024,15:02:16,W,S,Clear,50,15,Motorbike,False
Oak Street/Pine Road,05/08/2024,15:08:14,E,NE,Clear,30,45,Bicycle,False
River Road/Bridge Street,05/08/2024,15:12:06,S,W,Clear,50,24,Car,False
River Road/Bridge Street,05/08/2024,15:20:19,N,S,Clear,50,40,Motorbike,False
River Road/Bridge Street,05/08/2024,15:22:37,E,E,Clear,50,54,Van,False
Oak Street/Pine Road,05/08/2024,15:23:42,NE,SE,Clear,30,29,Bus,False
Oak Street/Pine Road,05/08/2024,15:28:14,E,NE,Clear,30,21,Bus,False
Oak Street/Pine Road,05/08/2024,15:32:14,NW,SE,Clear,30,35,Bicycle,False
River Road/Bridge Street,05/08/2024,15:32:18,E,E,Clear,50,60,Van,True
River Road/Bridge Street,05/08/2024,15:35:43,W,S,Clear,50,63,Scooter,False
Oak Street/Pine Road,05/08/2024,15:37:15,S,E,Clear,30,30,Scooter,False
River Road/Bridge Street,05/08/2024,15:45:21,E,N,Clear,50,55,Buss,False
Oak Street/Pine Road,05/08/2024,15:59:43,SW,NW,Clear,30,19,Truck,True
Oak Street/Pine Road,05/08/2024,16:06:32,SE,SW,Clear,30,7,Buss,False
Oak Street/Pine Road,05/08/2024,16:12:49,SE,W,Clear,30,9,Bicycle,False
Oak Street/Pine Road,05/08/2024,16:13:22,SE,S,Clear,30,16,Buss,False
Oak Street/Pine Road,05/08/2024,16:19:06,S,SW,Clear,30,19,Car,False
River Road/Bridge Street,05/08/2024,16:23:19,E,E,Clear,50,33,Scooter,True
Oak Street/Pine Road,05/08/2024,16:28:22,NE,S,Clear,30,40,Bus,False
Oak Street/Pine Road,05/08/2024,16:28:25,N,S,Clear,30,24,Motorbike,False
Oak Street/Pine Road,05/08/2024,16:28:44,NW,NW,Clear,30,34,Motorcycle,False
Oak Street/Pine Road,05/08/2024,16:29:53,N,S,Clear,30,8,Bicycle,False
River Road/Bridge Street,05/08/2024,16:30:06,E,S,Clear,50,41,Buss,False
River Road/Bridge Street,05/08/2024,16:30:11,W,W,Clear,50,5,Bus,False
River Road/Bridge Street,05/08/2024,16:30:41,W,E,Clear,50,19,Bicycle,False
River Road/Bridge Street,05/08/2024,16:40:41,W,W,Clear,50,55,Bus,True
Oak Street/Pine Road,05/08/2024,16:49:42,NE,E,Clear,30,25,Motorcycle,False
Oak Street/Pine Road,05/08/2024,16:51:03,SW,SW,Clear,30,25,Bicycle,True
Oak Street/Pine Road,05/08/2024,16:51:50,W,S,Clear,30,42,Car,False
River Road/Bridge Street,05/08/2024,16:58:00,E,N,Clear,50,46,Bicycle,False
River Road/Bridge Street,05/08/2024,17:00:21,E,E,Clear,50,27,Scooter,True
River Road/Bridge Street,05/08/2024,17:04:22,W,N,Clear,50,19,Buss,False
Oak Street/Pine Road,05/08/2024,17:04:41,N,W,Clear,30,28,Van,True
Oak Street/Pine Road,05/08/2024,17:06:17,W,SE,Clear,30,30,Motorbike,True
Oak Street/Pine Road,05/08/2024,17:12:30,SW,NE,Clear,30,23,Bus,False
Oak Street/Pine Road,05/08/2024,17:13:31,NW,W,Clear,30,33,Bicycle,False
Oak Street/Pine Road,05/08/2024,17:18:55,W,NE,Clear,30,25,Van,False
Oak Street/Pine Road,05/08/2024,17:30:18,S,W,Clear,30,12,Bicycle,False
Oak Street/Pine Road,05/08/2024,17:32:04,NW,SW,Clear,30,43,Truck,False
River Road/Bridge Street,05/08/2024,17:34:41,S,N,Clear,50,42,Buss,True
River Road/Bridge Street,05/08/2024,17:48:24,N,S,Clear,50,5,Motorcycle,False
River Road/Bridge Street,05/08/2024,17:54:47,N,N,Clear,50,33,Van,True
River Road/Bridge Street,05/08/2024,17:54:49,E,N,Clear,50,35,Buss,False
Oak Street/Pine Road,05/08/2024,18:00:31,W,SW,Clear,30,12,Car,False
Oak Street/Pine Road,05/08/2024,18:01:06,W,NW,Clear,30,37,Van,False
Oak Street/Pine Road,05/08/2024,18:01:25,W,SW,Clear,30,28,Scooter,False
River Road/Bridge Street,05/08/2024,18:05:40,W,E,Clear,50,10,Truck,False
River Road/Bridge Street,05/08/2024,18:13:44,W,E,Clear,50,46,Bicycle,True
River Road/Bridge Street,05/08/2024,18:18:11,S,W,Clear,50,40,Motorbike,False
Oak Street/Pine Road,05/08/2024,18:18:58,W,NW,Clear,30,20,Motorcycle,True
Oak Street/Pine Road,05/08/2024,18:30:42,SW,NE,Clear,30,25,Scooter,True
Oak Street/Pine Road,05/08/2024,18:32:54,SE,NE,Clear,30,25,Motorbike,False
Oak Street/Pine Road,05/08/2024,18:34:55,S,NW,Clear,30,16,Van,False
Oak Street/Pine Road,05/08/2024,18:43:18,W,E,Clear,30,14,Bus,True
Oak Street/Pine Road,05/08/2024,18:47:44,SE,NW,Clear,30,18,Bus,True
Oak Street/Pine Road,05/08/2024,18:48:14,N,SW,Clear,30,21,Motorbike,False
Oak Street/Pine Road,05/08/2024,18:48:33,NW,NE,Clear,30,34,Buss,False
River Road/Bridge Street,05/08/2024,18:48:37,W,W,Clear,50,11,Van,False
Oak Street/Pine Road,05/08/2024,18:57:39,N,NW,Clear,30,9,Motorbike,False
Oak Street/Pine Road,05/08/2024,18:59:40,SW,E,Clear,30,29,Motorbike,True
River Road/Bridge Street,05/08/2024,19:10:04,E,S,Clear,50,27,Car,False
Oak Street/Pine Road,05/08/2024,19:13:45,E,N,Clear,30,31,Bicycle,False
River Road/Bridge Street,05/08/2024,19:14:08,N,W,Clear,50,65,Car,False
River Road/Bridge Street,05/08/2024,19:17:35,E,N,Clear,50,52,Truck,False
Oak Street/Pine Road,05/08/2024,19:20:06,NW,NE,Clear,30,15,Bus,False
River Road/Bridge Street,05/08/2024,19:29:37,W,W,Clear,50,35,Truck,True
River Road/Bridge Street,05/08/2024,19:37:10,E,W,Clear,50,31,Car,False
Oak Street/Pine Road,05/08/2024,19:41:03,W,S,Clear,30,7,Buss,False
Oak Street/Pine Road,05/08/2024,19:48:57,NW,NE,Clear,30,42,Truck,False
River Road/Bridge Street,05/08/2024,19:52:29,W,E,Clear,50,39,Motorbike,False
River Road/Bridge Street,05/08/2024,19:53:21,S,S,Clear,50,34,Bus,True
River Road/Bridge Street,05/08/2024,19:54:07,N,W,Clear,50,18,Truck,False
River Road/Bridge Street,05/08/2024,19:56:50,W,S,Clear,50,59,Buss,False
Oak Street/Pine Road,05/08/2024,19:57:23,NW,W,Clear,30,26,Motorbike,False
Oak Street/Pine Road,05/08/2024,19:58:19,W,NW,Clear,30,13,Van,False
Oak Street/Pine Road,05/08/2024,19:59:05,SW,E,Clear,30,22,Car,True
Oak Street/Pine Road,05/08/2024,20:00:15,E,SE,Clear,30,19,Truck,True
Oak Street/Pine Road,05/08/2024,20:01:11,E,W,Clear,30,15,Van,False
Oak Street/Pine Road,05/08/2024,20:05:04,W,SE,Clear,30,39,Bus,False
Oak Street/Pine Road,05/08/2024,20:06:21,S,NE,Clear,30,41,Scooter,False
River Road/Bridge Street,05/08/2024,20:09:37,E,E,Clear,50,29,Scooter,False
Oak Street/Pine Road,05/08/2024,20:19:21,E,S,Clear,30,11,Van,True
Oak Street/Pine Road,05/08/2024,20:37:15,NW,SW,Clear,30,38,Buss,False
River Road/Bridge Street,05/08/2024,20:43:53,S,N,Clear,50,65,Motorbike,True
River Road/Bridge Street,05/08/2024,20:47:19,W,W,Clear,50,6,Buss,False
Oak Street/Pine Road,05/08/2024,20:47:32,S,NW,Clear,30,7,Motorbike,True
River Road/Bridge Street,05/08/2024,20:48:34,N,N,Clear,50,28,Car,False
Oak Street/Pine Road,05/08/2024,20:58:07,NW,S,Clear,30,6,Truck,True
Oak Street/Pine Road,05/08/2024,21:06:13,N,E,Clear,30,5,Motorcycle,False
Oak Street/Pine Road,05/08/2024,21:07:22,SE,E,Clear,30,35,Scooter,False
Oak Street/Pine Road,05/08/2024,21:09:29,E,NE,Clear,30,44,Van,False
Oak Street/Pine Road,05/08/2024,21:13:29,SE,W,Clear,30,36,Bus,False
Oak Street/Pine Road,05/08/2024,21:15:01,NE,NE,Clear,30,37,Truck,False
Oak Street/Pine Road,05/08/2024,21:17:09,S,W,Clear,30,40,Van,False
Oak Street/Pine Road,05/08/2024,21:19:55,S,E,Clear,30,34,Bus,False
River Road/Bridge Street,05/08/2024,21:22:46,W,S,Clear,50,44,Van,False
Oak Street/Pine Road,05/08/2024,21:22:56,NW,SE,Clear,30,42,Motorbike,False
River Road/Bridge Street,05/08/2024,21:23:16,W,E,Clear,50,48,Bicycle,False
River Road/Bridge Street,05/08/2024,21:38:28,S,S,Clear,50,34,Van,False
River Road/Bridge Street,05/08/2024,21:41:57,S,S,Clear,50,24,Car,False
River Road/Bridge Street,05/08/2024,21:42:03,N,S,Clear,50,57,Van,True
Oak Street/Pine Road,05/08/2024,21:54:55,SW,S,Clear,30,22,Van,False
River Road/Bridge Street,05/08/2024,21:56:43,E,W,Clear,50,19,Motorbike,False
River Road/Bridge Street,05/08/2024,22:04:29,W,S,Clear,50,53,Bicycle,False
River Road/Bridge Street,05/08/2024,22:06:34,W,E,Clear,50,11,Car,False
Oak Street/Pine Road,05/08/2024,22:08:27,SE,E,Clear,30,12,Scooter,True
River Road/Bridge Street,05/08/2024,22:09:45,S,S,Clear,50,10,Motorbike,False
River Road/Bridge Street,05/08/2024,22:12:13,E,E,Clear,50,58,Motorcycle,True
River Road/Bridge Street,05/08/2024,22:18:19,S,E,Clear,50,35,Scooter,False
Oak Street/Pine Road,05/08/2024,22:22:13,SE,N,Clear,30,14,Motorbike,False
River Road/Bridge Street,05/08/2024,22:28:21,W,E,Clear,50,41,Bicycle,False
Oak Street/Pine Road,05/08/2024,22:30:32,S,S,Clear,30,32,Bus,False
